"gene-LOC117889666"	"1.156811547289e-66"	"0.730150271906695"	"0.999734636015904"	"0.0359634778884739"	"-74.3660624346611"	"149.821997419998"
"gene-LOC117889660"	"5.88437613602755e-12"	"0.000257217776219392"	"0.133954331152164"	"0.0718829530433973"	"2.23041861346438"	"4.65380710047563"
"gene-LOC117889668"	"1.34509819440737e-64"	"0.859330649844483"	"0.0493957679748602"	"0.0939464333314777"	"-69.7333390997097"	"-3.07054870135481"
"gene-LOC117889634"	"0"	"0.00466680391501778"	"0.460666391635573"	"0.174225801152561"	"-6.34210546041697"	"41.5160881086384"
"gene-LOC117889671"	"4.10091665619476e-15"	"0.270744702933805"	"0.610782931501474"	"0.800309000647657"	"0.144452637225356"	"2.22350494117367"
"gene-LOC117889667"	"2.42426099017806e-118"	"0.869649036134924"	"0.715851738170838"	"0.624957507778577"	"-1227.89964519684"	"197.901433687212"
"gene-LOC117892165"	"5.23205166545931e-140"	"0.588152001007049"	"0.165147876087543"	"0.438811058069239"	"-4.40881057723957"	"-13.7534561863668"
"gene-LOC117898628"	"0"	"0.952038914825948"	"0.508667582505367"	"0.25587410319472"	"-8.51375998315689"	"312.230791595226"
"gene-LOC117896600"	"0"	"0.00209426786139414"	"0.856189425819106"	"0.141775404221511"	"-50.2574079443666"	"76.8148589769098"
"gene-LOC117894609"	"0"	"0.144249388120302"	"0.451101638537173"	"0.783861007689937"	"372.478373085264"	"289.726324264529"
"gene-LOC117902127"	"1.87481043585646e-110"	"0.691441068841597"	"0.524904591976581"	"0.990506218877088"	"-5.50929349131517"	"-4.20932520536887"
"gene-LOC117889573"	"0"	"0.426628974578883"	"0.45536894230931"	"0.795511490276523"	"448.897015482673"	"683.360333184259"
"gene-LOC117889574"	"0"	"0.475882259925294"	"0.742875330059564"	"0.825405623970981"	"-160.022376392804"	"-340.457532252352"
"gene-LOC117903560"	"0"	"0.280003589235564"	"0.308247239758083"	"0.960465776417506"	"364.006784236704"	"377.06207650211"
"gene-LOC117901271"	"0"	"0.192485500114716"	"0.0590078724940222"	"0.792370630327949"	"-130.979981323679"	"-111.581746182877"
"gene-LOC117901264"	"0"	"0.573021279815594"	"0.0508949079923881"	"0.992458298695141"	"-1033.30580174965"	"-1007.78490962933"
"gene-LOC117892203"	"0"	"0.957860778703908"	"0.694125074128499"	"0.345721311313159"	"-56.8823790780134"	"250.715274820006"
"gene-LOC117901014"	"5.83731430911562e-179"	"0.277817212821572"	"0.664169864940629"	"0.69533088825483"	"0.109928048888065"	"1.75735495348946"
"gene-LOC117902670"	"1"	"1"	"1"	"1"	"0.91658518080307"	"-0.733659323210393"
"gene-LOC117889582"	"0"	"0.000142834971681593"	"0.734047218267583"	"0.130977770478528"	"-78.6706578562803"	"163.747399221643"
"gene-LOC117889584"	"0"	"0.369011641505166"	"0.536950362499995"	"0.994925330060434"	"-247.385912453006"	"-267.810767860925"
"gene-LOC117889583"	"0"	"0.00642608890912714"	"0.860965351778533"	"0.0854290580227617"	"-254.34419782136"	"116.517501843897"
"gene-LOC117889585"	"4.36211173782709e-120"	"0.859421126749798"	"0.0981528592232962"	"0.949767421106578"	"5.34987279549196"	"5.15539074947187"
"gene-LOC117894309"	"0"	"0.545103502036647"	"0.376559541591379"	"0.3670656061864"	"-5.29525260659648"	"502.144906002946"
"gene-LOC117894395"	"2.05357997000737e-155"	"0.962481012302587"	"0.944350378795259"	"0.833012901711144"	"-0.677997545943615"	"0.524912330726433"
"gene-LOC117894248"	"0.99890207790399"	"1"	"0.998975359457633"	"1"	"0.351428710599143"	"0.627089570795819"
"gene-LOC117893770"	"0"	"0.302813712010469"	"0.945580751994271"	"0.675105359568286"	"2.61076756516287"	"-4.36945285821133"
