Gene;(Intercept);Selection;WNL-NL;C_NL1_G9_C;C_NL2_G9_C;C_NL3_G9_C;W_NL1_G9_C;W_NL2_G9_C;W_NL3_G9_C;meanWNL9;meanNL9;meanWNL9DIVmeanNL9;C_NL1_G23_C;C_NL2_G23_C;C_NL3_G23_C;W_NL1_G23_C;W_NL2_G23_C;W_NL3_G23_C;meanWNL23;meanNL23;meanWNL23DIVmeanNL23
gene-LOC117891860;0;2.86E-11;-374.2376279;2558.508174;3964.956745;2600.166756;2341.924311;3358.443875;2300.550605;2666.972931;3041.210559;0.876944519;2606.296196;2258.795666;3127.911938;2954.213666;2757.905003;3122.199219;2944.77263;2664.3346;1.10525631
gene-LOC117903489;0;3.63E-11;-309.3002871;3466.334425;3485.264436;3332.639263;3102.969546;3225.220667;3028.147049;3118.779087;3428.079375;0.909774467;4735.315156;3739.006454;4579.69705;4665.955577;3994.142064;4697.182675;4452.426772;4351.339553;1.023231287
gene-LOC117893922;0;4.20E-11;-315.9210064;3570.783251;3942.471168;3273.997204;3249.406621;3603.992533;2986.089451;3279.829535;3595.750541;0.912140455;3783.177278;3452.159394;4088.719691;4234.778164;3710.601454;4228.464044;4057.947887;3774.685454;1.075042659
gene-LOC117898430;0;4.51E-11;837.0726393;5575.81026;4798.796893;6196.142056;6090.499647;5665.033926;7326.433554;6360.655709;5523.58307;1.151545225;4042.96109;4731.477293;3415.694548;3784.149138;4361.799722;4095.179126;4080.375995;4063.377644;1.004183306
gene-LOC117899781;0;5.57E-11;-295.6552356;2796.690546;3606.124412;3185.480889;2504.394643;3253.955085;2942.980413;2900.44338;3196.098616;0.907494958;2644.961693;2947.428504;2771.171835;2714.310444;2933.700182;2875.62212;2841.210915;2787.854011;1.01913906
gene-LOC117898769;0;5.61E-11;-99.07672146;409.9860486;423.4783669;336.3619973;287.5297306;316.9493312;268.1171866;290.8654162;389.9421376;0.745919428;750.3523123;1093.417017;940.5802213;1162.233854;1149.284607;823.0343727;1044.850945;928.1165169;1.125775617
gene-LOC117903476;0;5.72E-11;872.0580279;10824.60784;14532.24104;13247.57301;11533.25574;15828.31028;13859.02995;13740.19866;12868.14063;1.067768767;11052.29082;9418.978034;11710.82139;12621.66514;12172.3984;12870.88031;12554.98128;10727.36341;1.170369717
gene-LOC117893085;0;6.81E-11;177.759656;1127.461634;831.0294502;1107.560393;1336.104696;949.9772538;1313.248494;1199.776815;1022.017159;1.173930207;1088.675416;1263.326426;824.731631;1096.584661;1018.855926;1006.301136;1040.580575;1058.911158;0.982689215
gene-LOC117897119;0;7.57E-11;-257.5340189;2173.902215;2733.871404;2516.076256;1961.401694;2475.513595;2214.332529;2217.082606;2474.616625;0.895929731;2402.094037;2226.812718;2747.26657;2909.637054;2836.351239;2781.211969;2842.400087;2458.724442;1.156046623
gene-LOC117898554;0;8.95E-11;-327.3187294;4757.790478;3202.320925;3992.085811;4380.285636;2981.413489;3608.5419;3656.747008;3984.065738;0.91784304;3852.050196;4360.674996;4049.184061;3682.838656;3104.769683;3447.636563;3411.7483;4087.303084;0.834718696
gene-LOC117893137;0;1.13E-10;142.5202392;528.1010768;541.5276462;907.2922297;700.1188608;618.2253439;1086.137466;801.4938902;658.9736509;1.216276082;544.9418564;658.6488247;772.3239354;594.0846687;606.7769061;774.1632359;658.3416036;658.6382055;0.999549674
gene-LOC117897977;0;1.13E-10;-224.2857529;1423.237283;1692.976569;1445.028844;1197.149808;1385.347214;1305.888415;1296.128479;1520.414232;0.852483785;2057.729449;1412.247025;1895.871375;2188.30642;1946.033722;1977.059627;2037.133256;1788.61595;1.138943917
gene-LOC117897757;1;1.26E-10;44.19499087;1303.16994;1646.131617;1431.751397;1319.002556;1731.030963;1463.604407;1504.545975;1460.350984;1.030263266;1010.136124;1072.428208;1132.741772;1453.197559;1386.513585;1210.671344;1350.127496;1071.768701;1.259719093
gene-LOC117901941;0;1.26E-10;493.2563337;4670.912482;4860.632229;4938.103928;4971.378354;5512.65444;5465.384847;5316.472547;4823.216213;1.1022671;7141.034083;7482.010777;7004.242547;6364.729745;6858.847364;6509.857569;6577.811559;7209.095802;0.912432258
gene-LOC117902393;0;1.35E-10;-266.8017356;1680.942799;1286.362385;2199.63043;1432.304234;1004.833869;1929.392304;1455.510136;1722.311871;0.845090927;2706.58483;856.5433123;2453.967361;2238.556419;1270.261934;2004.827318;1837.88189;2005.698501;0.916330091
gene-LOC117890977;0;1.47E-10;327.8791709;1658.491182;1478.426688;1710.577789;1933.610716;1703.167285;2194.35517;1943.711057;1615.831886;1.202916636;1800.362231;1992.937415;1952.876237;1630.693525;1540.57065;1789.350033;1653.538069;1915.391961;0.863289657
gene-LOC117895742;0;1.70E-10;-190.0744009;1111.843117;1194.546278;1235.909049;984.4419401;940.3991146;1047.234188;990.6917475;1180.766148;0.839024517;1629.992382;1544.176683;1685.321159;1462.923366;1042.484311;1405.045184;1303.484287;1619.830075;0.804704337
gene-LOC117891188;0;1.94E-10;297.2720052;1510.115279;1366.935702;1975.02028;1698.45629;1730.160223;2315.270764;1914.629092;1617.357087;1.183801096;1161.173224;1412.247025;954.3717201;1108.741919;1192.760834;1088.493502;1129.998752;1175.930656;0.960939955
gene-LOC117894050;0;2.19E-10;-382.6936886;4607.46226;6861.848583;5454.817917;4336.461402;6272.810391;5166.775902;5258.682565;5641.376253;0.932163062;5714.035563;4761.461306;5934.022237;5939.225719;5666.08653;5962.278694;5855.863648;5469.839702;1.070573173
gene-LOC117892610;0;2.59E-10;-162.1227176;1041.559795;1092.424283;1062.195781;903.2067746;941.2698545;865.3350768;903.2705687;1065.393286;0.847828291;1263.878452;872.534786;1211.813032;1465.354817;1155.900555;1265.09602;1295.450464;1116.075423;1.160719461
gene-LOC117903865;0;2.69E-10;-124.0711161;611.0744438;669.882815;635.1045608;479.9288069;552.9198498;510.9998145;514.6161571;638.6872732;0.805740428;711.6868147;585.6877258;793.4709003;704.3104736;520.7695877;704.1886536;643.0895716;696.9484803;0.922721822
gene-LOC117903464;0;2.71E-10;-255.5255318;3157.868731;2620.50662;1967.275103;2923.397075;2303.977831;1751.698953;2326.357953;2581.883485;0.901031347;2261.931608;2362.740245;2849.323662;2642.987865;3057.512915;2938.932456;2879.811079;2491.331838;1.155932355
gene-LOC117897105;0;3.26E-10;148.3460888;878.5415326;574.3191127;824.3081843;1037.886128;684.4015779;999.9193901;907.4023653;759.0562765;1.195434902;738.2693443;917.5108059;624.2951811;893.9636966;757.0534296;749.7276674;800.2482645;760.0251104;1.052923454
gene-LOC117902085;0;3.31E-10;-214.6800911;1861.531892;1906.58955;1800.200558;1672.80308;1720.582084;1530.896564;1641.427242;1856.107333;0.884338536;1900.650865;1835.021612;2122.971389;2141.298356;2230.519468;2102.569592;2158.129139;1952.881289;1.105100014
gene-LOC117895496;0;3.62E-10;-407.90492;2316.421174;2827.561308;2025.917162;2011.639231;2198.6183;1735.927353;1982.061628;2389.966548;0.829326096;2541.048169;2071.895317;2483.389226;2692.42738;2358.112743;2270.286448;2440.275523;2365.444237;1.031635194
gene-LOC117890325;0;4.16E-10;-269.780867;2148.522126;2667.351572;1801.307012;1871.615458;2266.536014;1669.686637;1935.946036;2205.726903;0.877690721;2421.426786;2237.806857;2723.361305;2553.024156;2343.935712;2599.055914;2498.671927;2460.864983;1.015363275
gene-LOC117896032;0;5.74E-10;77.55797219;143.495117;160.2097362;201.3746168;189.192425;269.9293755;278.6315861;245.9177955;168.3598233;1.460667935;227.1597982;172.9078098;156.3036536;155.6129009;194.6978858;168.8275636;173.0461168;185.4570872;0.933079018
gene-LOC117897359;0;6.42E-10;-150.9507019;898.0646778;1083.055292;923.8890388;797.3872827;897.7328585;757.0367622;817.3856345;968.3363363;0.844113356;1083.842229;936.500681;1162.163636;1091.721758;1161.571367;1194.01073;1149.101285;1060.835515;1.083204011
gene-LOC117902524;0;6.45E-10;127.3013855;494.91173;483.4399056;525.5656208;592.1616013;580.7835273;712.8762844;628.6071377;501.3057522;1.253939607;396.3213501;674.6402985;406.3894993;433.6088646;654.0336745;516.4790598;534.7071996;492.4503826;1.085809289
gene-LOC117898207;0;6.98E-10;154.6522689;563.2427381;410.3617803;522.246259;757.8385837;475.4239968;726.5450037;653.2691947;498.6169258;1.310162493;625.897742;778.5848778;577.404085;469.2701544;521.714723;533.1396746;508.0415174;660.6289016;0.769027083
gene-LOC117890461;0;7.85E-10;301.5042187;814.1151536;998.7343787;1020.150531;1036.817244;1218.165149;1482.530326;1245.837573;944.3333545;1.319277316;1275.96142;1376.266209;1121.708573;1300.01611;1338.311681;1266.206727;1301.511506;1257.978734;1.034605332
gene-LOC117891874;0;8.17E-10;2484.722635;10360.93314;12788.67192;10574.38029;12287.88767;14891.39413;13998.87146;13726.05109;11241.32845;1.221034609;9250.720295;9072.162947;9870.116007;10586.54017;11245.22061;9662.045895;10497.93556;9397.666416;1.117078974
gene-LOC117891105;0;9.67E-10;-296.9352445;2473.582493;2793.832943;2357.853343;2294.893426;2425.01068;2014.558939;2244.821015;2541.75626;0.883177137;3047.324528;2883.462609;3313.637456;2982.580601;3208.734574;3165.516818;3118.943998;3081.474864;1.01215948
gene-LOC117899352;1;9.93E-10;65.56148979;329.9411534;283.8804097;372.8749773;393.3492226;327.3982103;462.6335769;394.4603366;328.8988468;1.199336332;360.0724462;346.8150868;351.2235039;320.9516082;310.0044006;315.4409741;315.465661;352.703679;0.894421237
gene-LOC117902979;0;1.04E-09;970.3287353;10337.50537;7793.12623;10606.46746;11127.07991;8962.526006;11558.47934;10549.36175;9579.033018;1.101297149;10652.34458;11276.98739;7789.438548;10169.95146;9614.862097;7981.545212;9255.452924;9906.25684;0.934303751
gene-LOC117898910;0;1.05E-09;-157.4240463;983.9665165;1308.847962;932.7406703;883.966867;1084.941942;784.3742008;917.7610031;1075.185049;0.853584231;1180.505973;1006.463379;1037.120713;1503.447559;1213.553812;1079.607841;1265.536404;1074.696688;1.17757542
gene-LOC117896255;0;1.10E-09;153.9641099;885.3746334;689.5576948;806.6049213;1030.403942;783.6659289;1029.359709;947.8098597;793.8457498;1.193947136;1213.129986;1283.315768;962.6466194;1217.346756;847.7864249;813.0380038;959.390395;1153.030791;0.832059649
gene-LOC117891213;0;1.17E-09;135.2501135;721.380214;521.8527663;771.1983952;814.4894228;647.8305012;957.8617922;806.7272387;671.4771252;1.201421774;497.8182813;571.6951863;486.3801926;517.0887021;498.0863388;567.5716119;527.5822176;518.6312201;1.017258887
gene-LOC117895215;0;1.29E-09;-540.1629815;7143.518817;8967.997629;8274.062553;6516.984266;8323.402904;7924.702884;7588.363352;8128.526333;0.933547243;8203.12697;6454.558589;8444.075027;9465.64099;7912.673299;8474.699411;8617.671234;7700.586862;1.11909279
gene-LOC117899641;0;1.32E-09;342.7592483;4874.929349;4134.535472;4842.948889;5161.639662;4460.800615;5258.251178;4960.230485;4617.471237;1.074230944;5186.009862;5420.110131;5104.69344;5118.20557;4747.414952;4935.984821;4933.868448;5236.937811;0.942128516
gene-LOC117894882;0;1.41E-09;-615.9072001;7815.115011;9606.025877;7963.148996;7219.240894;8714.365129;7602.96226;7845.522761;8461.429961;0.927210034;8901.52252;7606.944165;10054.00266;9637.463569;8840.79623;9804.216475;9427.492091;8854.156448;1.064753277
gene-LOC117893764;0;1.52E-09;271.1595385;1432.022698;1118.657456;1313.360825;1623.634427;1456.747888;1597.13728;1559.173198;1288.01366;1.210525359;1143.048772;1264.325893;1016.893182;1325.951593;1168.187315;1022.961751;1172.366886;1141.422615;1.027110266
gene-LOC117903501;0;1.63E-09;-320.3976555;2708.836392;2937.178496;2679.831439;2517.221248;2552.138708;2295.293405;2454.884454;2775.282109;0.884553122;2926.494848;2474.680561;3476.377142;3172.233825;2896.839902;3473.182839;3180.752188;2959.184184;1.074874692
gene-LOC117892986;0;1.83E-09;493.2641365;1754.154593;1447.50902;2414.282494;2085.39221;2030.565496;2979.780811;2365.246172;1871.982036;1.263498328;1397.999397;1860.00829;1497.756775;1489.669333;1608.620396;1567.208502;1555.166077;1585.25482;0.981019617
gene-LOC117897654;0;1.89E-09;166.532814;859.9945447;823.5342578;1113.092662;1058.194919;1000.480169;1237.544818;1098.739969;932.2071549;1.17864357;808.3505587;961.4873587;835.7648301;821.0201493;958.3672629;830.8093263;870.0655795;868.5342491;1.00176312
gene-LOC117902159;0;1.93E-09;382.8605711;6101.959023;5278.489202;6334.448799;6627.079293;5518.749619;6717.649825;6287.826246;5904.965674;1.064837053;8084.713883;8315.566345;7126.52717;7186.560379;6378.718597;6595.382058;6720.220345;7842.269133;0.856922943
gene-LOC117890033;0;1.99E-09;1223.704184;4564.511341;5900.590166;7132.202088;5285.630178;7681.667583;8301.118386;7089.472049;5865.767865;1.208617902;3841.175525;5406.117592;3605.097798;3344.866886;5541.328661;4758.271596;4548.155715;4284.130305;1.061628707
gene-LOC117897626;0;2.01E-09;-293.0700967;3457.549009;3858.150255;3863.737154;3278.266483;3534.333339;3487.626306;3433.408709;3726.478806;0.921354686;4438.074143;3694.030434;4590.730249;4728.362834;4316.433225;4571.67271;4538.822923;4240.944942;1.070238587
gene-LOC117902282;0;2.17E-09;-619.9244978;5877.442853;7581.387047;7671.045157;5509.026883;6678.575194;7082.499486;6423.367188;7043.291686;0.911983697;8790.359214;6756.397656;8353.970568;9724.995825;8446.674782;8762.372694;8978.014434;7966.909146;1.126913119
gene-LOC117893734;0;2.21E-09;-467.3361351;3877.296631;4695.737998;3317.148908;3533.7297;3960.9959;2993.449531;3496.058377;3963.394512;0.8820869;5322.5474;4636.527918;5873.339642;4896.132993;6281.369654;5816.775992;5664.759546;5277.471653;1.07338512
gene-LOC117899307;0;2.24E-09;251.41074;504.6733026;757.0144259;986.9569133;666.9834643;1126.737458;1209.15594;1000.958954;749.5482139;1.335416369;624.6894452;990.4719049;717.15794;568.1491852;911.1104946;848.5806488;775.9467762;777.4397633;0.99807961
gene-LOC117893835;0;2.26E-09;-213.0710698;2001.12238;1933.759622;1696.193888;1856.651086;1677.915828;1457.295767;1663.954227;1877.025297;0.886484711;1732.69761;1528.185209;1924.373806;2110.499969;2067.956185;2041.480671;2073.312275;1728.418875;1.199542718
gene-LOC117891349;0;2.60E-09;-284.8763277;1900.578182;2364.733182;2004.894537;1696.318522;1933.913364;1785.345031;1805.192306;2090.068634;0.863700013;2131.435554;1740.072236;2260.886377;2330.141095;2445.065196;2221.415311;2332.207201;2044.131389;1.140928227
gene-LOC117893100;0;2.70E-09;216.8717702;2056.763344;1500.912265;2091.197944;2285.273472;1677.915828;2336.299563;2099.829621;1882.957851;1.115176115;2332.012822;2410.714667;1916.098906;2018.915293;1750.390701;1932.63132;1900.645772;2219.608798;0.856297638
gene-LOC117890573;0;2.71E-09;287.5124073;1417.380339;1381.926087;1754.835947;1615.083357;1770.214259;2031.381979;1805.559865;1518.047458;1.189396192;1400.41599;1687.10048;1230.201697;1299.205626;1407.306563;1323.963525;1343.491905;1439.239389;0.933473552
