Gene;(Intercept);Generation ;Selection;Generation:Selection;C_NL1_G23_C;C_NL2_G23_C;C_NL3_G23_C;W_NL1_G23_C;W_NL2_G23_C;W_NL3_G23_C;C_NL1_G9_C;C_NL2_G9_C;C_NL3_G9_C;W_NL1_G9_C;W_NL2_G9_C;W_NL3_G9_C;meanWNL9;meanNL9;meanWNL23;meanNL23;meanWNL9DIVmeanNL9;meanWNL23DIVmeanNL23
gene-LOC117902612;0;0.088356359;0.057835305;3.55E-06;10475.8217;8905.666919;10568.79887;12229.90882;11913.09889;11832.11496;10923.71739;10683.44471;10910.96892;9646.906188;10839.77613;9626.057955;10037.58009;10839.37701;11991.70756;9983.429162;0.926029243;1.20116118
gene-LOC117895329;0;0.000722912;0.141501885;3.77E-06;89.78289117;149.8203429;87.11505826;60.76973325;95.62536379;73.06351866;87.88603672;125.7924605;90.31870641;106.6514707;136.7245105;121.6087526;121.6615779;101.3324012;76.48620523;108.9060974;1.200618721;0.702313342
gene-LOC117890607;0;0.001638222;0.683089422;3.79E-06;2045.438431;1737.339745;2077.69414;2064.651687;2315.044521;2367.258004;2035.854192;1980.983629;2139.497669;1843.386473;1727.867472;1632.234908;1734.496284;2052.11183;2248.984738;1953.490772;0.845225031;1.151264582
gene-LOC117901522;0;0.000406801;0.024242675;4.11E-06;1313.362549;1275.393688;1641.247698;1617.994148;1916.150147;1787.968678;1784.603522;1846.276743;1923.67115;1531.29059;1760.901582;1847.560498;1713.25089;1851.517138;1774.037658;1410.001312;0.925322728;1.258181566
gene-LOC117895067;0;1.48E-08;0.826782746;4.59E-06;4462.670116;4831.706057;4380.145129;3563.385233;4365.980895;3905.766954;3079.113145;3362.719711;3588.115882;3733.924122;3669.539044;4035.402367;3812.955178;3343.316246;3945.044361;4558.173768;1.140470987;0.865487926
gene-LOC117898846;0;0.612893724;0.077965976;4.79E-06;717.1120667;676.1123165;758.7721575;817.3529122;948.9678959;843.3617582;777.5329366;887.480666;846.8844939;744.3150009;839.6169606;722.9584556;768.9634723;837.2993655;869.8941888;717.3321802;0.918385352;1.212679722
gene-LOC117895305;0;1.03E-11;8.80E-05;4.99E-06;844.8800272;690.5181187;905.9966059;989.7870303;1127.468575;1140.834656;1120.805456;1203.447555;1270.326741;1094.580884;1144.264863;1279.681093;1172.84228;1198.193251;1086.030087;813.7982506;0.978842336;1.334520056
gene-LOC117902997;0;4.68E-25;0.015577583;4.99E-06;8372.830133;7855.964132;7961.445174;7025.740785;6156.451993;6629.992436;5811.85191;4919.772844;5048.463797;5919.717948;4744.065231;6147.378226;5603.720468;5260.029517;6604.061738;8063.413147;1.065340118;0.819015672
gene-LOC117895495;0;0.053269129;0.85876531;5.01E-06;7424.354462;6930.151244;8131.319538;7961.594677;9229.213682;9043.176081;7244.911286;8808.443708;8654.174232;6360.918243;7768.521517;6819.015556;6982.818439;8235.843075;8744.66148;7495.275081;0.84785715;1.166689866
gene-LOC117896644;0;1.42E-07;0.943507964;5.13E-06;120.8615843;81.63287912;70.56319719;60.01011158;64.66096028;58.45081493;138.549752;62.40098433;91.49167662;191.9726473;113.7841564;126.0714591;143.9427543;97.48080432;61.04062893;91.01922019;1.476626658;0.670634497
gene-LOC117902207;0;7.88E-12;0.917770868;5.53E-06;605.4589841;563.7470593;561.8921258;466.4077027;470.8410769;499.9632205;419.7850695;340.7291843;338.9883916;477.1250006;363.3752092;473.0468907;437.8490335;366.5008818;479.0706667;577.0327231;1.194673888;0.830231367
gene-LOC117902801;0;3.92E-19;0.000820657;5.71E-06;2242.270154;2820.65607;2630.003609;1905.890759;2076.436471;2341.163891;1649.15563;1917.592153;1943.611643;1654.781767;2115.100649;1911.154065;1893.678827;1836.786476;2107.830374;2564.309944;1.030973852;0.821987365
gene-LOC117898304;0;2.51E-11;0.173302846;5.90E-06;5380.067094;6036.991508;5993.516008;4964.127585;5206.573379;5503.770484;4572.141816;4478.013494;5213.852597;4872.288241;5024.855165;5182.317942;5026.487116;4754.669303;5224.823816;5803.52487;1.057168605;0.900284557
gene-LOC117900053;0;0.018516376;0.797710833;6.06E-06;630.7823636;498.440756;683.8532074;758.1024223;738.5920956;734.8102448;630.7115576;733.9544347;627.539064;560.200883;545.9804279;548.9129015;551.6980708;664.0683521;743.8349209;604.3587757;0.830785068;1.230783685
gene-LOC117903888;0;3.93E-10;0.05718745;6.16E-06;1983.281045;1763.270189;2079.436441;2281.143862;2174.793988;2278.538018;1790.807242;1880.943956;1923.67115;1874.82059;1627.847528;1773.92584;1758.864653;1865.140783;2244.825289;1941.995891;0.943019781;1.155937198
gene-LOC117901549;0;1.57E-07;0.297265625;6.30E-06;963.439486;928.6940484;1059.319108;1140.19212;1146.593648;1125.178187;1326.562178;1267.829523;1212.8512;1251.751472;1147.93532;1077.743624;1159.143472;1269.080967;1137.321318;983.8175476;0.913372355;1.156028698
gene-LOC117899452;0;0.070316011;0.306809435;6.69E-06;1507.892147;1383.917398;1473.986786;1675.725394;1813.239041;1751.436919;1746.347247;1979.993138;1653.888001;1440.356178;1751.72544;1605.458669;1599.180096;1793.409462;1746.800451;1455.265443;0.89169826;1.200331156
gene-LOC117890389;0;0.130785624;0.001558567;6.71E-06;168.0551553;190.156589;249.1490666;72.16405823;142.0719691;98.11386791;98.22557045;167.3931167;209.9616681;138.0855884;213.8041003;175.1612308;175.6836398;158.5267851;104.1166317;202.4536036;1.108226851;0.514274035
gene-LOC117899507;0;0.001766495;0.043175533;6.74E-06;141.580713;177.6715604;225.6280009;94.9527082;173.9470903;201.4465586;143.7195189;149.564264;204.0968171;191.9726473;289.966076;269.9937442;250.6441558;165.7935333;156.782119;181.6267581;1.511784874;0.863210469
gene-LOC117902085;0;0.022255067;0.496671965;6.87E-06;1810.621639;1763.270189;2011.486695;2006.920441;2149.293891;1975.846297;1971.749083;2015.650843;1908.422537;1756.942649;1813.205589;1624.425172;1731.52447;1965.274154;2044.02021;1861.792841;0.881060012;1.09787736
gene-LOC117902120;0;0.000443631;0.000107679;6.92E-06;679.1269973;645.3799385;1002.694321;326.6373162;397.0729392;627.3024959;704.1222471;596.2760725;862.1331066;656.7485302;780.889654;794.3617598;743.9999814;720.8438087;450.3375838;775.7337521;1.032123703;0.58053112
gene-LOC117902623;0;3.85E-13;2.64E-06;7.05E-06;2258.385032;2430.739024;2716.247517;2600.944583;2892.439575;3035.267318;2638.649008;3054.676757;3182.268188;2835.806474;3017.115373;3037.987461;2963.636436;2958.531318;2842.883825;2468.457191;1.001725558;1.151684476
gene-LOC117894075;0;1.72E-08;0.429333062;7.71E-06;4599.646578;4251.632422;4261.66865;4961.84872;4653.767704;4415.124056;4932.991543;3999.605948;3942.352886;4220.030299;3751.206705;3700.699378;3890.645461;4291.650126;4676.913493;4370.98255;0.90656166;1.069991344
gene-LOC117902176;0;4.88E-08;2.11E-05;7.79E-06;10007.33918;10378.90029;9710.715544;8313.299509;7798.476096;7566.249239;7930.422372;6961.176474;8014.905466;8480.475892;7191.342208;7385.779284;7685.865795;7635.501437;7892.674948;10032.31834;1.006596077;0.786724931
gene-LOC117899193;0;0.001719243;0.010532222;7.86E-06;10016.54768;14064.86488;11852.00368;7428.340268;12342.04695;6842.920404;9498.929639;14919.7782;9861.160582;9399.923835;16332.61452;11810.55279;12514.36371;11426.62281;8871.102542;11977.80541;1.09519356;0.740628374
gene-LOC117899451;0;0.011492349;0.036033937;8.04E-06;947.3246081;929.6544352;994.8539653;1046.758655;1122.004268;1061.50855;1020.511979;1093.502963;1141.300017;967.7217658;1043.327305;1108.982569;1040.010547;1085.104987;1076.757158;957.2776695;0.958442325;1.124811736
gene-LOC117893342;0;3.67E-10;0.867366242;8.09E-06;56.40207266;53.78166154;37.45947505;31.90410996;35.51799226;33.40046567;70.30882937;52.49606618;50.43771916;75.21735303;104.6080148;81.44439392;87.08992057;57.74753824;33.60752263;49.21440308;1.50811486;0.682879818
gene-LOC117892406;0;0.218234574;0.241225287;8.14E-06;1206.313717;1081.395552;1180.409039;1333.136023;1271.36198;1172.147592;1220.06498;1309.430179;1241.002485;1117.033825;1131.418265;1010.803026;1086.418372;1256.832548;1258.881865;1156.039436;0.8644098;1.088961004
gene-LOC117898508;0;4.33E-06;0.879497782;8.15E-06;2622.120847;1902.526277;2583.832628;3138.756722;2451.652184;2621.936555;2493.895536;2122.623959;2429.221311;2212.737356;1929.742588;1993.714136;2045.398027;2348.580269;2737.448487;2369.493251;0.87090829;1.155288578
gene-LOC117896090;0;6.95E-11;0.095205296;8.26E-06;7263.205683;7397.859622;7042.38131;6307.898311;5561.753302;5796.024559;5406.542188;4876.191204;4711.821346;5689.575301;4766.087971;6025.769473;5493.810915;4998.184913;5888.558724;7234.482205;1.099161198;0.813957179
gene-LOC117901118;0;0.128567051;0.637593285;8.43E-06;691.7886871;606.9644659;614.1611607;618.3320358;518.1984;607.4709694;632.7794644;534.8655799;619.3282725;717.3714714;590.943522;695.0665399;667.7938444;595.6577723;581.3338017;637.6381046;1.121103216;0.911698654
gene-LOC117896424;0;0.159534692;0.001637504;8.62E-06;1547.028279;1819.933011;1947.021552;1911.967732;2398.830554;2279.581782;1571.609127;2283.083633;1967.071047;1634.57412;2127.947248;1828.593995;1863.705121;1940.587936;2196.793356;1771.327614;0.96038169;1.240195963
gene-LOC117898446;0;0.771917561;0.372271691;9.37E-06;593.948357;610.8060132;714.3434777;701.890419;765.9136281;855.8869328;772.3631697;711.173123;741.3171747;699.4091185;577.1793095;683.9097736;653.4994005;741.6178225;774.56366;639.6992826;0.881180819;1.21082465
gene-LOC117890172;0;2.44E-06;0.245431698;9.60E-06;1564.294219;1142.860308;1382.515975;1605.840201;1447.130505;1465.445431;1393.769147;1295.563294;1347.742775;1276.449707;1086.455171;1029.769529;1130.891469;1345.691739;1506.138713;1363.223501;0.840379291;1.10483623
gene-LOC117899226;1.71E-57;2.81E-05;0.261296493;9.75E-06;24.17231685;28.8116044;15.68071049;5.317351659;15.48220176;8.350116418;9.305580358;38.62918077;19.94049362;22.4529412;48.63355072;41.28003527;37.45550907;22.62508492;9.716556611;22.88821058;1.6554859;0.424522336
gene-LOC117897608;0;0.0001286;0.000363522;1.03E-05;117876.8787;144500.7603;130290.1523;119989.8383;141173.0906;126000.1255;121757.3153;144786.1315;122400.6147;130849.0054;158036.0995;150976.7085;146620.6045;129648.0205;129054.3515;130889.2638;1.130912789;0.985981186
gene-LOC117901794;0;0.000348154;0.564896886;1.11E-05;2234.212715;2082.118611;2192.686016;2354.827163;2343.276772;2352.645301;2823.726662;2454.438717;2424.529431;2415.936473;2138.958618;2380.853926;2311.916339;2567.564936;2350.249745;2169.672447;0.900431497;1.083227908
gene-LOC117903890;0;0.399968289;0.47964717;1.11E-05;811.4992087;755.824422;765.7413621;905.4690254;879.7533469;962.3509172;923.3203622;971.6724702;864.4790471;848.7211775;884.5800546;718.4957491;817.2656604;919.8239598;915.8577632;777.6883309;0.888502253;1.177666845
gene-LOC117903339;0;0.182310062;0.885496451;1.12E-05;278.5571752;223.7701275;223.8856997;351.7048312;339.6977209;251.5472571;349.4762401;415.0160704;267.4372086;289.6429415;323.0001859;179.6239373;264.0890216;343.9765064;314.3166031;242.0710008;0.767753078;1.298447984
gene-LOC117897296;0;0.004905046;0.002640878;1.15E-05;3030.748108;2835.061873;3117.847935;3444.884254;3743.960672;3572.806062;3825.627481;3565.770533;3319.505703;3543.074122;3517.215093;3295.708762;3451.999326;3570.301239;3587.216996;2994.552639;0.966865005;1.197914156
gene-LOC117897946;0;5.46E-09;0.227793091;1.19E-05;2075.366061;1868.912738;1804.152857;1867.150054;1582.82745;1548.946596;1609.865402;1313.392146;1524.861277;1750.206767;1415.878656;1653.432764;1606.506062;1482.706275;1666.308033;1916.143885;1.083495827;0.869615297
gene-LOC117902485;0;1.05E-28;0.000881557;1.31E-05;7884.779545;7602.422013;7924.85685;6618.583573;6428.7566;6856.489344;5611.264956;5523.972851;5741.689193;6020.756184;5042.289834;6217.665853;5760.23729;5625.642333;6634.609839;7804.019469;1.02392526;0.850152907
gene-LOC117898848;0;0.561635833;0.834809817;1.32E-05;1041.71175;1052.583947;1214.383912;1201.721475;1329.647916;1332.887333;1058.768254;1508.519034;1432.19663;1027.22206;1191.063186;1139.105838;1119.130361;1333.161306;1288.085575;1102.893203;0.839456078;1.167915054
gene-LOC117901888;0;0.556513942;0.463955642;1.39E-05;1154.515895;1015.128862;1207.414708;1305.030022;1334.201504;1327.66851;1406.176587;1339.144933;1203.467439;1192.251178;1236.943894;1092.24742;1173.814164;1316.262987;1322.300012;1125.686488;0.891777841;1.174660997
gene-LOC117901699;1.25E-39;0.973946763;0.265824241;1.44E-05;264.7444227;89.31597363;67.94974544;360.0606695;121.1254608;60.53834403;324.6613592;128.7639359;62.1674213;270.5579415;107.3608573;66.94059774;148.2864655;171.8642388;180.5748248;140.6700473;0.862811639;1.283676435
gene-LOC117890307;0;0.349226285;0.430496545;1.46E-05;1490.626206;1371.432369;1660.41301;1661.292583;1620.166878;1790.056207;1654.325397;1737.322643;1693.768988;1503.224414;1573.708292;1621.078142;1566.003616;1695.139009;1690.505223;1507.490529;0.923820175;1.121403545
gene-LOC117899446;0;7.34E-35;0.024827431;1.54E-05;6740.623214;6431.710488;6716.570992;6536.544433;6845.86533;6935.81545;6115.834202;6138.077776;6066.601942;5669.367654;5783.722079;5672.099982;5708.396572;6106.837973;6772.741737;6629.634898;0.934754876;1.021585931
gene-LOC117889848;0;1.35E-05;0.253675158;1.66E-05;1014.086245;826.8930462;983.5290078;1181.971312;1134.754317;1100.127838;1395.837054;1322.306573;1108.456851;1194.496472;1105.725068;1122.370689;1140.864076;1275.533493;1138.951156;941.5027664;0.894421105;1.209716207
gene-LOC117902339;0;0.629072577;0.753707218;1.75E-05;1749.615315;1600.004431;1731.847358;1782.072428;2015.418382;1891.301369;1853.878398;2105.785598;1859.157788;1714.282061;1793.935692;1598.764609;1702.327454;1939.607261;1896.264059;1693.822368;0.877666055;1.119517663
gene-LOC117899962;0;0.339949928;0.000111513;1.80E-05;828.7651493;703.0031473;705.6319719;961.6810287;927.1106699;865.2808138;827.1626985;857.7659115;750.7009364;789.2208833;814.8413781;804.4028495;802.8217036;811.8765155;918.0241708;745.8000895;0.988847058;1.230925262
gene-LOC117902597;0;0.000975161;0.948044369;1.88E-05;1347.89443;1323.413029;1467.888732;1484.300735;1574.63099;1588.609649;1443.398909;1707.607889;1934.227881;1378.61059;1521.404285;1634.466261;1511.493712;1695.078226;1549.180458;1379.732064;0.89169555;1.122812536
gene-LOC117903450;0;0.598082002;8.28E-07;1.90E-05;4605.401892;3980.803341;4048.236757;4061.697046;3205.726481;3527.924187;4481.153919;3667.79119;3508.353907;4432.210593;3518.132707;3577.974949;3842.77275;3885.766339;3598.449238;4211.480663;0.988935622;0.854438029
gene-LOC117902213;0;3.42E-17;1.35E-09;1.91E-05;6054.589841;6209.861134;5780.084116;5271.014738;4569.981671;4733.472244;4734.472496;4639.46366;4488.957006;4862.184418;4200.837645;4307.627465;4456.883176;4620.964387;4858.156218;6014.84503;0.964491998;0.807694329
gene-LOC117902840;3.18E-21;0.02062707;0.731470868;2.19E-05;1.151062707;5.762320879;3.48460233;14.43281165;11.83933075;9.39388097;9.305580358;3.961967259;5.864851066;4.490588241;0;0;1.496862747;6.377466228;11.88867446;3.465995306;0.234711199;3.430089602
gene-LOC117902224;0;2.17E-07;0.977382633;2.20E-05;4813.744242;4241.068167;5576.234879;5506.497454;5588.164116;5757.40527;4136.847446;4789.027924;5231.447151;4002.236769;3963.175577;4242.91822;4069.443522;4719.107507;5617.355614;4877.015763;0.862333294;1.151801816
gene-LOC117901885;0;0.974594932;4.07E-06;2.22E-05;1910.764094;1880.43738;1910.433228;1620.273013;1754.042387;1677.329635;1778.399802;1810.619037;1786.433635;1826.546767;1765.489653;1757.190691;1783.075703;1791.817491;1683.881678;1900.544901;0.995121273;0.885999419
gene-LOC117893443;0;0.00214781;0.004152645;2.26E-05;42.58932017;31.69276484;18.29416223;28.10600163;27.32153251;26.09411381;35.15441469;22.78131174;28.15128511;38.17000005;36.70456658;36.81732876;37.23063179;28.69567051;27.17388265;30.85874908;1.297430279;0.880589248
gene-LOC117889961;0;3.20E-15;6.29E-05;2.30E-05;102.444581;105.6425495;133.2860391;113.9432498;199.4471873;183.7025612;149.9232391;215.9272156;227.5562213;140.3308825;224.8154703;222.0196492;195.7220007;197.8022254;165.6976661;113.7910565;0.98948331;1.456157199
gene-LOC117893188;2.17E-148;0.28907866;0.014306302;2.54E-05;28.77656768;13.44541538;19.16531282;6.836594991;8.196459753;13.56893918;13.44139385;11.88590178;8.210791492;17.96235296;11.92898414;11.15676629;13.68270113;11.17936237;9.533997974;20.46243196;1.223925003;0.465926924
gene-LOC117898227;0;0.847791056;0.123854961;2.77E-05;23122.54766;20510.02078;20454.61568;19110.56186;19012.14376;19815.87002;20997.5251;18608.36972;19771.58591;21342.64326;20193.01731;20608.77869;20714.81309;19792.49358;19312.85855;21362.39471;1.04659946;0.904058689
gene-LOC117901453;0;0.562477199;0.26910767;2.81E-05;598.5526078;486.9161143;565.3767281;659.3516058;588.3236667;626.2587313;612.1003969;575.4757443;612.2904513;607.3520595;516.6167747;547.7972248;557.255353;599.9555308;624.6446679;550.2818167;0.928827762;1.135135941
gene-LOC117902228;0;2.90E-06;0.125892327;2.85E-05;825.3119612;907.5655385;847.6295169;818.8721555;972.6465574;922.6878642;942.9654763;1119.255751;992.3328003;824.0229421;960.7420303;955.0191944;913.261389;1018.184676;904.7355257;860.1690055;0.896950633;1.051811353
gene-LOC117895233;0.378303405;3.20E-06;0.008176243;2.97E-05;24.17231685;1.920773626;0.871150583;2.278864997;0;0;28.95069445;1.980983629;1.172970213;51.64176477;0.917614165;3.347029887;18.63546961;10.70154943;0.759621666;8.988080354;1.74138051;0.084514339
gene-LOC117900402;0;7.14E-06;0.418245416;2.99E-05;383.3038815;452.342189;422.5080326;169.3956314;441.6981089;278.6851354;344.3064733;497.226891;465.6691746;412.0114711;767.1254416;558.9539911;579.3636346;435.7341796;296.5929586;419.384701;1.329626322;0.707209772
gene-LOC117899981;0;4.28E-05;0.337397698;3.10E-05;2351.621111;1771.91367;2453.160041;2476.36663;2257.669303;3049.880022;1952.103969;2325.674781;2290.810826;1742.348237;1570.95545;1712.563625;1675.289104;2189.529859;2594.638652;2192.231607;0.76513645;1.183560461
gene-LOC117890050;0;3.24E-22;2.12E-09;3.11E-05;2793.629191;2568.074338;2421.79862;2198.3451;1807.774734;1939.314538;2021.378845;1618.463625;1747.725618;1961.264414;1436.983782;1740.455541;1712.901246;1795.856029;1981.811458;2594.500716;0.953807665;0.763850804
gene-LOC117899066;0;0.010115996;0.012594568;3.12E-05;459.2740202;205.522778;277.0258853;168.6360098;88.33962179;193.0964422;281.2353175;177.2980348;330.7776001;259.3314709;263.3552652;408.3376462;310.3414608;263.1036508;150.0240246;313.9408945;1.179540686;0.47787347
gene-LOC117903117;0;5.76E-24;0.050315528;3.28E-05;941.5692946;872.0312264;973.0752008;982.9504353;1055.521873;1121.003129;1201.45382;1270.800998;1259.770009;1088.967648;1203.909784;1276.334064;1189.737165;1244.008276;1053.158479;928.8919073;0.956373996;1.133779367
gene-LOC117899016;0;0.303331562;0.160874466;3.34E-05;439.7059542;268.9083077;303.1604027;591.7452775;427.1266249;366.3613578;406.3436756;392.2347586;388.2531405;420.9926476;291.8013043;315.736486;342.8434793;395.6105249;461.7444201;337.2582215;0.866618701;1.369112421
gene-LOC117898690;0;0.054572411;0.775776301;3.77E-05;808.0460205;690.5181187;832.819957;1017.13341;876.1104759;952.9570362;744.4464287;912.2429613;957.1436939;795.9567656;653.3412852;629.2416187;692.8465565;871.2776946;948.7336408;777.1280321;0.795207499;1.220820253
gene-LOC117898339;0;0.001138606;0.765614056;3.85E-05;5140.646051;5604.817442;5021.311958;4557.729994;4930.625901;4705.290601;4221.631623;4448.29874;4558.162248;4490.588241;4731.218633;5270.456395;4830.754423;4409.364204;4731.215499;5255.591817;1.095567116;0.900225068
gene-LOC117896490;0;0.658896639;0.263068176;3.93E-05;1232.78816;1068.910523;1387.742878;1504.81052;1495.398546;1576.084474;1307.951017;1594.691822;1388.796732;1325.846178;1270.895618;1197.121023;1264.62094;1430.479857;1525.43118;1229.813854;0.884053651;1.240375668
gene-LOC117890620;0;0.42694061;0.94751436;3.98E-05;699.8461261;605.0436923;649.007184;821.9106422;686.6811838;685.7533108;912.9808285;678.4868931;662.7281704;757.7867656;652.423671;587.9615835;666.05734;751.3986307;731.4483789;651.2990008;0.886423415;1.123060803
gene-LOC117897352;0;0.000406315;0.160184815;4.09E-05;3012.331105;2417.293609;2892.219934;3234.469052;3190.24428;3345.26539;2776.164807;2928.884296;2755.307031;2588.824121;2659.245849;2572.750306;2606.940092;2820.118711;3256.659574;2773.948216;0.924407927;1.174015995
gene-LOC117895660;0;0.797807923;0.393612041;4.14E-05;37.98506934;31.69276484;24.39221631;12.15394665;23.67866151;22.96282015;18.61116072;13.86688541;17.5945532;33.6794118;22.02273995;46.85841842;34.18685672;16.69086644;19.5984761;31.3566835;2.048237391;0.625017506
gene-LOC117893465;0;0.002624308;0.909078294;4.21E-05;90.93395388;62.42514286;57.49593845;37.98108328;47.35732302;42.79434664;47.56185516;79.23934518;59.82148087;77.46264715;139.477353;83.67574717;100.2052491;62.2075604;42.71091765;70.28501173;1.610821072;0.607681732
gene-LOC117902096;0;5.88E-16;0.001267211;4.27E-05;5361.650091;5503.01644;5402.875913;4764.347087;4023.551021;4496.537691;3976.584673;3536.055779;4067.860699;4389.550005;3471.334385;4022.014247;3960.966212;3860.16705;4428.145266;5422.514148;1.026112642;0.816622169
gene-LOC117897006;0;0.00195853;0.10017485;4.34E-05;860.9949051;703.9635341;884.2178414;904.7094038;999.9680899;1059.421021;816.8231648;839.9370589;871.5168684;777.9944127;699.2219934;855.7239744;777.6467935;842.7590307;988.0328381;816.3920935;0.9227392;1.210243027
gene-LOC117898342;0;4.41E-05;0.216393296;4.49E-05;4014.906723;3558.233143;4507.333114;4266.035274;4152.872942;4559.163564;3840.102828;4000.59644;4219.173857;3519.498534;3502.533266;3492.067849;3504.699883;4019.957708;4326.023927;4026.824327;0.871825063;1.074301627
gene-LOC117893666;1.63E-286;3.25E-09;0.001302369;4.59E-05;105.8977691;101.8010022;174.2301165;124.5779532;83.78603303;153.4333892;80.64836311;50.51508255;71.551183;105.5288237;77.07958982;139.4595786;107.3559974;67.57154289;120.5991251;127.3096293;1.588775286;0.947289893
gene-LOC117895169;4.43E-33;0.00940249;0.268288928;5.03E-05;6.906376244;8.643481319;7.840355244;0.759621666;3.642871001;1.043764552;4.135813493;1.980983629;9.383761705;11.2264706;11.01136997;13.38811955;11.87532004;5.166852942;1.815419073;7.796737602;2.298366176;0.232843423
gene-LOC117896101;0;0.068730704;0.289675726;5.18E-05;2728.018616;2729.419323;3105.651827;2976.197686;3411.548693;3000.823088;2691.38063;3355.786268;3138.86829;2473.191474;2765.689092;2611.798988;2616.893185;3062.01173;3129.523156;2854.363255;0.854631992;1.096399749
gene-LOC117893791;0;0.483300813;0.210918449;5.29E-05;767.7588258;789.4379604;928.6465211;869.0071855;978.1108639;1052.114669;873.6906003;1012.282635;965.3544854;881.2779422;870.8158422;874.6904771;875.5947538;950.4425734;966.410906;828.6144358;0.921249509;1.166297453
gene-LOC117903219;0;0.123084037;0.408867779;5.31E-05;1924.576847;1652.825706;1832.900826;2039.584172;2014.507664;2038.472171;1965.545362;1993.860023;1791.125515;1701.932943;1840.734014;1773.92584;1772.197599;1916.843634;2030.854669;1803.434459;0.924539471;1.12610395
gene-LOC117899498;2.92E-228;1.31E-12;0.029720216;5.34E-05;669.9184957;260.2648264;272.6701324;278.0215296;182.1435501;231.7157306;735.1408483;298.1380362;459.8043235;806.0605892;382.6451066;513.2112493;567.3056484;497.6944027;230.6269368;400.9511515;1.139867447;0.575199587
gene-LOC117889971;0;0.031513097;0.716244791;5.34E-05;1801.413137;1600.964818;1785.858694;1965.141249;1885.185743;1904.870308;1892.134673;2273.178715;2012.816886;1768.16912;1840.734014;1847.560498;1818.82121;2059.376758;1918.3991;1729.412216;0.883190122;1.109278102
gene-LOC117890656;0;0.831441091;0.458761848;5.47E-05;2000.546985;1692.201565;2209.237878;2187.710397;2255.847868;2171.030269;2353.277877;2114.700024;2375.264682;2027.500591;1904.967006;1856.485911;1929.651169;2281.080861;2204.862844;1967.328809;0.845937205;1.120739367
gene-LOC117898587;0;0.042777965;0.987091554;5.52E-05;2435.648689;2040.821978;2289.383731;2582.713663;2399.741272;2540.52292;2311.919742;2499.010849;2320.135082;2166.708826;2190.345011;2061.77041;2139.608082;2377.021891;2507.659285;2255.284799;0.90012132;1.111903599
gene-LOC117891830;0;0.010995359;0.886464745;5.66E-05;203.7380992;215.1266462;135.0283403;145.8473598;143.8934046;135.6893918;218.1641617;157.4881985;127.8537532;250.3502944;202.7927304;205.2844997;219.4758415;167.8353712;141.8100521;184.6310286;1.307685263;0.768072697
gene-LOC117892970;0;0.120814578;0.66746712;5.67E-05;1136.098892;1176.473846;1139.464962;1284.520237;1326.915762;1273.392754;1184.910566;1492.671165;1477.942469;1084.47706;1180.051816;1322.076805;1195.535227;1385.174733;1294.942918;1150.679233;0.863093441;1.125372632
gene-LOC117893334;0;2.25E-06;1.97E-08;5.70E-05;50.64675912;104.6821626;57.49593845;21.26940664;20.03579051;26.09411381;64.10510914;81.22032881;85.62682556;66.23617655;64.23299152;60.24653797;63.57190201;76.98408783;22.46643698;70.94162007;0.825779766;0.316689088
gene-LOC117901810;0;0.004793417;0.415516035;5.87E-05;1197.105216;1167.830365;1135.109209;1244.260288;1285.933464;1210.766881;1118.73755;1325.278048;1145.991898;1039.571178;1130.500651;1076.627947;1082.233258;1196.669165;1246.986877;1166.681597;0.904371308;1.068832217
gene-LOC117894465;0.006908088;0.412887497;0.648997853;6.03E-05;5.755313537;6.722707692;3.48460233;1.519243331;0;0;0;2.971475444;0;6.735882361;3.670456658;8.925413032;6.44391735;0.990491815;0.506414444;5.32087452;6.505775469;0.09517504
gene-LOC117897120;0;0.126011925;0.953531764;6.07E-05;677.9759346;727.9732044;699.5339178;695.053824;906.1641616;727.5038929;711.3599207;930.071814;771.8144002;682.5694126;813.923764;693.9508632;730.1480133;804.4153783;776.2406262;701.8276856;0.907675354;1.106027366
gene-LOC117903895;0;3.04E-05;0.275768695;6.42E-05;6395.304402;10547.92837;9579.171806;6375.50464;9333.946224;7481.70431;6735.172273;9377.976502;10418.32143;9261.838246;12685.09821;10861.11198;10936.01615;8843.823402;7730.385058;8840.801526;1.236571068;0.874398666
gene-LOC117897496;7.63E-44;0.146652657;0.004973952;6.57E-05;11.51062707;19.20773626;7.840355244;1.519243331;2.732153251;2.087529104;4.135813493;4.952459074;10.55673192;10.10382354;10.09375581;6.694059774;8.963879708;6.548334828;2.112975229;12.85290619;1.368879256;0.16439669
gene-LOC117895839;3.67E-246;0.257221493;0.005986523;6.64E-05;37.98506934;59.54398242;45.2998303;31.90410996;51.00019402;44.88187575;31.01860119;34.66721351;44.5728681;42.66058829;69.73867651;91.48548358;67.96158279;36.75289427;42.59539324;47.60962735;1.849149139;0.894680249
gene-LOC117900006;0;2.05E-11;0.238671034;6.74E-05;993.3671164;984.3964835;1198.703202;1222.990882;1382.469545;1231.642172;1517.843552;1482.766247;1696.114928;1432.497649;1463.594592;1342.158985;1412.750409;1565.574909;1279.034199;1058.822267;0.902384422;1.207978184
