Gene;(Intercept);Generation ;Selection;Generation:Selection;C_NL1_G23_C;C_NL2_G23_C;C_NL3_G23_C;W_NL1_G23_C;W_NL2_G23_C;W_NL3_G23_C;C_NL1_G9_C;C_NL2_G9_C;C_NL3_G9_C;W_NL1_G9_C;W_NL2_G9_C;W_NL3_G9_C;meanWNL9;meanNL9;meanWNL23;meanNL23;meanWNL9DIVmeanNL9;meanWNL23DIVmeanNL23
gene-LOC117892231;0;1.49E-05;0.004909516;0.000293292;423.5910763;395.679367;403.3427197;502.8695426;500.8947627;462.3876966;433.2264633;399.1682013;365.9667065;369.3508828;409.2559174;392.7181734;390.4416579;399.4537904;488.717334;407.537721;0.977438861;1.199195335
gene-LOC117893729;0;0.645636605;0.009498313;0.0003017;2337.808359;2636.261802;2612.580597;2574.357825;3412.459411;3045.704963;2481.488096;3115.096757;2695.48555;2180.180591;2986.834106;2926.419798;2697.811498;2764.023468;3010.840733;2528.883586;0.976045077;1.190580994
gene-LOC117895424;0;5.29E-13;0.150782533;0.000307272;9881.873342;10478.78052;10032.17011;8816.169051;8660.925806;9223.747348;7466.177308;7526.7473;8010.213585;7838.321774;7359.2656;9158.589447;8118.725607;7667.712731;8900.280735;10130.94132;1.058819741;0.878524557
gene-LOC117896235;0;0.003521566;0.564904657;0.000308335;1438.828384;1218.730866;1592.463265;1608.878688;1704.863629;1656.454344;1364.818453;1562.996084;1433.3696;1348.299119;1306.68257;1238.401058;1297.794249;1453.728046;1656.73222;1416.674172;0.892735236;1.169451842
gene-LOC117895112;0;0.001243656;0.290319796;0.000308587;2252.629718;2066.752422;2068.111483;2543.213337;2319.59811;2149.111213;2751.349926;2449.486258;2127.767967;2423.795003;2345.421805;2183.379163;2317.53199;2442.86805;2337.307553;2129.164541;0.94869307;1.097758068
gene-LOC117894924;0;0.294209628;0.383128742;0.000312733;695.2418752;528.2127473;585.4131915;802.9201006;721.2884583;647.1340224;707.2241072;778.5265664;699.090247;657.8711772;649.6708285;647.0924448;651.5448169;728.2803069;723.7808604;602.955938;0.894634677;1.200387648
gene-LOC117897406;0;9.13E-29;3.92E-18;0.000313045;2075.366061;1831.457653;2564.667315;1516.204845;1360.612319;1541.640244;1276.932416;1261.886572;1572.953056;1221.440001;1043.327305;1250.673501;1171.813603;1370.590681;1472.819136;2157.163676;0.854969772;0.682757248
gene-LOC117900132;0;3.46E-06;0.957521989;0.00031617;763.154575;699.1616;859.825625;884.1996188;918.9142101;808.917528;1030.851513;984.5488638;1012.273294;862.1929422;966.2477153;872.4591239;900.2999271;1009.224557;870.677119;774.0472667;0.892070968;1.124837147
gene-LOC117893450;0;0.039892217;0.850385787;0.000323912;942.7203573;779.8340923;799.7162348;909.2671338;924.3785166;976.9636209;989.4933781;1009.311159;966.5274556;958.7405894;850.6283306;880.2688603;896.5459267;988.4439976;936.8697571;840.7568948;0.907027539;1.114317067
gene-LOC117894842;0;0.652291016;0.246186163;0.000324047;384.4549442;271.7894681;299.6758004;417.7919161;422.5730362;371.5801806;386.6985616;445.7213166;337.8154214;373.841471;349.6109967;312.3894561;345.2806413;390.0784332;403.981711;318.6400709;0.885156963;1.267830847
gene-LOC117901038;0;0.000819391;0.980267828;0.000328667;1934.936411;1709.488527;2202.268673;2215.816399;2140.186713;2306.71966;1832.165377;2076.070844;1990.530452;1816.442943;1706.762346;1662.358177;1728.521156;1966.255558;2220.907591;1948.89787;0.879092826;1.139571049
gene-LOC117897525;0;0.017151703;0.277773097;0.00033326;717.1120667;721.2504967;868.5371309;938.132757;954.4322024;933.1255097;915.0487352;1069.73116;1011.100324;734.2111773;1033.233549;923.7802488;897.0749918;998.6267396;941.896823;768.9665647;0.898308603;1.224886577
gene-LOC117898864;0;2.01E-05;0.336991883;0.000341201;12480.97294;10653.57092;13042.86652;14000.58692;13939.44589;13462.47519;11226.66573;12584.19851;11640.5564;10577.5806;10997.60576;11220.35986;10931.84874;11817.14021;13800.836;12059.13679;0.925084119;1.144429841
gene-LOC117892594;0;0.447775555;0.593432105;0.000341752;147.3360265;141.1768615;139.3840932;119.2606015;122.0361786;126.2955108;140.6176587;107.9636078;123.1618724;165.0291178;128.465983;162.8887878;152.1279629;123.9143796;122.5307636;142.6323271;1.227686112;0.859067268
gene-LOC117896037;8.32E-19;0.382162114;0.477355148;0.000344433;0;1.920773626;3.48460233;4.557729994;7.285742003;9.39388097;11.3734871;3.961967259;7.037821279;5.613235301;0;3.347029887;2.986755063;7.457758547;7.079117656;1.801791986;0.400489644;3.928931704
gene-LOC117901511;0;3.07E-05;0.881625643;0.000345309;2027.021428;1642.261451;2056.786526;2277.345754;2142.008149;2059.347462;1894.20258;1863.115103;1857.984818;1703.05559;1715.938488;1593.186226;1670.726768;1871.7675;2159.567121;1908.689801;0.892593107;1.131439546
gene-LOC117903025;2.02E-64;0.283484608;0.705779847;0.00034611;8.057438951;10.56425495;10.45380699;3.798108328;2.732153251;5.218822761;8.271626985;6.933442703;1.172970213;7.858529421;12.8465983;13.38811955;11.36441576;5.459346634;3.916361447;9.691833629;2.081643926;0.404088803
gene-LOC117890215;0;6.26E-16;0.412349649;0.000347329;6536.885115;6478.769442;6610.290621;6370.187288;6104.541081;6152.992035;5993.827704;5397.189898;5698.289295;6163.33236;5546.977625;5949.903462;5886.737816;5696.435633;6209.240135;6541.981726;1.033407238;0.949137493
gene-LOC117903000;0;1.29E-29;1.89E-05;0.000359196;18471.10326;17693.20626;18564.21892;15386.13684;12299.24322;14100.21534;10895.80065;11197.50997;10559.07786;12170.61678;9302.7724;10506.32682;10659.90533;10884.12949;13928.5318;18242.84281;0.979398981;0.76350665
gene-LOC117889937;0;2.17E-05;0.669905011;0.000365784;23789.01297;21963.08603;21620.21516;21934.07559;18689.74967;20789.70235;20777.29303;17714.94611;17644.99092;20803.77267;18232.99345;21360.74474;20132.50362;18712.41002;20471.17587;22457.43805;1.075890471;0.911554373
gene-LOC117893567;2.04497969450348e-311;1.94E-19;0.808546921;0.000377891;26.47444227;57.62320879;52.26903496;25.82713663;39.16086327;34.44423022;63.07115576;59.42950888;91.49167662;71.84941185;97.26710144;112.6833395;93.93328427;71.33078042;33.14407671;45.45556201;1.316868871;0.729153381
gene-LOC117901199;0;1.34E-07;0.401631326;0.000378312;8345.204628;7260.524308;8579.962088;8759.197426;9842.126728;8660.11449;6297.809996;8335.979113;7787.349245;5926.453831;6324.196822;6223.244236;6157.964963;7473.712784;9087.146215;8061.897008;0.823949908;1.127172203
gene-LOC117897226;1.17044151499791e-320;2.64E-05;0.162265714;0.000389053;214.0976636;130.6126066;162.0340084;110.9047632;78.32172653;207.7091459;154.0590526;124.8019687;306.1452256;273.9258827;378.97465;460.7744478;371.2249935;195.0020823;132.3118785;168.9147595;1.903697587;0.783305609
gene-LOC117894588;0;0.797825767;0.039822779;0.000392137;5411.145787;4261.23629;5064.869487;6170.40679;5571.771197;6198.917676;5405.508235;5798.339083;5638.467814;5020.477653;5445.122453;5518.136607;5327.912237;5614.105044;5980.365221;4912.417188;0.949022542;1.217397666
gene-LOC117898379;0;2.82E-37;3.28E-05;0.00039333;5093.45248;4817.300255;5136.303835;4430.113554;3480.763242;4169.839386;3108.06384;3114.106265;3163.500665;3384.780886;2700.538486;3168.521626;3084.613666;3128.556923;4026.905394;5015.685523;0.985954145;0.802862415
gene-LOC117890280;0;7.79E-08;0.602660377;0.000398963;118.5594589;131.5729934;108.0226722;69.12557157;87.42890404;115.8578653;126.1423115;128.7639359;182.9833532;143.6988237;199.1222737;322.4305458;221.7505477;145.9632002;90.80411364;119.3850415;1.519222293;0.760598753
gene-LOC117894826;0;0.074209125;0.439478772;0.000407025;802.290707;703.9635341;919.9350152;1014.854545;966.2715331;981.1386791;754.7859624;995.4442738;880.9006301;746.560295;801.9947798;766.4698441;771.674973;877.0436221;987.4215858;808.7297521;0.879859284;1.220953703
gene-LOC117898154;0;2.63E-14;0.002979759;0.000407309;4401.663793;4163.276835;3917.56417;3854.320331;3099.172505;3349.440448;3061.535938;2873.416754;3013.360478;3195.053533;2667.504376;3252.197373;3038.251761;2982.771057;3434.311095;4160.834933;1.01860039;0.825389892
gene-LOC117895355;0;2.98E-21;8.05E-06;0.000410009;20385.32055;19184.68698;20499.91551;17790.33941;16698.00995;16865.14764;15977.68148;15763.67723;14799.36518;16829.60208;14455.17593;14469.2102;15251.3294;15513.57463;17117.83233;20023.30768;0.983095758;0.854895335
gene-LOC117899195;0;0.029681406;0.673968631;0.000412219;235.967855;421.609811;294.4488969;175.4726048;289.6082446;266.1599608;208.8585814;290.2141017;364.7937363;284.0297062;440.454799;336.934342;353.8062824;287.9554731;243.7469367;317.3421876;1.228683999;0.768088663
gene-LOC117901954;0;2.16E-09;0.41853552;0.000412718;1075.092569;1221.612026;898.1562507;802.1604789;648.4310383;732.7227157;643.1189981;378.3678732;378.8693788;837.4947069;446.8780981;503.1701597;595.8476549;466.7854167;727.7714109;1064.953615;1.276491582;0.683383201
gene-LOC117903760;0;0.674656782;0.740974195;0.000426019;1304.154047;998.8022857;730.0241882;1368.07862;1567.345248;860.061991;1261.423115;1540.214772;961.8355748;1300.025296;1202.99217;695.0665399;1066.028002;1254.491154;1265.161953;1010.993507;0.849769246;1.251404627
gene-LOC117897357;0;3.69E-14;0.07579168;0.000430249;1192.500965;1112.12793;1338.958445;1225.269747;1227.647528;1342.281214;1106.330109;1123.217718;1080.305566;966.5991188;958.906802;997.4149063;974.3069424;1103.284464;1265.066163;1214.529113;0.883096766;1.041610406
gene-LOC117893835;0;0.375259116;0.550348415;0.000430843;1650.623922;1468.431437;1823.318169;1978.054817;1992.650438;1918.439247;2119.604415;2044.375106;1798.163337;1950.037943;1768.242495;1546.327808;1754.869415;1987.380952;1963.048167;1647.457843;0.883006055;1.191562003
gene-LOC117900815;0;0.000165106;0.542311578;0.000432942;3819.226063;3366.15578;3626.599875;4123.986023;4102.783465;4159.401741;4967.112005;4552.30038;4223.865737;4072.963534;4593.576508;3821.192454;4162.577499;4581.092707;4128.723743;3603.993906;0.90864293;1.14559676
gene-LOC117894515;0;0.019226625;0.914579642;0.000451572;309.6358683;299.6406857;242.179862;205.8574714;239.5187683;230.671966;258.4883433;233.7560683;294.4155235;259.3314709;384.480335;361.4792278;335.0970112;262.2199784;225.3494019;283.8188053;1.277923266;0.793990383
gene-LOC117890955;0;7.07E-05;0.554670746;0.000452328;749.3418225;611.7664;676.8840027;846.2185355;819.6459753;707.6723664;627.6096975;716.125582;659.2092598;595.0029419;612.9662619;589.0772601;599.015488;667.6481798;791.1789591;679.3307417;0.897202308;1.164644716
gene-LOC117900320;0;0.189373391;0.009996629;0.000460177;235.967855;242.9778637;245.6644643;332.7142895;351.5370516;322.5232466;296.7446181;379.358365;268.6101788;239.1238238;375.3041933;285.613217;300.0137447;314.9043873;335.5915293;241.5367277;0.952713766;1.389401655
gene-LOC117899413;0;0.052506013;0.018465693;0.000466092;1060.128753;909.4863121;1169.955232;1305.789643;1203.058148;1323.493452;1153.891964;1095.483947;1061.538043;1064.269413;1093.796084;1026.422499;1061.495999;1103.637985;1277.447081;1046.523433;0.96181539;1.220657886
gene-LOC117903629;0;0.954436905;0.57877364;0.000467446;3176.933072;2556.549697;3351.316291;3533.759988;3519.924105;3606.206528;2934.359673;3912.442668;4105.395746;2988.486474;2983.163649;2815.967812;2929.205978;3650.732696;3553.296874;3028.266353;0.802361121;1.173376599
gene-LOC117892720;0;2.89E-12;0.756620666;0.000471814;2348.167923;2084.039385;2175.263005;2413.318032;2525.420322;2447.627875;1774.263988;2127.576418;2064.427575;1816.442943;1725.114629;1893.303239;1811.620271;1988.755994;2462.122076;2202.490104;0.910931394;1.117881107
gene-LOC117902554;0;3.43E-08;1.34E-06;0.000472723;222.1551025;184.3942681;146.3532979;91.91422154;80.14316203;93.9388097;301.914385;146.5927886;220.5184001;209.9350002;167.9233921;208.6315296;195.4966407;223.0085245;88.66539776;184.3008895;0.876633039;0.481090449
gene-LOC117897833;0;0.46006129;0.445589707;0.000475456;116.2573334;108.5237099;96.69771467;97.2315732;81.96459753;70.97598955;107.5311508;74.2868861;91.49167662;103.2835295;112.8665422;104.8736031;107.0078916;91.10323784;83.3907201;107.159586;1.174578359;0.778191884
gene-LOC117898375;0;0.046434037;0.230501551;0.000475856;374.0953799;436.0156132;527.9172531;533.2544093;553.7163922;671.1406071;455.9734376;560.6183671;442.2097703;436.7097064;416.5968307;422.8414424;425.3826598;486.2671917;586.0371362;446.0094154;0.874792022;1.313956872
gene-LOC117892706;2.20E-301;0.514075674;0.655574621;0.000485973;18.41700332;25.93044396;15.68071049;13.67318998;7.285742003;12.52517463;9.305580358;14.85737722;15.24861277;16.8397059;23.85796828;21.19785595;20.63184338;13.13719012;11.16136887;20.00938592;1.570491345;0.557806667
gene-LOC117898204;0;0.339052149;0.000146279;0.000486853;439.7059542;437.9363868;392.0177622;584.9086825;708.5384098;441.5124056;469.4148314;560.6183671;389.4261108;473.7570594;515.6991605;440.6922684;476.7161628;473.1531031;578.3198326;423.2200344;1.007530458;1.366475558
gene-LOC117897430;0;5.42E-39;2.91E-06;0.000489026;1130.343579;1070.831297;1015.761579;948.0078387;728.5742003;863.1932847;715.4957342;647.7816468;622.8471832;688.1826479;578.0969237;652.670828;639.6501332;662.0415214;846.5917746;1072.312152;0.966178272;0.789501241
gene-LOC117891406;0;0.737445002;0.001181416;0.000491216;1288.039169;1217.770479;1390.35633;1770.678103;1636.559797;1656.454344;1325.528224;1641.244937;1438.061481;1441.478825;1602.154331;1319.845452;1454.49287;1468.278214;1687.897415;1298.721993;0.990611218;1.2996603
gene-LOC117898195;5.80E-80;0.703089099;0.81845567;0.000498149;19.56806602;18.24734945;11.32495757;11.39432498;4.553588752;10.43764552;11.3734871;4.952459074;12.90267234;23.57558826;10.09375581;16.73514943;16.80149784;9.742872841;8.79518642;16.38012435;1.724491134;0.536942592
gene-LOC117899062;3.45E-249;0.005727719;0.009165225;0.000502511;1552.783592;1652.825706;3053.382792;457.2922427;1291.39777;1644.972934;1118.73755;1991.879039;2930.079592;1165.307648;2899.66076;2502.462679;2189.143696;2013.565394;1131.220982;2086.330697;1.087197715;0.542205981
gene-LOC117891916;0;0.126267557;0.938849414;0.000511211;436.2527661;420.6494242;446.9002489;504.388786;550.0735212;575.1142683;514.9087798;570.5232853;387.0801703;445.6908829;420.2672874;323.5462224;396.5014642;490.8374118;543.1921918;434.600813;0.807806118;1.249864647
gene-LOC117896207;0;8.58E-15;0.000832555;0.000514072;2129.466009;2113.811376;2309.420195;1709.148748;1242.219012;1690.898575;1247.981721;1145.99903;1278.537532;1538.026472;988.2704552;1198.2367;1241.511209;1224.172761;1547.422111;2184.232526;1.0141634;0.70845118
gene-LOC117898422;0;0.846197344;0.113013554;0.000527864;1258.111539;1669.152281;1416.490847;1125.759308;1229.468963;1510.327307;882.9961807;994.453782;1611.661073;1297.780002;1588.390119;1944.624364;1610.264828;1163.037012;1288.518526;1447.918223;1.384534466;0.889911119
gene-LOC117898100;0;4.18E-11;0.85394608;0.0005282;1068.186192;1185.117327;1094.165132;1358.203538;1289.576335;1060.464785;997.7650051;1063.788209;980.6030982;963.2311776;922.2022354;836.7574717;907.3969616;1014.052104;1236.081553;1115.822884;0.894822818;1.107775768
gene-LOC117894654;0;3.02E-05;0.142484496;0.000528545;346.4698749;447.5402549;371.1101482;494.5137043;435.3230847;483.2629877;503.5352927;573.4947607;493.8204597;489.4741182;478.9945939;484.203657;484.224123;523.6168377;471.0332589;388.373426;0.924768052;1.212835965
gene-LOC117892556;0;0.000244272;0.008322614;0.000542312;1677.098365;1405.045908;1757.110725;1978.054817;1958.043163;2018.640644;1554.03192;1696.712479;1554.185532;1459.441178;1539.756568;1673.514943;1557.570897;1601.64331;1984.912875;1613.084999;0.972483003;1.230507305
gene-LOC117903121;0;0.663756047;0.466489967;0.000547314;954.2309844;1215.849706;916.4504129;776.3333423;766.8243458;803.6987052;895.4036211;746.8308283;890.2843918;1078.863825;786.395339;1162.535047;1009.264737;844.1729471;782.2854644;1028.843701;1.195566312;0.76035404
gene-LOC117893382;0;0.192930933;0.75561718;0.000558079;2206.58721;1601.925204;2224.047437;2686.781831;2456.205773;2414.227409;1897.30444;2553.487898;2410.453788;1897.273532;2010.492635;1777.27287;1895.013012;2287.082042;2519.071671;2010.853284;0.828572381;1.252737677
gene-LOC117898926;0;0.009405205;0.009525477;0.000558629;2234.212715;3079.96051;3202.349542;3940.15758;4259.426919;3824.353319;3428.589385;5203.053503;3575.21321;3374.677063;4762.417514;3439.631047;3858.908541;4068.952033;4007.979273;2838.840922;0.948378971;1.411836514
gene-LOC117902545;0;0.910509967;0.106263058;0.000560191;1799.111012;1143.820695;1309.339326;1938.554491;1762.238847;1828.675496;1950.036062;1747.227561;1431.02366;1642.432649;1620.506615;1368.935224;1543.958162;1709.429094;1843.156278;1417.423677;0.903201056;1.300356631
gene-LOC117898615;0;0.002794794;0.000863805;0.000561774;925.4544167;739.4978462;844.1449146;1073.345414;1038.218235;963.3946817;893.3357144;817.1557471;831.6358811;941.9008835;852.4635589;741.9249583;845.4298002;847.3757809;1024.98611;836.3657258;0.997703521;1.225523809
gene-LOC117900804;0;0.922147462;0.189821996;0.000569276;1079.696819;1064.108589;1105.490089;1246.539153;1064.62905;1201.373;1174.571032;1363.907229;1133.089226;1117.033825;1022.222179;947.209458;1028.821821;1223.855829;1170.847068;1083.098499;0.84063972;1.08101624
gene-LOC117892063;0;0.731282185;0.793328152;0.000585547;229.0614788;394.7189802;256.9894219;185.3476864;244.0723571;261.9849026;196.4511409;267.43279;225.2102809;270.5579415;299.1422176;266.6467143;278.7822912;229.6980706;230.4683154;293.5899603;1.213690174;0.785000669
gene-LOC117894693;0;0.689678499;0.799363969;0.000595725;9679.286306;10670.85788;10161.1004;9713.282238;9253.803062;8592.269794;9888.730061;9157.096827;8644.790471;11451.00001;9387.192904;10347.90073;10395.36455;9230.205786;9186.451698;10170.41486;1.126233238;0.903252406
gene-LOC117901931;0;8.91E-06;0.776010244;0.000597104;507.6186539;558.9451253;676.0128521;534.7736526;688.5026193;768.2107104;615.202257;762.6786973;1063.883983;539.9932359;767.1254416;768.7011974;691.9399583;813.9216459;663.8289941;580.8588771;0.850130921;1.142840405
gene-LOC117903165;0;6.57E-06;0.588176737;0.000598799;1266.168978;1252.344404;1336.344994;1251.856505;1584.648886;1415.344733;1567.473314;1762.084938;1713.709481;1538.026472;1465.429821;1404.636876;1469.36439;1681.089244;1417.283374;1284.952792;0.874054958;1.102984781
gene-LOC117892959;0;0.006996744;0.012058092;0.000622837;957.6841725;1007.445767;1136.85151;1203.240718;1162.986567;1282.786635;1051.53058;1287.639359;1336.013073;1138.364119;1225.932524;1212.740496;1192.345713;1225.061004;1216.337973;1033.993817;0.97329497;1.176349369
gene-LOC117891079;0.005700243;0.181083116;0.659651853;0.000632533;5.755313537;7.683094506;11.32495757;0.759621666;2.732153251;0;1.033953373;0;1.172970213;2.24529412;0;7.809736403;3.351676841;0.735641195;1.163924972;8.254455205;4.556129893;0.141005668
gene-LOC117897230;0;0.162404032;0.304414531;0.000635666;1945.295975;1749.824774;2105.570958;2306.211377;2399.741272;2215.912144;2364.651364;2529.716095;2130.113907;2298.058532;2208.697294;1881.030796;2129.262208;2341.493789;2307.288264;1933.563902;0.909360605;1.193282654
gene-LOC117890932;0.627194095;0.016354672;0.042841643;0.000642335;0;24.97005714;0;0;5.464306502;0;0;18.81934448;0;1.12264706;26.61081077;0;9.244485944;6.273114826;1.821435501;8.323352381;1.47366758;0.218834361
gene-LOC117902495;0;0.001309265;0.221761922;0.000646527;1389.332688;1334.93767;1300.62782;1553.426306;1969.882494;1446.657669;1164.231498;1652.140347;1286.748324;1108.052648;1459.924136;1156.956664;1241.644483;1367.706723;1656.65549;1341.632726;0.90782948;1.234805516
gene-LOC117889595;0;0.004941076;0.444531819;0.000650111;2091.480939;1673.954215;2014.100147;2173.277585;2237.633513;2277.494253;1834.233284;2114.700024;1952.995405;1862.471473;1829.722644;1688.01874;1793.404286;1967.309571;2229.46845;1926.511767;0.911602481;1.157256596
gene-LOC117893566;0;9.71E-05;0.004876181;0.00065051;1070.488318;1081.395552;1207.414708;1238.183315;1509.97003;1514.502365;1571.609127;1464.937394;1406.391286;1405.554119;1571.873064;1365.588194;1447.671792;1480.979269;1420.885237;1119.766192;0.977509829;1.268912427
gene-LOC117902348;0;0.282714853;0.042461635;0.00065403;7758.162647;9069.893064;7323.762948;5962.270454;5318.591662;6111.241453;7672.967982;5699.289902;7623.133415;8356.984716;6370.07753;8096.465297;7607.842514;6998.463766;5797.367856;8050.60622;1.087073216;0.72011569
gene-LOC117903131;0;1.82E-07;0.516078626;0.000666051;375.2464426;362.0658286;341.4910284;432.9843494;407.0908344;410.199469;531.4520338;506.1413173;441.0368001;433.3417652;518.452003;386.0241136;445.9392939;492.8767171;416.7582176;359.6010998;0.904768431;1.158945893
gene-LOC117898401;0;0.495679956;0.430998816;0.0006677;772.3630766;793.2795077;916.4504129;1184.250177;1158.432978;999.926441;932.6259426;1286.648867;808.1764768;697.1638244;986.4352269;827.8320587;837.1437033;1009.150429;1114.203199;827.3643324;0.829552938;1.34668991
gene-LOC117900181;0;0.013760906;0.234927807;0.000669631;331.5060597;417.7682637;329.2949202;216.4921747;396.1622214;321.4794821;268.827877;354.5960697;392.9450214;309.8505886;540.4747429;606.9280862;485.7511392;338.789656;311.3779594;359.5230812;1.433783856;0.866086145
gene-LOC117898696;0;0.382655892;0.369484783;0.000681494;486.8995252;569.5093802;706.5031225;499.0714343;702.1633855;742.1165966;566.6064485;763.6691891;742.4901449;542.2385301;595.5315928;612.5064693;583.4255307;690.9219275;647.7838055;587.6373426;0.844416001;1.102353031
gene-LOC117891501;0;2.06E-25;0.18197255;0.000685459;356.8294393;289.0764308;258.731723;366.1376428;335.1441321;273.4663127;277.099504;217.9081992;206.4427575;234.6332356;204.6279587;151.7320215;196.9977386;233.8168203;324.9160292;301.5458644;0.842530227;1.077501195
gene-LOC117891354;0;0.001363305;0.540567325;0.000694668;705.6014396;628.0929758;475.6482181;710.2462574;670.2882643;627.3024959;789.9403771;785.4600091;748.354996;680.3241185;656.0941277;654.9021812;663.7734758;774.5851274;669.2790058;603.1142112;0.856940641;1.109705249
gene-LOC117893372;0;0.126159977;0.030994232;0.000698411;1279.981731;1092.920193;1256.19914;1410.617433;1457.148401;1524.940011;1586.084474;1194.533129;1530.726128;1385.346472;1348.892822;1384.554697;1372.93133;1437.114577;1464.235281;1209.700355;0.95533881;1.21041155
gene-LOC117889608;0;6.09E-87;5.49E-05;0.000701147;8056.287889;7246.118506;7451.822084;7447.33081;5934.236861;6509.959512;5309.350571;4737.52235;4785.71847;5551.489712;4299.022361;4849.846306;4900.11946;4944.19713;6630.509061;7584.742826;0.991084969;0.87419036
gene-LOC117901707;0;0.013934555;0.644363178;0.00073205;74.81907598;120.0483516;86.24390768;115.4624932;112.0182833;109.595278;101.3274306;93.10623058;103.2213788;71.84941185;84.42050314;78.09736403;78.12242634;99.21834664;112.3586848;93.70377843;0.787378837;1.199083822
gene-LOC117899474;0;0.529972358;0.389356173;0.000732238;7533.705419;6577.689284;7858.649406;8385.463567;7790.279637;7366.89021;8042.089336;8367.674851;8115.780905;7416.206479;7110.592161;7303.219213;7276.672618;8175.181697;7847.544471;7323.348036;0.890093075;1.071578796
gene-LOC117893041;0;0.663059294;0.871183562;0.000733407;1923.425784;2303.967965;1704.84169;1642.302041;1557.327353;1641.841641;1491.994717;1594.691822;1839.217294;1814.197649;1830.640258;2515.850798;2053.562902;1641.967944;1613.823678;1977.411813;1.250671737;0.81612928
gene-LOC117898929;0;0.039953227;0.00020551;0.000745086;211.7955381;155.5826637;122.8322321;407.9168344;258.6438411;168.0460929;193.3492808;183.2409857;153.6590979;220.0388238;173.4290771;153.9633748;182.4770919;176.7497881;278.2022562;163.403478;1.032403455;1.702547948
gene-LOC117897102;0;0.07453351;0.048314603;0.000745851;260.1401719;277.551789;217.7876457;432.2247277;428.0373427;343.3985377;283.3032242;462.5596775;438.6908597;280.661765;358.7871383;409.4533228;349.6340754;394.8512538;401.2202027;251.8265355;0.885483007;1.59324037
gene-LOC117898274;0;0.867117034;0.486890953;0.000751866;1228.183909;1157.26611;1330.24694;1378.713323;1507.237877;1432.044966;1341.037525;1616.482642;1277.364562;1246.138237;1341.551909;1248.442148;1278.710764;1411.628243;1439.332055;1238.565653;0.905841018;1.162095891
gene-LOC117900020;2.09E-110;0.011355456;0.409727667;0.000755292;54.09994724;90.27636044;25.2633669;76.72178823;79.23244428;58.45081493;48.59580854;86.17278788;46.91880852;39.29264711;55.97446404;20.08217932;38.44976349;60.56246831;71.46834915;56.54655819;0.634877748;1.263885043
gene-LOC117893784;0;5.28E-49;0.827922287;0.000757393;139659.5893;244878.4692;202905.7803;181418.9232;265192.8124;219947.2853;108904.2409;139040.2885;105154.4337;82348.40716;117229.7976;104599.1467;101392.4505;117699.6543;222186.3403;195814.6129;0.861450707;1.134677014
gene-LOC117902112;0.003544104;0.745101297;0.212472815;0.000766994;1.151062707;1.920773626;0.871150583;5.317351659;3.642871001;2.087529104;4.135813493;4.952459074;8.210791492;0;1.835228329;0;0.611742776;5.766354686;3.682583922;1.314328972;0.106088302;2.801873808
gene-LOC117898373;0;0.417153265;0.034978015;0.000768833;583.5887926;383.1943385;690.822412;684.4191207;681.2168773;839.1867;587.2855159;632.9242696;846.8844939;570.3047066;544.1451996;825.6007054;646.6835372;689.0314265;734.9408993;552.535181;0.938539974;1.330125075
gene-LOC117902967;0;2.29E-20;0.365157319;0.000774114;717.1120667;708.7654681;743.091447;560.6007892;588.3236667;704.5410728;868.5208334;798.3364027;1053.327251;834.1267657;1016.716494;1134.643132;995.1621306;906.7281625;617.8218429;722.9896606;1.09753085;0.854537591
gene-LOC117890773;0;3.77E-25;0.005982314;0.000775138;20818.12012;19625.50453;20587.03057;18661.62546;17942.96112;17332.75415;16650.78512;15344.69919;14270.35561;17176.50002;14450.58786;15237.9114;15621.66643;15421.94664;17979.11358;20343.55174;1.012950362;0.883774564
gene-LOC117893186;0;0.000393779;0.498833857;0.000775861;1621.847355;1195.681582;1528.869272;1761.562643;1804.131863;1671.067048;1285.204043;1587.758379;1436.888511;1237.15706;1292.918358;1277.44974;1269.175053;1436.616978;1745.587185;1448.799403;0.883447065;1.204850845
gene-LOC117901287;0;0.074487881;0.995064195;0.000789885;145.0339011;270.8290813;365.8832447;152.6839548;231.3223086;175.3524448;101.3274306;189.1839366;197.0589958;171.7650002;254.1791236;219.7882959;215.2441399;162.5234543;186.4529027;260.5820757;1.324388168;0.715524666
gene-LOC117895049;0;2.00E-18;0.711720767;0.000793564;4805.686803;4122.940589;4624.067293;4942.858178;4661.053446;4653.102374;4453.237178;3958.995783;4154.660495;4307.59677;3675.962343;4077.798079;4020.452397;4188.964485;4752.338;4517.564895;0.959772376;1.05196895
gene-LOC117893965;0;0.000197431;0.001384704;0.000794377;520.2803437;500.3615297;563.634427;651.7553891;732.2170713;708.716131;606.93063;809.2318126;729.5874726;606.2294125;841.4521889;685.0254502;710.9023505;715.2499717;697.5628638;528.0921001;0.993921536;1.320911378
gene-LOC117890641;0;0.013496523;0.821381215;0.000802265;382.1528188;363.9866022;351.9448354;298.5313146;323.3048014;298.5166619;372.2232143;328.8432825;343.6802724;340.1620592;417.5144449;521.0209857;426.2324966;348.2489231;306.7842593;366.0280855;1.223930552;0.838144043
gene-LOC117895363;0;0.001148436;0.268622455;0.000809067;1064.733004;987.277644;1234.420376;1222.990882;1154.790107;1207.635587;1307.951017;1522.385919;1415.775047;1131.628237;1312.188255;1127.949072;1190.588521;1415.370661;1195.138859;1095.477008;0.841184966;1.090975758
