Gene;(Intercept);Selection;WNL-NL;C_NL1_G23_C;C_NL2_G23_C;C_NL3_G23_C;W_NL1_G23_C;W_NL2_G23_C;W_NL3_G23_C;C_NL1_G9_C;C_NL2_G9_C;C_NL3_G9_C;W_NL1_G9_C;W_NL2_G9_C;W_NL3_G9_C;meanWNL9;meanNL9;meanWNL9DIVmeanNL9;meanWNL23;meanNL23;meanWNL23DIVmeanNL23
gene-LOC117897944;0;2.79319E-08;-1696.172506;9581.445976;10546.0076;10171.5542;8440.156327;8108.120132;8701.865072;8461.874406;7026.548934;7557.447083;8418.730304;6301.256468;7526.354539;7415.447104;7681.956808;0.965307055;8416.713843;10099.66926;0.833365294
gene-LOC117890699;0;2.83424E-08;-199.8389851;2006.302299;1878.516607;1956.604209;1849.678756;1693.024298;1687.767281;1868.353745;1723.455758;1446.272273;2122.925591;1660.881638;1310.920039;1698.242423;1679.360592;1.011243464;1743.490112;1947.141038;0.895410285
gene-LOC117902158;0;2.88384E-08;255.8736382;1311.060424;1136.1376;1376.417921;1504.050898;1473.54132;1545.815302;1208.691493;1412.441328;1182.353975;1110.297942;1199.321713;1153.609634;1154.409763;1267.828932;0.910540637;1507.802507;1274.538648;1.18301827
gene-LOC117892674;0;2.90617E-08;1551.071459;20703.01385;25496.34912;23618.6346;21497.29314;26689.49439;25572.23153;26294.46823;27345.49802;33431.99701;24564.64032;32446.83686;31315.9273;29442.46816;29023.98776;1.014418432;24586.33969;23272.66586;1.056447071
gene-LOC117893485;0;2.92346E-08;261.8572646;3145.854379;2898.447402;3141.369001;3390.951115;3196.619304;3274.2894;5313.486385;3313.19512;2680.236937;4994.656771;3694.314627;2659.773083;3782.914827;3768.972814;1.003699155;3287.286607;3061.890261;1.073613463
gene-LOC117899980;0;2.95468E-08;-1033.743138;3780.089931;3570.718171;3786.891583;3113.689207;2410.669885;2589.579854;1900.4063;2542.592488;2236.854196;2329.49265;1962.776698;2228.006228;2173.425192;2226.617662;0.976110641;2704.646316;3712.566562;0.728511199
gene-LOC117893195;0;2.99053E-08;-409.7391378;3842.247317;4098.930919;3959.379398;3618.077993;3599.156549;3432.941612;3279.7001;2933.836755;3269.067984;3476.837945;2586.75433;2968.81551;3010.802595;3160.86828;0.952523904;3550.058718;3966.852545;0.89493085
gene-LOC117897276;0;3.00403E-08;-352.6998901;1855.513084;2669.875341;2177.876457;1674.965773;2211.222698;1771.268445;1747.381201;1770.999365;2207.529941;1649.168531;1946.259643;2133.173715;1909.533963;1908.636835;1.000470036;1885.818972;2234.421627;0.843985284
gene-LOC117895801;0;3.02187E-08;-556.7357629;1926.878972;2150.306075;1831.158525;1568.61874;1360.612319;1350.631331;1648.121677;1414.422311;984.1220088;1732.244414;1099.301769;1112.329599;1314.625261;1348.888666;0.974598789;1426.620796;1969.447857;0.724376018
gene-LOC117901756;0;3.07032E-08;182.5337432;1047.467064;920.050567;830.2065052;1288.318345;1018.182445;986.3575019;1289.339856;1128.170177;997.0246812;1129.382943;1269.978004;968.407314;1122.58942;1138.178238;0.986303711;1097.619431;932.574712;1.176977476
gene-LOC117891876;0;3.26172E-08;171.2582011;1271.924292;1195.681582;1401.681287;1418.21365;1346.951553;1561.47177;1596.424008;1540.214772;1214.024171;1346.053825;1411.290585;1233.938352;1330.427587;1450.220984;0.917396454;1442.212324;1289.762387;1.118200018
gene-LOC117900332;0;3.36551E-08;306.8958786;1816.376952;1672.993829;1824.18932;2073.007525;2094.650826;1981.06512;1814.58817;2483.162979;2345.940426;1869.207355;2125.194405;2072.927177;2022.442979;2214.563859;0.913246629;2049.574491;1771.1867;1.157175859
gene-LOC117893296;0;3.41579E-08;368.6053304;2420.684874;2485.481073;2306.806743;2571.319338;2913.386083;2726.31301;2339.836483;2568.345276;2465.583388;2329.49265;2563.813976;2460.066967;2451.124531;2457.921716;0.99723458;2737.006144;2404.32423;1.138368158
gene-LOC117894989;0;3.52975E-08;92.4010382;343.0166868;363.9866022;361.5274918;461.090351;443.5195444;418.5495854;378.4269346;430.8639394;388.2531405;372.718824;378.0570358;373.7516707;374.8425102;399.1813382;0.939028142;441.0531603;356.1769269;1.238297955
gene-LOC117894336;0;3.54751E-08;-321.7696042;1542.424028;1227.374347;1519.286616;1311.106995;880.6640646;1148.141007;814.755258;975.6344375;783.5441024;808.3058833;603.7901203;647.0924448;686.3961495;857.9779326;0.800016088;1113.304022;1429.694997;0.778700369
gene-LOC117890179;0;3.68274E-08;320.3797688;1182.1414;921.9713407;1376.417921;1548.868576;1249.504754;1564.603064;1200.419866;1780.904283;1517.823456;1123.769707;1377.338861;1270.75568;1257.288083;1499.715868;0.838350857;1454.325465;1160.176887;1.253537698
gene-LOC117899966;0;3.80941E-08;-773.5806193;5911.858065;5600.015508;6240.051623;5398.631178;4769.428859;5252.223227;5069.473389;4398.774149;4121.817329;5069.874124;4011.809127;4130.23488;4403.972711;4530.021622;0.972174766;5140.094421;5917.308399;0.868654137
gene-LOC117896834;0;3.85155E-08;466.6602279;4805.686803;4386.086576;4687.661285;4995.272073;4840.464843;5265.792166;5948.333756;6243.069908;6579.189925;5402.177653;6600.398686;6385.017348;6129.197896;6256.86453;0.979595749;5033.843027;4626.478221;1.088050735
gene-LOC117898689;0;3.85282E-08;-1629.170005;11085.88493;10904.23188;10052.20657;9662.387587;8700.997387;8803.110234;10161.69375;8076.470257;9662.928616;10616.87325;7918.092626;10077.90699;9537.624288;9300.364208;1.025510837;9055.498402;10680.77446;0.847831628
gene-LOC117896739;0;3.90033E-08;155.1942157;776.9673274;698.2012132;776.1951691;947.248217;877.9319114;850.6681101;701.020387;835.9750916;769.4684598;658.9938243;694.6339226;657.1335345;670.2537605;768.8213128;0.871793939;891.9494128;750.4545699;1.188545514
gene-LOC117896754;0;3.9219E-08;-553.5481373;2777.514313;2438.422119;2762.418497;2389.76976;1796.846121;2155.3738;2122.706275;1867.077071;1660.925822;2345.209709;1373.668404;1333.233572;1684.037228;1883.569723;0.894066839;2113.996561;2659.451643;0.794899417
gene-LOC117892970;0;3.9313E-08;161.0329759;1136.098892;1176.473846;1139.464962;1284.520237;1326.915762;1273.392754;1184.910566;1492.671165;1477.942469;1084.47706;1180.051816;1322.076805;1195.535227;1385.174733;0.863093441;1294.942918;1150.679233;1.125372632
gene-LOC117889971;0;3.93232E-08;212.7530297;1801.413137;1600.964818;1785.858694;1965.141249;1885.185743;1904.870308;1892.134673;2273.178715;2012.816886;1768.16912;1840.734014;1847.560498;1818.82121;2059.376758;0.883190122;1918.3991;1729.412216;1.109278102
gene-LOC117899340;0;4.13314E-08;-192.2761189;717.1120667;763.5075165;790.1335784;611.4954408;518.1984;577.2017974;774.4310765;564.5803344;568.8905534;816.1644127;495.5116489;553.375608;621.6838899;635.9673214;0.97754062;568.9652127;756.9177205;0.751687003
gene-LOC117890747;0;4.16937E-08;197.2852747;393.6634459;279.4725626;432.9618396;685.9383641;401.6265279;567.8079164;326.7292659;598.2570561;734.2793534;412.0114711;573.5088529;726.3054855;570.6086031;553.0885585;1.031676744;551.7909361;368.6992827;1.496588038
gene-LOC117891298;0;4.22457E-08;165.1615969;698.6950633;717.4089495;865.0525285;865.2090771;913.4499036;956.0883298;673.1036459;677.4964013;714.3388598;572.5500007;789.1481815;606.9280862;656.2087561;688.312969;0.953358117;911.5824369;760.3855138;1.198842456
gene-LOC117889594;0;4.4094E-08;-413.5815552;3019.237481;3411.29396;3169.24582;2755.907403;2878.778809;2721.094188;2650.022495;2352.41806;2459.718537;2979.505298;2297.705868;2657.54173;2644.917632;2487.386364;1.063332046;2785.260133;3199.925754;0.870413987
gene-LOC117901449;0;4.42552E-08;-210.013826;913.9437896;881.6350945;837.1757099;734.5541507;601.984433;678.446959;754.7859624;660.6580404;557.1608512;784.730295;528.5457588;465.2371543;592.837736;657.5349513;0.901606424;671.6618475;877.5848647;0.765352588
gene-LOC117891155;0;4.47779E-08;-665.8717338;2295.219038;2190.642321;2246.697353;1813.976538;1358.790884;1613.659998;1140.450571;1240.095752;1158.894571;1439.233531;859.8044722;1011.918702;1103.652235;1179.813631;0.935446249;1595.475806;2244.186237;0.710937345
gene-LOC117900011;0;4.50485E-08;-486.8874259;4281.953271;4377.443095;4306.09733;3607.44329;4107.337054;3780.515208;3572.308904;4236.333492;3693.683201;3303.950298;3975.104561;3862.47249;3713.842449;3834.108532;0.968632583;3831.765184;4321.831232;0.886606852
gene-LOC117898339;0;4.65045E-08;-513.9402319;5140.646051;5604.817442;5021.311958;4557.729994;4930.625901;4705.290601;4221.631623;4448.29874;4558.162248;4490.588241;4731.218633;5270.456395;4830.754423;4409.364204;1.095567116;4731.215499;5255.591817;0.900225068
gene-LOC117891765;0;4.70275E-08;-777.2208996;2571.474088;2642.98451;3017.665618;2124.661799;1857.864211;1981.06512;1532.318899;2156.300681;1764.147201;1718.772649;1423.219569;1357.778457;1499.923559;1817.588927;0.825227056;1987.86371;2744.041405;0.724429196
gene-LOC117902322;0;4.85608E-08;-663.2465144;4139.221496;3962.555991;4247.730241;3624.914588;3112.833271;3631.256877;3188.712203;2803.091836;3171.711456;3537.460887;2334.410435;2925.304121;2932.391814;3054.505165;0.960021888;3456.334912;4116.502576;0.839628993
gene-LOC117902418;0;4.94014E-08;882.4836382;2807.441943;2611.291745;3492.442686;3566.42372;3737.585648;4053.981521;2781.334574;5106.975797;3637.380631;2772.938239;4254.976881;3302.402822;3443.439314;3841.897;0.896286213;3785.996963;2970.392125;1.274578171
gene-LOC117890468;0;5.11007E-08;393.7924372;1855.513084;1777.675991;1920.887035;2051.738119;2332.348159;2252.443904;2037.922098;1969.097728;1653.888001;1956.773826;2027.00969;1691.36577;1891.716428;1886.969276;1.002515755;2212.176727;1851.358703;1.194893633
gene-LOC117895589;0;5.22529E-08;-265.8923005;809.1970832;1435.778286;1029.699989;679.8613907;1012.718138;804.7424698;1575.744941;1491.680673;2208.702911;1405.554119;1814.123203;2363.0031;1860.893474;1758.709508;1.058101674;832.4406663;1091.558453;0.762616665
gene-LOC117899014;0;5.28913E-08;-615.0304493;8417.721579;8734.718066;8272.445932;7760.294936;7816.690451;7912.779071;6552.162526;6690.772208;7592.63619;6697.712361;6506.802041;8324.063329;7176.192577;6945.190308;1.033260754;7829.921486;8474.961859;0.923888699
gene-LOC117891066;0;5.29595E-08;550.611939;3145.854379;3153.910295;3212.803349;3757.84838;3845.96106;3407.891263;3409.978225;4035.263653;3642.072512;3326.403239;4106.323386;4414.732421;3949.153016;3695.771463;1.068559854;3670.566901;3170.856007;1.15759495
gene-LOC117899514;0;5.31471E-08;-599.2102575;9558.424722;9351.2864;9189.767496;8947.583599;8936.873284;8312.540894;8437.059525;8322.112227;5585.684155;9312.357364;6805.026644;6122.83334;7413.405783;7448.285302;0.995317107;8732.332593;9366.492873;0.932294799
gene-LOC117891583;0;5.41066E-08;269.8035924;1631.055856;1415.610163;1530.611574;1820.053511;1785.917508;1705.511278;1799.078869;2033.479696;1816.93086;1643.555296;2031.59776;1654.548441;1776.567166;1883.163142;0.943395252;1770.494099;1525.759198;1.160402049
gene-LOC117894626;0;5.48132E-08;357.2962798;3241.392584;2578.638593;3059.480846;3528.442637;3034.511544;3263.851755;3049.128497;3381.539055;3482.548563;2840.297062;3031.7972;3201.991925;3024.695396;3304.405372;0.915352402;3275.601979;2959.837341;1.106683105
gene-LOC117894138;0;5.50213E-08;-201.2726931;1853.210959;1884.278927;1601.174771;1662.811826;1603.773958;1460.226609;1724.634226;1327.259032;1526.034247;1568.337943;1317.69394;1825.246965;1570.426283;1525.975835;1.029129195;1575.604131;1779.554886;0.885392265
gene-LOC117898390;0;5.72739E-08;448.6897089;1855.513084;1732.537811;2180.489908;2297.855539;2275.883658;2428.840113;1745.313294;2836.768557;2093.75183;1579.564414;2197.685924;1898.881623;1892.043987;2225.277894;0.850250655;2334.193103;1922.846934;1.213925592
gene-LOC117898435;0;5.85652E-08;-435.3186363;2843.124887;3121.257143;3401.843025;2590.30988;2621.045686;2850.520992;2652.090402;2242.473469;2182.897567;2915.514415;1978.376139;2111.975859;2335.288804;2359.153812;0.989884081;2687.292186;3122.075018;0.860739146
gene-LOC117891881;0;6.20205E-08;-1625.819329;6883.35499;6157.039859;7545.906347;5871.875475;4516.249324;5420.26932;3519.577282;4981.183336;5091.863695;4200.945299;3056.572782;3449.672137;3569.063406;4530.874771;0.787720603;5269.464706;6862.100399;0.767908425
gene-LOC117895874;0;6.4022E-08;1706.853992;19554.25327;21228.39012;20375.34098;20423.1881;22571.22873;22580.80232;29552.45531;27718.91343;36108.71504;25266.29474;33615.8773;31260.14347;30047.4385;31126.6946;0.965326993;21858.40638;20385.99479;1.072226625
gene-LOC117903124;0;6.66489E-08;166.842585;1227.032846;1277.314462;1348.541102;1299.71267;1466.255578;1534.333892;1350.343105;1304.47772;1256.251098;1063.146766;1330.540539;1046.504678;1146.730661;1303.690641;0.879603354;1433.434047;1284.296136;1.116124238
gene-LOC117892754;0;7.07717E-08;-1062.614633;4601.948704;4384.165802;4670.238273;3893.820658;3095.529634;3540.449361;3086.350819;3138.868561;2944.155235;3237.714121;2480.311087;3053.606934;2923.877381;3056.458205;0.956622726;3509.933218;4552.117593;0.771055041
gene-LOC117900822;0;7.09212E-08;199.0854803;721.7163175;684.7557978;855.4698721;835.5838322;955.3429201;1021.845497;1026.7157;891.4426332;987.6409195;963.2311776;868.0629997;923.7802488;918.358142;968.5997507;0.948129649;937.5907497;753.9806625;1.24352095
gene-LOC117897448;0;7.23781E-08;192.5797628;1270.773229;1309.007226;1490.538647;1438.723435;1558.238071;1592.784707;1484.757044;1583.796412;1510.785635;1315.742354;1477.358805;1453.726648;1415.609269;1526.446363;0.927388805;1529.915404;1356.773034;1.127613363
gene-LOC117893157;0;7.42424E-08;-1010.025511;4437.346737;4720.301187;4411.50655;3835.32979;3298.619692;3459.035726;3810.11818;2488.115439;2803.398809;4260.445593;2171.075113;3679.501522;3370.340743;3033.877476;1.110902062;3530.995069;4523.051491;0.780666565
gene-LOC117902668;0;7.75278E-08;129.6984826;641.141928;675.1519297;992.2405136;748.2273406;825.1102818;1087.602663;877.8264138;1006.339684;989.9868599;724.1073538;1065.350045;1179.270197;989.5758652;958.0509858;1.032905221;886.9800953;769.5114571;1.152653527
gene-LOC117894021;0;7.92068E-08;122.3831653;704.4503769;652.1026462;691.6935626;758.1024223;828.7531528;795.3485888;720.6655011;805.2698454;598.2148087;751.0508832;779.0544257;734.1152219;754.7401769;708.0500517;1.065941843;794.0680546;682.7488619;1.163045593
gene-LOC117889660;7.06276E-35;8.03529E-08;-25.84371148;26.47444227;17.28696264;47.91328204;6.076973325;5.464306502;6.262587313;4.135813493;12.87639359;4.691880852;4.490588241;17.43466913;13.38811955;11.77112564;7.234695979;1.62703805;5.93462238;30.55822898;0.194207013
gene-LOC117902972;0;8.60444E-08;-5343.259211;35507.9824;33752.79455;35860.04258;31664.06951;27047.40647;30413.21152;29417.00742;22908.09469;23315.12893;30318.20651;22277.83669;24611.82644;25735.95654;25213.41035;1.020724931;29708.22917;35040.27318;0.847830981
gene-LOC117903673;0;8.65943E-08;-999.5166987;5133.739675;5504.937213;5638.957721;4571.403184;4221.176773;4522.631805;4787.204118;3862.918077;2759.998911;5172.035006;2574.825346;2456.719937;3401.19343;3803.373702;0.894256967;4438.403921;5425.878203;0.818006552
gene-LOC117898222;0;8.69855E-08;-5672.070674;41609.76581;37619.31186;39952.70802;37701.54251;31087.35041;33352.4525;26254.14405;26404.5308;27038.13638;26829.01944;23759.78356;24368.60893;24985.80398;26565.60374;0.940532134;34047.11514;39727.2619;0.857021439
gene-LOC117898344;0;8.76288E-08;513.3720117;2388.455118;2159.909943;2521.980937;2807.561676;2845.99297;2826.514407;2010.005357;3028.923969;3011.014537;2019.642061;2621.623668;2350.730657;2330.665462;2683.314621;0.868577037;2826.689685;2356.781999;1.1993853
gene-LOC117891344;0;8.78536E-08;-734.0559888;3203.407514;2960.872545;3286.851148;2720.964806;2098.293697;2471.63446;1984.156523;1845.286251;1960.033226;2229.577061;1435.148553;1725.951745;1796.892453;1929.825333;0.931116626;2430.297654;3150.377069;0.771430721
gene-LOC117902136;0;9.0455E-08;505.9066883;3910.160017;4116.217881;2542.0174;4594.191834;4472.534872;2862.002402;4159.59442;5117.871207;5013.274691;4533.248829;5749.770355;5473.509542;5252.176242;4763.580106;1.102569102;3976.243036;3522.798433;1.128717158
gene-LOC117890371;0;9.29951E-08;80.0600437;272.8018616;177.6715604;169.003213;333.4739112;282.3225026;226.4969078;317.4236856;464.5406611;283.8587916;253.7182356;505.6054047;371.5203175;376.9479859;355.2743794;1.061005262;280.7644406;206.4922117;1.359685376
gene-LOC117894442;0;9.75794E-08;-763.8271804;4142.674684;3710.934646;4258.184048;3328.662139;3312.280458;3217.926115;3629.17634;2768.424622;3040.338792;3857.415299;2632.635038;2605.104929;3031.718422;3145.979918;0.963680157;3286.28957;4037.264459;0.813989176
gene-LOC117896090;0;9.82268E-08;-1361.995706;7263.205683;7397.859622;7042.38131;6307.898311;5561.753302;5796.024559;5406.542188;4876.191204;4711.821346;5689.575301;4766.087971;6025.769473;5493.810915;4998.184913;1.099161198;5888.558724;7234.482205;0.813957179
gene-LOC117893129;0;9.93391E-08;-660.5864384;6140.919544;6699.658409;6902.126066;5673.614221;6113.648258;5942.151596;4356.045561;5665.61318;4910.053312;4591.626476;5571.753207;4548.613616;4903.997767;4977.237351;0.985285093;5909.804692;6580.901339;0.898023597
gene-LOC117889882;0;1.00653E-07;-1261.191332;7501.475664;7642.758259;8306.420805;6743.161526;6222.023671;6728.106304;5913.179341;5262.483012;5721.7487;6588.815596;4945.022733;5003.809681;5512.549337;5632.470351;0.978708984;6564.4305;7816.884909;0.839775764
gene-LOC117895635;0;1.02715E-07;-845.6914409;3894.045139;4197.85076;3723.29759;3305.873489;2928.868285;3084.324252;3351.042882;2776.348557;3067.317107;3587.980004;2554.637834;2880.677056;3007.764965;3064.902849;0.981357359;3106.355342;3938.39783;0.788735795
gene-LOC117897556;4.5277E-105;1.02863E-07;37.85928502;47.193571;72.02901099;39.20177622;87.35649155;130.2326383;48.0131694;70.30882937;32.68622989;53.9566298;97.67029423;44.0454799;44.62706516;62.11427976;52.31722969;1.187262402;88.53409975;52.8081194;1.676524382
gene-LOC117897422;0;1.03543E-07;-600.0575329;2649.746352;2700.607719;2447.933137;2209.739425;1886.096461;1936.183244;1848.708631;1653.130839;1724.266213;2043.217649;1407.620128;1754.959337;1735.265705;1742.035228;0.996114015;2010.673044;2599.429069;0.773505639
gene-LOC117898974;0;1.0496E-07;-711.2711367;3805.41331;4058.594673;4099.634642;3488.94231;3243.065909;3122.94354;3109.097793;3133.916102;3565.829448;3347.733533;3461.240629;3551.19871;3453.390957;3269.614448;1.056207395;3284.98392;3987.880875;0.823741737
gene-LOC117898848;0;1.05175E-07;203.2807547;1041.71175;1052.583947;1214.383912;1201.721475;1329.647916;1332.887333;1058.768254;1508.519034;1432.19663;1027.22206;1191.063186;1139.105838;1119.130361;1333.161306;0.839456078;1288.085575;1102.893203;1.167915054
gene-LOC117896663;0;1.09443E-07;108.6407962;524.8845945;582.9547956;528.7884036;614.5339275;734.0385068;586.5956784;931.5919892;877.5757478;849.2304343;766.7679421;762.5373708;1002.993289;844.0995341;886.1327238;0.952565582;645.0560376;545.5425979;1.182411859
gene-LOC117891646;0;1.10875E-07;11471.06688;99007.50771;88858.8295;89312.97118;103543.2696;102235.3532;101966.4029;129206.9493;150059.5099;134014.1928;116694.6713;157343.3008;148011.24;140683.0707;137760.2173;1.021216962;102581.6752;92393.1028;1.110274167
gene-LOC117895011;0;1.11273E-07;-2346.745363;10161.58158;9709.510681;9453.726123;8375.588485;6646.418142;7400.290675;7218.028498;5625.993508;6074.812734;7123.195597;4861.519844;5994.530528;5993.081989;6306.278246;0.950335801;7474.099101;9774.939461;0.764618454
gene-LOC117899047;0;1.11339E-07;190.6181016;763.154575;887.3974154;829.3353546;975.3542187;1113.807809;916.4252769;745.480382;1412.441328;1019.311115;825.1455892;1231.438209;1083.322007;1046.635268;1059.077608;0.98825172;1001.862435;826.629115;1.21198542
gene-LOC117889590;0;1.14488E-07;-262.9392109;1942.99385;2088.841319;1977.511823;1781.312806;1684.827838;1750.393154;1784.603522;1461.965919;1278.537532;1970.245591;1212.168311;1447.032588;1543.14883;1508.368991;1.023057912;1738.844599;2003.115664;0.868069993
gene-LOC117901990;0;1.16929E-07;-114.2902333;821.858773;655.9441934;677.7551533;710.2462574;571.9307472;532.3199216;860.2492065;449.6832839;525.4906555;884.6458834;574.426467;489.7820401;649.6181302;611.8077153;1.061801141;604.8323087;718.5193732;0.841775923
gene-LOC117901787;0;1.17353E-07;781.8911484;5799.053919;4335.186075;5340.153071;6262.321011;5320.413098;5993.296059;4247.480457;5604.202688;5557.53287;4386.182064;5301.057029;5272.687749;4986.64228;5136.405338;0.970842827;5858.676723;5158.131022;1.135813863
gene-LOC117896348;0;1.21158E-07;195.2401049;852.9374661;872.0312264;1013.148128;1073.345414;1086.486276;1113.696777;795.110144;1377.774114;1079.132596;806.0605892;1113.983596;1097.825803;1005.956663;1084.005618;0.927999492;1091.176156;912.7056067;1.195540104
gene-LOC117891299;0;1.24183E-07;-2696.346868;21113.94324;20536.91161;22373.76041;19092.33094;17081.42213;19700.01216;17350.77155;15564.58838;13242.83371;18338.43973;13345.78041;13603.44514;15095.88842;15386.06455;0.981140329;18624.58841;21341.53842;0.872691933
gene-LOC117899055;0;1.31943E-07;-239.9946742;1047.467064;1097.722127;1022.730784;904.7094038;794.1458783;762.9918877;668.9678324;791.40296;869.1709279;716.2488244;668.0231118;881.3845369;755.2188244;776.5139068;0.972576045;820.6157233;1055.973325;0.777117853
gene-LOC117897703;0;1.32836E-07;232.0908562;2546.150709;2651.627991;2772.872304;2772.61908;2888.796704;2912.103101;2665.531796;3067.55315;3003.976716;2890.81618;2859.285737;2511.388092;2753.830003;2912.353887;0.945568468;2857.839628;2656.883668;1.075635965
gene-LOC117902354;0;1.33755E-07;-106.2464187;300.4273666;240.0967033;212.5607422;135.2126565;164.8399128;146.1270373;321.559499;293.1855772;321.3938384;354.756471;257.8495802;441.8079451;351.4713321;312.0463049;1.126343516;148.7265355;251.0282707;0.592469267
gene-LOC117895352;0;1.33977E-07;62.85264141;184.1700332;191.1169758;140.2552438;262.8290963;234.0544618;193.0964422;207.824628;199.0888548;150.1401873;184.1141179;208.2984154;155.0790514;182.4971949;185.6845567;0.982834535;229.9933334;171.8474176;1.33835781
gene-LOC117895655;0;1.36066E-07;-750.554739;3073.337429;2952.229064;3144.853603;2582.713663;2035.454172;2347.426478;1708.090972;1807.647562;1659.752852;1881.556473;1387.432617;1590.954873;1619.981321;1725.163795;0.939030442;2321.864771;3056.806699;0.759571998
gene-LOC117890317;0;1.3699E-07;139.6438559;989.9139283;942.1394637;878.1197873;1124.240065;1118.361397;944.6069198;1123.907317;1231.181326;1129.570315;1032.835295;1293.835972;1178.15452;1168.275263;1161.552986;1.005787318;1062.402794;936.7243931;1.13416796
gene-LOC117892991;0;1.41063E-07;64.44213565;133.523274;143.0976352;178.5858694;196.7420114;225.8580021;212.9279687;397.0380953;405.1111522;161.8698894;287.3976474;259.6848086;150.6163449;232.566267;321.3397123;0.723739575;211.8426607;151.7355929;1.396130313
gene-LOC117900064;0;1.41313E-07;-1108.237073;4235.910763;4427.383209;4374.918226;3508.692474;2914.296801;3363.009387;3061.535938;2304.874453;2276.735184;3367.94118;1764.572038;2070.695823;2401.069681;2547.715191;0.942440383;3261.999554;4346.070733;0.750562923
gene-LOC117899595;0;1.41426E-07;10917.00767;51453.65408;42301.19757;46741.58451;57305.85845;56521.87574;56681.63401;94390.63739;85723.1046;64301.05411;83438.49745;90744.69996;79664.88969;84616.02904;81471.5987;1.038595417;56836.45607;46832.14539;1.213620593
gene-LOC117893223;0;1.41846E-07;-437.5233901;3189.594762;3389.205064;3478.504276;2942.774333;2878.778809;2919.409453;3295.2094;2857.568885;2551.210214;3303.950298;2216.955822;2274.864646;2598.590255;2901.3295;0.895654994;2913.654198;3352.434701;0.869115869
gene-LOC117893555;0;1.42591E-07;-12.8023696;128.9190232;141.1768615;108.0226722;132.1741698;114.7504365;91.8512806;165.4325397;95.08721421;141.9293958;123.4911766;113.7841564;120.4930759;119.2561363;134.1497166;0.888977922;112.9252957;126.039519;0.895951496
gene-LOC117890913;0;1.44692E-07;8761.318918;67554.71923;58980.23536;63987.75259;72303.82862;70904.84117;70839.2564;95452.5075;110126.8419;83060.36673;83993.0851;116030.4759;103991.1029;101338.2213;96213.23872;1.053266917;71349.30873;63507.56906;1.123477245
gene-LOC117902030;0;1.48039E-07;419.3241055;3806.564373;3050.188519;3921.919923;4224.256083;3531.763436;4130.176333;2952.970834;3681.658075;2809.26366;2721.296474;2820.745942;2614.030342;2718.690919;3147.96419;0.86363464;3962.065284;3592.890938;1.102751336
gene-LOC117902489;0;1.48834E-07;343.6158011;2391.908306;2878.279279;2733.670528;2572.838581;3405.173669;2953.853683;3491.660541;3238.908234;3803.942401;2677.513238;4065.030749;4772.864619;3838.469535;3511.503725;1.093112762;2977.288644;2667.952704;1.115945061
gene-LOC117899478;0;1.5706E-07;-348.7442306;1075.092569;1138.058374;1115.072746;833.3049672;656.627498;820.3989381;979.1538444;637.8767287;652.1714385;884.6458834;477.1593656;604.6967329;655.5006606;756.4006705;0.866605076;770.1104678;1109.407896;0.6941635
gene-LOC117895520;0;1.57149E-07;2718.737641;14547.1305;10813.95552;13182.25062;18107.86127;13419.42605;14421.69482;12768.29021;18894.62186;12788.89423;11691.24648;14644.20445;12164.22229;12833.22441;14817.26877;0.866099185;15316.32738;12847.77888;1.192138153
gene-LOC117890658;0;1.63415E-07;-160.5099669;1132.645704;1182.236167;1070.644066;1030.046979;992.6823479;881.9810466;986.391518;887.480666;860.9601364;1236.034413;816.6766065;870.2277706;974.3129301;911.6107735;1.06878172;968.236791;1128.508646;0.857979064
gene-LOC117898399;0;1.67927E-07;126.3749785;835.6715255;688.5973451;793.6181808;931.2961621;801.4316203;925.8191578;756.8538691;937.0052567;819.906179;745.4376479;768.0430557;778.742287;764.0743302;837.9217683;0.911868338;886.1823134;772.6290171;1.146970012
gene-LOC117894032;0;1.7136E-07;-759.3022889;2479.389072;2796.6464;2715.376366;2114.027095;1727.631572;1928.876893;1996.563964;1552.100674;1443.926332;2327.247356;1148.852934;1449.263941;1641.788077;1664.19699;0.986534699;1923.511853;2663.803946;0.722092126
gene-LOC117892247;1.1432E-255;1.73458E-07;-149.6508939;740.1333208;1753.666321;1239.647279;630.4859825;1571.898837;1087.602663;1071.175695;1911.649202;2390.513294;1021.608825;2832.674926;2492.421589;2115.568447;1791.11273;1.181147569;1096.662494;1244.482307;0.881219836
gene-LOC117895073;0;1.7586E-07;651.1986531;4877.052691;4359.195745;5116.267372;5473.833723;5181.073282;5443.23214;4584.549257;5368.465636;5586.857125;4517.53177;5557.071381;5271.572072;5115.391741;5179.957339;0.987535496;5366.046381;4784.171936;1.121624903
gene-LOC117890672;2.05485E-38;1.7781E-07;43.73687852;143.8828384;50.9005011;39.20177622;216.4921747;91.07177504;48.0131694;178.8739336;76.26786973;62.1674213;127.9817649;57.80969237;89.25413032;91.68186251;105.7697415;0.866806151;118.5257064;77.99503858;1.519657001
gene-LOC117892357;0;1.7975E-07;694.1014031;3493.475317;3671.558787;3850.485575;3747.213677;4455.231235;4710.509424;4098.591171;3766.840371;4388.081567;4209.926476;4106.323386;4540.80388;4285.684581;4084.50437;1.049254498;4304.318112;3671.839893;1.172251034
