Gene;(Intercept);Selection;WNL-NL;C_NL1_G23_C;C_NL2_G23_C;C_NL3_G23_C;W_NL1_G23_C;W_NL2_G23_C;W_NL3_G23_C;C_NL1_G9_C;C_NL2_G9_C;C_NL3_G9_C;W_NL1_G9_C;W_NL2_G9_C;W_NL3_G9_C;meanWNL9;meanNL9;meanWNL9DIVmeanNL9;meanWNL23;meanNL23;meanWNL23DIVmeanNL23
gene-LOC117898047;0;0.000106229;179.5486111;1726.594061;1395.44204;1613.370879;1813.216916;1664.792048;1732.649157;1704.989112;1665.016741;1571.780086;1503.224414;1680.151535;1532.939688;1572.105212;1647.261979;0.954374733;1736.88604;1578.468993;1.100361203
gene-LOC117894782;0;0.000106989;-1380.571035;8577.719295;8703.025301;8099.958117;7780.045099;6674.650392;6804.301116;7260.420586;5875.597445;6327.00133;8094.285304;5350.608194;6360.472462;6601.788653;6487.67312;1.017589593;7086.332203;8460.234238;0.837604729
gene-LOC117895483;0;0.000107911;-3276.001361;11212.50183;11094.38847;11195.15614;9525.655687;6726.561304;7667.494401;7534.41823;6492.673845;6297.677074;8739.807363;4486.215651;5896.350984;6374.124666;6774.92305;0.940840895;7973.237131;11167.34881;0.71397762
gene-LOC117899751;0;0.000108047;-345.0200362;3658.077284;3368.076554;3876.620093;3452.48047;3059.100924;3329.608922;2810.285268;2909.07446;2663.815354;2770.692944;2571.154889;2779.150483;2706.999439;2794.391694;0.968725839;3280.396772;3634.257977;0.902631787
gene-LOC117899294;0;0.000108258;-1613.092204;6405.663966;7422.829679;6771.453479;5832.375149;4712.05364;5303.36769;5613.332863;4024.368243;4302.454742;6320.502949;3316.257591;3866.935196;4501.231912;4646.718616;0.968690442;5282.598826;6866.649041;0.769312483
gene-LOC117903830;0;0.000108291;129.8752169;1421.562444;1444.421767;1773.662586;1517.724088;1575.541708;1881.907488;1486.824951;1692.750511;1431.02366;1402.186178;1500.299159;1741.571218;1548.018852;1536.866374;1.007256635;1658.391095;1546.548932;1.072317248
gene-LOC117903204;0;0.000108384;-35.12079271;100.1424555;166.1469187;135.0283403;79.00065323;122.9468963;97.07010336;136.4818453;151.5452477;137.2375149;111.142059;205.5455729;117.146046;144.611226;141.7548693;1.020149972;99.67255096;133.7725715;0.745089594
gene-LOC117901746;0;0.0001094;1759.024144;19173.25152;14627.65155;18241.8932;20433.06318;17125.13658;19082.10354;15506.19874;22024.57599;16362.93447;14408.05237;20354.5174;17923.34504;17561.9716;17964.56973;0.977589325;18880.1011;17347.59876;1.088340892
gene-LOC117896562;0;0.000109773;89.19180777;650.3504296;725.092044;776.1951691;705.6885274;833.3067416;851.7118746;816.8231648;746.8308283;642.7876768;864.4382363;821.2646773;754.1974012;813.3001049;735.4805566;1.105807757;796.9023812;717.2125476;1.111110484
gene-LOC117895591;0;0.000110419;245.7898416;826.4630239;688.5973451;899.0274013;1033.085465;1062.807615;1000.970206;1195.250099;1049.921324;831.6358811;1019.363531;958.906802;843.4515315;940.5739547;1025.602435;0.917094113;1032.287762;804.6959234;1.282829615
gene-LOC117891306;0;0.00011113;-127.1305767;499.561215;558.9451253;458.2252065;402.5994828;335.1441321;404.9806463;435.2943701;375.3963978;370.6585873;418.7473534;335.8467842;464.1214777;406.2385384;393.7831184;1.031630152;380.9080871;505.5771822;0.753412338
gene-LOC117903488;0;0.000111435;-48.85084537;277.4061125;258.3440527;217.7876457;206.6170931;203.0900583;199.3590295;185.0776538;210.9747565;184.1563235;199.8311767;199.1222737;142.8066085;180.5866863;193.4029113;0.93373303;203.0220603;251.1792703;0.80827554
gene-LOC117895726;6.2582E-220;0.000111743;-14.87129508;33.38081851;27.85121758;20.90761398;8.355838322;16.39291951;14.61270373;8.271626985;25.75278718;42.22692767;8.981176481;33.95172409;20.08217932;21.00502663;25.41711395;0.826412734;13.12048719;27.37988336;0.47920172
gene-LOC117893402;0;0.000111827;245.866983;1469.907077;1284.037169;1560.230693;1739.533614;1601.041805;1640.797876;1724.634226;2010.698384;1677.347405;1580.687061;1837.981172;1806.280462;1741.649565;1804.226672;0.965316383;1660.457765;1438.058313;1.154652596
gene-LOC117899185;0;0.000113041;1763.044864;17650.39555;17708.57245;18656.56088;19306.54425;18350.05195;20950.44209;25017.53582;21459.99566;27946.01533;21009.21708;27900.05867;28118.39808;25675.89128;24807.84893;1.034990633;19535.67943;18005.17629;1.085003508
gene-LOC117903601;0;0.000113616;13447.68251;93605.57042;78982.21152;82002.27549;97185.23628;96424.06326;97342.52591;131176.6305;147188.0742;125876.1255;115646.119;156910.1869;144610.6576;139055.6545;134746.9434;1.031976318;96983.94181;84863.35248;1.142824776
gene-LOC117895637;0;0.000114045;252.6075948;3077.941679;2737.102418;2624.776705;3314.229327;2833.242921;2942.372273;3927.988865;3527.141352;4458.45978;3630.640593;4382.52525;5025.007537;4346.057793;3971.196666;1.094395005;3029.948174;2813.273601;1.077018664
gene-LOC117902637;0;0.000115526;289.6425645;1673.645176;1294.601424;1630.793891;1871.707784;1718.524395;1798.406324;1608.831449;1835.381333;1536.590979;1561.602061;1452.583223;1421.372025;1478.519103;1660.26792;0.890530429;1796.212834;1533.013497;1.171687554
gene-LOC117902658;0;0.000117845;-486.7038267;2009.755487;1864.110804;1854.67959;1737.254749;1197.593842;1363.156505;1944.866295;1019.216077;1115.494673;1909.622649;866.2277714;1300.878949;1358.90979;1359.859015;0.999301968;1432.668365;1909.515294;0.75027855
gene-LOC117903764;0;0.000118409;499.9867542;3964.259964;3582.242813;3899.270008;4130.822618;4462.516977;4196.977265;4149.254886;4790.018416;4138.238912;3957.330887;4543.107729;3803.341628;4101.260081;4359.170738;0.940834927;4263.438953;3815.257595;1.117470799
gene-LOC117895480;0;0.000118829;142.3447847;832.2183374;617.5287209;791.8758796;875.8437805;795.9673138;957.1320944;901.6073414;811.2127962;829.2899407;884.6458834;765.2902132;731.8838686;793.9399884;847.3700261;0.936946038;876.3143962;747.207646;1.172785639
gene-LOC117895743;0;0.000118852;-297.8731746;2662.408042;2786.082145;2760.676196;2509.789983;2318.687392;2471.63446;2562.136459;2478.21052;2208.702911;2667.409415;2192.180239;2158.834277;2339.474644;2416.349963;0.968185354;2433.370612;2736.388794;0.889263476
gene-LOC117900742;0;0.000119027;1051.856302;3913.613205;3259.552844;4428.929562;4585.076374;4814.964746;5113.402541;4090.319544;5260.502028;5144.647355;4075.208828;4861.519844;4397.997271;4444.908648;4831.822976;0.919923737;4837.814554;3867.365204;1.250932948
gene-LOC117893299;0;0.000119545;-576.8168372;2732.622867;2375.036589;2364.302681;2261.393699;1556.416635;1951.839713;1966.579316;1519.414444;1537.763949;1933.198238;1232.355823;1518.435892;1561.329984;1674.585903;0.932367806;1923.216682;2490.654046;0.772173352
gene-LOC117895459;0;0.000119605;-481.3231514;1268.471103;1399.283587;1545.421134;1036.883574;749.5207086;1024.97679;878.8603672;777.5360745;697.9172768;1063.146766;513.8639322;531.0620754;702.6909245;784.7712395;0.89540861;937.1270241;1404.391941;0.667283111
gene-LOC117897205;0;0.000120365;332.2783794;1604.581414;1443.46138;1821.575868;1952.987302;1886.096461;1940.358303;1894.20258;2312.798387;1827.487592;1818.688237;2164.651814;1750.496631;1911.278894;2011.496186;0.950177737;1926.480689;1623.206221;1.186836684
gene-LOC117893570;0;0.000120633;407.7665581;2690.033547;2407.689741;2645.684319;2925.303034;3124.672602;2801.464058;2791.674108;3156.697413;3182.268188;2521.465297;2969.399437;3201.991925;2897.618886;3043.54657;0.952053409;2950.479898;2581.135869;1.143093602
gene-LOC117896131;0;0.000120647;-703.9999403;3333.4776;3109.732501;3471.535072;2994.428606;2230.347771;2610.455145;2020.344891;2289.026584;1827.487592;2298.058532;1592.060576;1624.425172;1838.181426;2045.619689;0.898593926;2611.743841;3304.915058;0.790260504
gene-LOC117895864;0;0.000121674;-4034.972239;15825.96116;15572.67218;15395.84425;13572.91992;9940.484245;11432.35314;10194.78026;8191.367308;8202.5807;10216.08825;6144.344446;8191.29781;8183.910168;8862.909422;0.923388673;11648.58577;15598.1592;0.746792338
gene-LOC117895364;0;0.000122317;101.1895027;991.064991;923.8921143;915.5792623;1056.633737;1083.754123;958.175859;923.3203622;1307.449195;1319.59149;874.5420599;1252.543335;1438.107175;1188.397523;1183.453682;1.004177469;1032.854573;943.5121225;1.094691365
gene-LOC117895201;0;0.000123605;-308.9715112;2442.555065;2445.144826;2422.66977;2291.778565;2061.864987;2023.859467;2585.917386;1833.400349;1804.028188;2472.068826;1628.765142;1574.219723;1891.684564;2074.448641;0.911897517;2125.83434;2436.789887;0.872391317
gene-LOC117899319;0;0.000123728;-1286.850523;4299.219212;4571.441231;4639.748003;3770.761948;2747.635453;3225.232466;3716.028423;2767.43413;2071.465396;4197.577358;1797.606148;1801.817756;2599.000421;2851.64265;0.911404667;3247.876622;4503.469482;0.721194323
gene-LOC117895400;0;0.000123895;-75.64205577;481.1442117;554.1431912;736.1222423;402.5994828;510.912658;631.4775541;627.6096975;520.9986945;768.2954896;707.2676479;445.960484;659.3648877;604.1976732;638.9679605;0.945583676;514.9965649;590.4698817;0.87218092
gene-LOC117891827;0;0.000124139;-78.10047245;271.6507989;309.2445538;316.2276615;238.521203;244.9830749;185.7900903;232.639509;251.5849209;258.0534469;305.3600004;187.1932896;210.8628829;234.4720576;247.4259589;0.947645343;223.0981227;299.0410048;0.746045255
gene-LOC117900035;0;0.000124451;102.0064098;1018.690496;911.4070857;953.909888;1080.94163;1024.557469;1046.895846;820.9589783;901.3475514;1005.235473;694.9185302;881.8272121;1006.340319;861.0286872;909.1806674;0.947038051;1050.798315;961.3358232;1.093060603
gene-LOC117891052;0;0.000124827;-1332.350131;15410.42753;16280.47726;18485.81536;14691.84263;14513.19807;16817.13447;14171.36493;15452.6628;13109.1151;11955.06854;16397.76512;13831.04317;14061.29228;14244.38095;0.987146604;15340.72506;16725.57338;0.917201743
gene-LOC117902901;0;0.000125162;-757.2475634;6587.531874;6485.49215;5966.51034;5972.905157;5326.788122;5440.100846;5713.62634;5101.032846;5864.851066;6190.27589;5187.272872;6749.843605;6042.464122;5559.83675;1.086806033;5579.931375;6346.511455;0.87921237
gene-LOC117899181;0;0.000125255;253.1935219;1710.479183;1901.56589;2172.649553;1749.408696;2241.276384;2475.809518;2108.230928;2098.852155;2098.443711;1853.490296;2108.67735;1885.493503;1949.220383;2101.842265;0.927386615;2155.498199;1928.231542;1.117862742
gene-LOC117893314;0;0.000125938;78.78475604;591.6462316;572.3905407;529.6595542;595.5433859;663.0025223;647.1340224;645.1869048;583.3996789;527.8365959;572.5500007;569.8383962;480.8566271;541.0816747;585.4743932;0.924176498;635.2266435;564.5654422;1.125160338
gene-LOC117899415;0;0.000127187;125.2821996;1183.292463;906.6051517;1067.159464;1235.144828;1089.218429;1164.84124;733.0729416;1034.073455;946.586962;799.3247068;781.8072682;823.3693522;801.5004424;904.577786;0.886049221;1163.068166;1052.352359;1.105207923
gene-LOC117903131;0;0.000128387;63.27924154;375.2464426;362.0658286;341.4910284;432.9843494;407.0908344;410.199469;531.4520338;506.1413173;441.0368001;433.3417652;518.452003;386.0241136;445.9392939;492.8767171;0.904768431;416.7582176;359.6010998;1.158945893
gene-LOC117890029;0;0.000128581;-425.6445687;2023.568239;2042.742752;2143.901584;1829.928592;1489.93424;1632.44776;1468.21379;1459.984935;1619.871864;1660.395002;1357.151349;1416.909319;1478.15189;1516.02353;0.975019095;1650.770197;2070.070858;0.797446228
gene-LOC117890710;0;0.000128802;328.8467429;2326.297732;2568.074338;2259.764611;2752.868916;2664.760138;2615.673968;2991.227109;2825.873147;2887.852665;2539.42765;2926.271571;3749.78915;3071.829457;2901.650974;1.058648847;2677.767674;2384.712227;1.122889229
gene-LOC117896066;0;0.000130213;-870.0705006;6608.251003;6575.76851;6504.8814;6181.801115;5465.21722;5420.26932;5516.141246;4627.577758;4339.989789;6084.747066;3898.024971;3956.189326;4646.320454;4827.902931;0.962388955;5689.095885;6562.966971;0.866848166
gene-LOC117891184;0;0.000130809;-307.9900402;9022.0295;9608.670066;9578.300656;8491.050978;9318.464022;9327.080039;8098.956772;8656.898461;7788.522215;7895.576774;8235.587127;8281.667617;8137.610506;8181.459149;0.994640486;9045.53168;9403.000074;0.961983581
gene-LOC117893414;0;0.000131811;208.2963552;4135.768307;3933.744387;4316.551137;4210.582893;4245.766152;4432.868053;4650.722272;4620.644316;4534.702844;3955.085593;4071.454048;4071.104019;4032.547887;4602.023144;0.876255456;4296.405699;4128.687944;1.040622531
gene-LOC117892053;0;0.000131879;190.5566504;1221.277532;1039.138532;1176.053287;1358.203538;1329.647916;1266.086402;1185.944519;1531.300346;1378.24;1130.50559;1244.284807;1141.337191;1172.042529;1365.161622;0.858537561;1317.979285;1145.489784;1.15058144
gene-LOC117897352;0;0.000132443;530.4592178;3012.331105;2417.293609;2892.219934;3234.469052;3190.24428;3345.26539;2776.164807;2928.884296;2755.307031;2588.824121;2659.245849;2572.750306;2606.940092;2820.118711;0.924407927;3256.659574;2773.948216;1.174015995
gene-LOC117893922;0;0.000134988;283.2624329;3603.977337;3317.176053;3874.006641;3969.023203;3575.477888;3973.61165;3782.201439;4167.989556;3470.818861;3412.847063;3798.005027;3168.521626;3459.791239;3807.003285;0.908796494;3839.370914;3598.386677;1.066970078
gene-LOC117895764;0;0.000136698;197.8218726;863.2970305;762.5471297;926.0330693;1019.412275;1097.414889;981.1386791;1132.178944;1385.698049;958.3166641;947.5141188;1091.043242;969.5229906;1002.69345;1158.731219;0.865337391;1032.655281;850.6257432;1.213994861
gene-LOC117894564;0;0.000137878;-2043.45953;6540.338303;7125.109767;6612.904073;5373.563663;3875.104028;5050.776668;5110.831523;3922.347586;5008.58281;5633.442948;3320.845662;4626.71098;4526.999863;4680.587307;0.967186288;4766.481453;6759.450714;0.705158104
gene-LOC117896076;0;0.000138851;-1524.392966;7576.29474;7789.697442;7476.2143;6800.892772;5530.788898;5996.427353;6566.637873;5136.690551;4928.820836;6959.289126;4192.579118;4922.365287;5358.077844;5544.049753;0.966455584;6109.369674;7614.068827;0.802379098
gene-LOC117896579;0;0.000140292;303.444307;2931.756716;2538.302347;3217.159102;3270.930892;2904.278906;3308.733631;2879.560144;3233.955775;3142.387201;2550.654121;2984.998877;2894.065176;2809.906058;3085.30104;0.910739672;3161.314476;2895.739388;1.091712358
gene-LOC117895506;0;0.000140341;349.8526775;2540.395395;2672.756501;2946.23127;2863.773679;3178.404949;3057.186374;3586.784251;2723.85249;2820.993363;3366.818533;2807.899344;2585.022749;2919.913542;3043.876701;0.959274579;3033.121667;2719.794389;1.115202561
gene-LOC117900012;0;0.000140426;-287.383554;1421.562444;1419.45171;1283.204808;1165.259635;969.9144041;1138.747126;1277.966369;877.5757478;986.4679492;1111.42059;904.7675663;820.0223223;945.4034927;1047.336689;0.902673899;1091.307055;1374.739654;0.793828164
gene-LOC117899230;0;0.000141211;-2678.701335;10685.31511;11450.69197;10671.59464;9509.703632;7333.099326;8085.000222;7883.89447;7219.694837;5951.650861;8653.36354;4949.610804;5234.754743;6279.243029;7018.41339;0.894681273;8309.267727;10935.86724;0.759817904
gene-LOC117890614;0;0.000141404;-64.14055103;417.8357628;413.9267165;346.7179319;379.0512111;318.7512126;289.122781;440.464137;270.4042654;365.9667065;472.6344123;254.1791236;449.6176815;392.1437391;358.9450363;1.092489656;328.9750682;392.8268037;0.837455757
gene-LOC117900802;0.296007451;0.000141419;9.434611161;2.302125415;0;0;20.50978497;6.375024253;2.087529104;1.033953373;2.971475444;1.172970213;6.735882361;1.835228329;0;2.857036897;1.72613301;1.655166131;9.65744611;0.767375138;12.58503909
gene-LOC117900633;0;0.000143133;125.1131386;1481.417704;1345.501925;1635.149644;1539.753116;1519.077208;1726.386569;1326.562178;1660.064281;1436.888511;1197.864413;1586.554891;1558.600251;1447.673185;1474.50499;0.981802839;1595.072298;1487.356424;1.072421023
gene-LOC117890065;0;0.000143478;1166.098628;13496.21024;12899.91567;12872.12101;14806.54551;13308.31849;14158.66615;16850.33812;16657.10085;22314.58533;16373.80737;19346.97705;20710.30526;18810.36323;18607.34143;1.010910844;14091.17671;13089.41564;1.076532146
gene-LOC117890670;0;0.000144155;-707.1098385;4306.125588;4203.613081;3729.395644;3338.53722;3200.262175;3595.768882;3610.565179;2708.004621;2985.209192;3204.03471;2673.010061;3566.818183;3147.954318;3101.259664;1.015056673;3378.189426;4079.711438;0.828046169
gene-LOC117901590;0;0.000144309;379.1498858;2762.550498;1946.70407;2285.899129;3326.383274;2054.579245;2626.111613;2209.558358;2648.575113;2161.784103;2618.012944;2179.333641;2446.678847;2414.675144;2339.972525;1.031924571;2669.024711;2331.717899;1.144660215
gene-LOC117892290;0;0.000145426;-429.9865598;3311.607409;3307.572185;3708.48803;2966.322604;3073.672408;2995.604265;2605.5625;2616.879374;2276.735184;2703.334121;2055.455729;1918.963802;2225.917884;2499.725686;0.89046486;3011.866426;3442.555875;0.874892532
gene-LOC117890069;0;0.000145533;-5131.032847;31077.54204;26938.85011;32511.33974;28499.48565;20666.00719;26052.36322;23348.73507;20376.39761;18385.13512;23448.72915;16950.16885;20024.16414;20141.02071;20703.4226;0.972835318;25072.61869;30175.91063;0.830881924
gene-LOC117897040;0;0.000145801;102.2270873;972.6479877;1000.723059;987.0136101;1019.412275;1101.968478;1108.477954;1052.564534;1064.778701;893.8033024;1086.722354;944.2249753;748.619018;926.5221159;1003.715512;0.923092355;1076.619569;986.7948857;1.091026702
gene-LOC117900204;0;0.000146207;-1167.638333;4694.03372;4771.201688;4531.725331;3979.657906;3022.672213;3561.324652;3185.610343;3080.429544;3280.797686;3493.677651;2539.038393;3073.689113;3035.468386;3182.279191;0.953866146;3521.218257;4665.65358;0.75471061
gene-LOC117895564;0;0.000147005;-1438.936492;4268.140519;5223.543877;4392.341238;3779.877408;2790.439187;3107.287072;3846.306548;2974.44692;2740.058418;4241.360593;2477.558244;2622.955755;3113.958197;3186.937295;0.977100554;3225.867889;4628.008544;0.697031533
gene-LOC117896534;0;0.000148185;-706.3600563;5695.458276;6349.117222;5449.918045;5248.985709;5228.430605;4879.599282;5147.019892;4484.946937;4406.849091;5499.847948;4377.019565;5003.809681;4960.225731;4679.605306;1.059966687;5119.005199;5831.497848;0.877819959
gene-LOC117896586;0;0.000148191;103.7493265;931.2097302;1088.118259;1039.282645;1068.028062;1152.057954;1111.609248;1087.718949;1130.151161;1378.24;1150.713237;1154.358619;1258.483237;1187.851698;1198.70337;0.990947158;1110.565088;1019.536878;1.089283882
gene-LOC117890737;0;0.000148904;412.6586896;2443.706128;2170.474198;2482.77916;2607.781178;2798.635647;2815.032997;2867.152704;2681.261342;2478.48606;2477.682062;2913.424972;2520.313505;2637.14018;2675.633369;0.985613429;2740.483274;2365.653162;1.158446774
gene-LOC117897230;0;0.000150182;407.9240664;1945.295975;1749.824774;2105.570958;2306.211377;2399.741272;2215.912144;2364.651364;2529.716095;2130.113907;2298.058532;2208.697294;1881.030796;2129.262208;2341.493789;0.909360605;2307.288264;1933.563902;1.193282654
gene-LOC117895559;0;0.00015087;-659.7431413;3538.366762;3477.560651;3531.644462;3156.228021;2532.706064;2899.577926;2621.071801;2627.774784;2784.631286;3228.732945;2006.822178;2693.243382;2642.932835;2677.825957;0.986969608;2862.837337;3515.857292;0.814264374
gene-LOC117890529;0;0.000151498;-669.9919882;3762.82399;3450.66982;3079.51731;3228.392079;2445.27716;2630.286672;2348.10811;2238.511501;2283.773005;2519.220003;2103.171665;2759.068303;2460.486657;2290.130872;1.074386921;2767.985303;3431.003707;0.806756722
gene-LOC117896228;1.80141E-58;0.00015154;408.0636778;1454.943262;1438.659446;275.2835841;1630.907716;2265.865763;420.6371146;1244.879861;928.0908304;438.6908597;1563.847355;1546.179867;290.0759235;1133.367715;870.5538505;1.301892714;1439.136865;1056.295431;1.362437839
gene-LOC117898165;0;0.000151863;467.9193423;5023.237655;4894.1312;5582.332933;5308.995821;5623.682109;5789.761971;5401.372421;4900.953499;4757.567184;5175.402947;4691.761223;4136.92894;4668.031037;5019.964368;0.929893261;5574.146634;5166.567263;1.078887848
gene-LOC117889580;0;0.000152557;351.6034046;3082.54593;3017.535367;2871.31232;3104.573747;3522.656258;3282.639517;3808.050273;3529.122336;4250.844052;3680.037063;4129.263741;4717.080787;4175.46053;3862.67222;1.080977182;3303.289841;2990.464539;1.104607594
gene-LOC117900037;0;0.000152703;256.305538;6230.702435;6220.425389;6795.845695;6491.726754;6465.18531;6878.408399;6470.480209;7770.408286;6920.524257;6614.636478;7856.612477;7239.625645;7236.9582;7053.804251;1.025965272;6611.773488;6415.65784;1.030568284
gene-LOC117898926;0;0.00015272;1254.526329;2234.212715;3079.96051;3202.349542;3940.15758;4259.426919;3824.353319;3428.589385;5203.053503;3575.21321;3374.677063;4762.417514;3439.631047;3858.908541;4068.952033;0.948378971;4007.979273;2838.840922;1.411836514
gene-LOC117902490;0;0.000153107;-73.46352636;580.1356045;592.5586637;546.2114153;502.109921;496.341174;498.919456;571.7762154;469.4931202;303.7992852;527.6441183;375.3041933;323.5462224;408.8315113;448.3562069;0.911845325;499.123517;572.9685612;0.871118506
gene-LOC117901026;0;0.000153315;798.2806044;7105.510092;5826.666796;6409.925987;7320.473992;6942.401411;7205.106704;6603.860194;8200.281734;8475.88276;6076.888537;8020.865412;7711.55686;7269.77027;7760.008229;0.936825072;7155.994036;6447.367625;1.109909416
gene-LOC117894159;0;0.000153935;17577.47028;164063.2698;139897.6263;156108.4421;171186.0597;166634.0268;168892.586;179256.4963;232370.3702;182199.8091;163161.0331;234036.5751;215494.0566;204230.5549;197942.2252;1.031768511;168904.2241;153356.4461;1.101383271
gene-LOC117902320;0;0.000154016;-414.5440604;5563.086064;5580.807771;5487.37752;4905.636717;5450.645736;4985.019501;5926.620735;5518.0299;5494.192478;5789.490889;5610.293002;6309.151337;5902.978409;5646.281038;1.045463088;5113.767318;5543.757119;0.922437114
gene-LOC117891058;1.9057E-281;0.000154786;100.3902169;466.1803965;1074.672844;654.2340875;572.7547359;1214.897479;683.6657817;869.5547868;745.8403365;1325.456341;1104.684707;1035.986392;832.2947652;990.9886214;980.2838214;1.010920103;823.7726655;731.695776;1.125840401
gene-LOC117900589;0;0.000155276;-1428.777131;7232.12699;7518.868361;7077.227333;6418.043453;5256.662855;5917.101247;6837.533657;4491.88038;5338.18744;7284.856773;4686.255538;5377.561352;5782.891221;5555.867159;1.040862039;5863.935852;7276.074228;0.80592029
gene-LOC117894412;0;0.000155284;260.312222;1677.098365;1402.164747;1521.028917;1750.927939;1764.060282;1792.143736;1878.693279;2245.444944;1809.893039;1662.640296;2145.381917;1671.28359;1826.435268;1978.010421;0.923369892;1769.043986;1533.430676;1.1536511
gene-LOC117901659;0;0.000155673;198.5539711;1145.307394;895.0805099;1194.347449;1316.424347;1174.825898;1283.830399;1413.414261;1549.129198;1337.186043;1405.554119;1393.855916;1344.390338;1381.266791;1433.243167;0.963735131;1258.360215;1078.245117;1.167044667
gene-LOC117890482;0;0.000157354;-573.3390838;2942.11628;3187.523833;3571.717389;2688.301075;2662.938702;2653.249492;1944.866295;2441.562323;2493.734673;2210.492061;1914.143147;2384.200956;2169.612055;2293.387764;0.946029315;2668.16309;3233.785834;0.825089609
gene-LOC117895451;0;0.00015779;-697.5869262;4188.717192;4307.334857;4335.71645;3913.570821;3348.709168;3488.261134;2655.192262;3145.802004;2886.679694;3318.54471;2429.842308;2889.602469;2879.329829;2895.89132;0.994281038;3583.513708;4277.256166;0.837806661
gene-LOC117900197;0;0.000157888;-1133.846658;7447.375716;7598.580466;6380.306867;6065.579;5958.826241;6016.258879;5975.216543;7021.596474;7211.42087;5716.51883;7285.856467;7913.494329;6971.956542;6736.077963;1.035017199;6013.554707;7142.087683;0.841988362
gene-LOC117893527;0;0.000159633;-1151.901807;8720.451071;7674.451024;8428.381887;8051.989656;6120.934;7176.925061;5854.243999;5076.27055;4894.804699;5314.611183;4355.914439;4685.841842;4785.455821;5275.106416;0.907177115;7116.616239;8274.427994;0.860073499
gene-LOC117890204;0;0.000160695;-823.2629337;5510.13718;6176.247596;5895.075993;4919.309907;4856.857763;5332.593097;4767.559004;4154.122671;5454.311491;4995.779418;4024.655726;5274.919102;4765.118082;4791.997722;0.994390724;5036.253589;5860.486923;0.859357534
gene-LOC117891193;0;0.000160763;132.6128004;1578.106972;1643.221837;1884.29871;1606.599823;1836.006985;2005.071705;1581.948661;1830.428874;1737.168886;1624.470296;2006.822178;1791.776666;1807.689713;1716.515473;1.053115886;1815.892837;1701.87584;1.066994898
gene-LOC117898382;0;0.000160858;-475.9709874;1715.083434;2016.812308;1901.721722;1573.17647;1234.93327;1426.826143;1436.161235;1087.560013;1073.267745;1704.178237;939.6369045;1116.792306;1253.535816;1198.996331;1.045487616;1411.645294;1877.872488;0.751725851
gene-LOC117899719;0;0.000160904;164.2998069;1076.243631;1002.643833;1033.184591;1092.335955;1284.112028;1182.585238;1100.126389;1157.884931;1136.608137;920.5705893;993.7761402;1020.844116;978.3969484;1131.539819;0.86465976;1186.344407;1037.357352;1.143621728
gene-LOC117902915;0;0.000161601;-186.6191388;1671.343051;2151.266462;1638.634246;1396.944243;1940.739526;1558.340476;1538.522619;1362.916737;1648.023149;1399.940884;1809.535133;1646.738704;1618.73824;1516.487502;1.067426034;1632.008082;1820.414586;0.896503519
gene-LOC117894091;0;0.000161792;109.0841099;1121.135077;1224.493187;1085.453626;1201.721475;1279.558439;1234.773465;1229.370561;964.7390275;1077.959626;1149.59059;1046.080148;1260.714591;1152.128443;1090.689738;1.056330139;1238.68446;1143.693963;1.08305587
gene-LOC117903388;0;0.00016235;266.9494445;1200.558404;1417.530936;1526.255821;1436.44457;1825.078372;1616.791291;1626.408656;1825.476415;1672.655524;1707.546178;1799.441377;1613.268406;1706.751987;1708.180198;0.999163899;1626.104744;1381.448387;1.177101338
gene-LOC117895672;0;0.000164989;-464.456787;2858.088702;3891.487367;3031.604027;2569.040473;3099.172505;2724.225481;3618.836806;2450.47675;2954.711967;3663.197357;2689.527116;3412.854808;3255.193094;3008.008507;1.082175494;2797.479486;3260.393366;0.85801901
gene-LOC117889743;1.0075E-152;0.000165099;-27.96408735;54.09994724;120.0483516;100.182317;44.81767827;71.94670228;76.19481231;74.44464287;90.13475514;144.2753362;160.5385296;147.7358805;148.3849917;152.2198006;102.9515781;1.478557235;64.31973095;91.44353863;0.703381911
gene-LOC117889888;0;0.000166113;1202.964449;9240.731414;8110.466637;9057.352607;9671.503047;9923.180608;10047.27758;9721.229614;11241.09161;9702.809603;8914.940305;11104.96662;10586.65553;10202.18749;10221.71027;0.998090066;9880.653745;8802.85022;1.122438017
gene-LOC117903662;0;0.000166945;159.657165;1018.690496;933.4959824;1058.447958;1166.019257;1189.397382;1088.646428;790.9743305;1427.298705;1255.078128;907.0988246;1124.077352;1035.347912;1022.174696;1157.783721;0.882871885;1148.021022;1003.544812;1.143965878
gene-LOC117896261;0;0.000167785;160.9672779;1207.46478;1049.702787;1143.820715;1251.856505;1284.112028;1298.443103;1282.102183;1435.22264;1543.6288;1176.534119;1539.756568;1468.230444;1394.840377;1420.317874;0.982062116;1278.137212;1133.662761;1.127440414
gene-LOC117896706;0;0.000167998;-2886.913586;13153.19356;16528.25706;15160.63359;12235.98579;11932.22397;12131.67539;14356.44259;16288.63789;14269.18264;15114.19737;18483.50212;16969.44153;16855.71367;14971.42104;1.125859304;12099.96172;14947.3614;0.809504861
gene-LOC117902010;0;0.000168359;28.45069182;69.06376244;76.83094506;56.62478787;98.75081653;97.44679929;85.58869328;100.2934772;67.3534434;112.6051405;106.6514707;94.51425895;131.6498422;110.938524;93.41735369;1.187557981;93.9287697;67.50649845;1.391403374
