Gene;(Intercept);Selection;C_PT1_G9_C;C_PT2_G9_C;C_PT3_G9_C;W_PT1_G9_C;W_PT2_G9_C;W_PT3_G9_C;meanWPT9;meanPT9;meanWPT9-meanPT9;meanWPT9DIVmeanPT9;C_PT1_G23_C;C_PT2_G23_C;C_PT3_G23_C;W_PT1_G23_C;W_PT2_G23_C;W_PT3_G23_C;meanWPT23;meanPT23;meanWPT23-meanPT23;meanWPT23DIVmeanPT23;meanWPT23DIVmeanPT23.DIV.meanWPT9DIVmeanPT9
gene-LOC117894684;0;3.92E-07;384.774182;260.8115626;258.0153266;475.016983;320.1193187;389.6573519;394.9312179;301.2003571;93.73086076;1.311191068;519.9168129;677.2708516;561.6492363;613.9627661;591.9209219;700.2491095;635.3775991;586.2789669;49.09863219;1.083746194;0.826535675
gene-LOC117903827;0;4.21E-07;5588.014898;4391.023468;4091.385894;6187.096203;4787.430866;4251.941024;5075.489365;4690.14142;385.3479447;1.082161263;7208.038197;5647.053842;5563.713268;5431.734569;5580.664519;5378.799121;5463.732736;6139.601769;-675.8690334;0.88991647;0.822351068
gene-LOC117900926;0;4.50E-07;3719.809288;3118.263042;2608.046815;4615.221823;4889.632548;5123.734406;4876.196259;3148.706382;1727.489877;1.548634794;466.8189256;143.2011159;232.0288512;600.3001732;433.2946316;153.339221;395.6446753;280.6829642;114.9617111;1.409578513;0.910207183
gene-LOC117891771;0;4.87E-07;2165.087212;2577.861485;2323.134138;2403.1541;2836.307842;2437.696393;2559.052779;2355.360945;203.6918336;1.086480093;2527.680675;3016.613672;3106.995775;3297.808348;3217.239255;3126.41634;3213.821315;2883.763374;330.0579404;1.114453892;1.02574718
gene-LOC117895433;0;4.89E-07;7579.270119;7476.945877;6578.89273;8911.966351;7991.157979;7720.410999;8207.84511;7211.702909;996.1422011;1.138128569;10846.34968;9821.014238;11626.33836;10110.31871;9675.139097;11084.72191;10290.05991;10764.56743;-474.5075205;0.955919499;0.83990467
gene-LOC117894537;0;4.95E-07;544.9339939;678.1100628;800.9433306;485.8128235;496.6494971;622.4126768;534.9583324;674.6624624;-139.70413;0.792927371;393.8093306;575.152023;618.4116592;489.2916063;625.988313;738.5839147;617.9546114;529.1243376;88.83027377;1.167881663;1.472873439
gene-LOC117894314;0;5.11E-07;832.0497541;787.6509191;698.3349188;696.3317137;657.9761194;633.8426257;662.7168196;772.6785307;-109.961711;0.857687632;772.1317774;834.5573232;842.4738545;637.8723035;805.9067227;776.0668354;739.9486206;816.3876517;-76.43903114;0.906369197;1.056759085
gene-LOC117894853;0;5.35E-07;498.0579514;516.406894;578.7911381;368.1381618;358.9728508;499.8004967;408.9705031;531.0853278;-122.1148247;0.770065527;425.8893042;359.1765695;379.4119841;432.0794988;472.6850527;541.798581;482.1877108;388.1592859;94.02842492;1.242241854;1.613163827
gene-LOC117890750;0;5.84E-07;516.6130515;533.098834;448.2891776;437.2315412;437.5245569;361.6020226;412.1193736;499.3336877;-87.21431413;0.825338614;384.9596827;320.4418414;258.9163146;350.9578538;337.4800939;280.2700207;322.9026561;321.4392796;1.463376548;1.004552575;1.217139921
gene-LOC117898469;0;5.94E-07;2477.594162;2868.927189;2412.791973;2720.551812;3158.961087;2514.588778;2798.033892;2586.437775;211.5961173;1.081809862;3703.577637;3669.235151;3978.348757;3877.614632;3726.120911;3407.538246;3670.424596;3783.720515;-113.2959189;0.970057006;0.896698247
gene-LOC117892110;0;6.12E-07;1349.63939;1581.561316;1459.430323;1482.268904;1777.971414;1610.583721;1623.608013;1463.543676;160.0643369;1.109367653;2140.508581;1916.78215;2313.317688;2075.860201;1994.00699;1889.479957;1986.449049;2123.53614;-137.0870902;0.935443957;0.843222672
gene-LOC117896505;0;7.18E-07;1597.691781;1853.848587;1564.031131;2113.825574;2038.965792;2089.602492;2080.797953;1671.857166;408.9407867;1.244602706;2027.67557;2405.07448;2302.363536;2474.637129;2382.588171;2863.184011;2573.46977;2245.037862;328.4319083;1.146292369;0.921010668
gene-LOC117894353;0;7.54E-07;747.0869271;510.1474165;536.9508149;469.6190627;413.0299389;409.3999911;430.6829976;598.0617195;-167.3787219;0.720131357;569.6960822;523.5057189;556.6700764;629.333183;582.3394681;631.24646;614.3063704;549.9572925;64.34907785;1.117007409;1.551116193
gene-LOC117896003;0;9.28E-07;526.3788937;598.8233477;475.1865282;357.3423213;339.5460847;414.5954224;370.4946095;533.4629232;-162.9683137;0.69450864;293.144586;396.7375179;351.5286887;211.7701891;322.5756103;234.2682544;256.2046846;347.1369309;-90.93224627;0.738050786;1.062694894
gene-LOC117894568;0;9.41E-07;25391.18968;35913.75217;38259.98701;24424.5096;33478.23038;34628.58909;30843.77636;33188.30962;-2344.533261;0.929356653;36980.46607;23226.75149;35530.28919;22328.94627;28463.30534;32890.41103;27894.22088;31912.50225;-4018.281373;0.874084416;0.940526344
gene-LOC117892143;1.45E-268;9.55E-07;2446.343467;1142.354644;1102.791377;2038.254691;934.174054;1030.773582;1334.400775;1563.829829;-229.429054;0.853290269;2294.271213;1503.611717;1353.33566;1424.325304;1426.572006;891.0712512;1247.322854;1717.072863;-469.7500095;0.726423951;0.851321031
gene-LOC117900170;0;9.58E-07;1489.290933;1650.415568;1651.69657;1685.230706;1801.62139;1796.580164;1761.144086;1597.134357;164.0097294;1.102690001;1637.184858;2187.925247;2068.343021;2013.524621;2023.815958;2237.900743;2091.747107;1964.484375;127.262732;1.064781748;0.965622021
gene-LOC117897319;0;1.10E-06;494.1516145;670.807339;640.5554248;408.0827718;550.7065852;565.2629318;508.0174296;601.8381261;-93.82069654;0.844109749;669.2546208;458.9478388;490.9451658;455.1351242;415.1963301;423.386627;431.2393604;539.7158751;-108.4765147;0.799011814;0.946573375
gene-LOC117897798;0;1.12E-06;1427.766127;874.2403578;974.2818126;1274.988766;809.1670377;809.4482057;964.5346697;1092.096099;-127.5614295;0.883195783;1292.04859;873.2920513;872.3488139;964.0667078;1009.246464;883.4042902;952.2391539;1012.563152;-60.32399789;0.940424459;1.06479727
gene-LOC117897767;0;1.17E-06;1209.011262;1272.760426;1661.658552;1298.739615;1554.985925;2000.241073;1617.988871;1381.143413;236.8454579;1.171485058;1130.542517;670.2281738;948.0320443;585.7836683;630.2467369;1184.11954;800.0499819;916.2675782;-116.2175963;0.873161946;0.745346209
gene-LOC117895461;0;1.44E-06;3291.088816;4680.002679;5541.850433;4103.498983;5303.507129;6100.475501;5169.160538;4504.313976;664.8465616;1.14760218;4587.436219;2231.355093;5904.287805;3003.20869;3318.376823;5020.15572;3780.580411;4241.026373;-460.4459616;0.891430536;0.776776614
gene-LOC117890818;0;1.46E-06;1994.184974;2206.46582;1846.951412;1530.850186;1754.321438;1673.967984;1653.046536;2015.867402;-362.8208659;0.820017494;1785.41646;1250.075315;1240.806646;1314.170649;1258.364262;1038.44728;1203.660731;1425.432807;-221.7720765;0.844417727;1.029755746
gene-LOC117895091;0;1.48E-06;6504.050894;6070.649931;5849.675668;8056.935782;7199.728423;6335.308999;7197.324401;6141.458831;1055.86557;1.171924228;9685.939603;8036.869187;7846.160165;9359.730012;8081.423953;9102.386538;8847.846834;8522.989652;324.8571827;1.038115403;0.885821265
gene-LOC117903750;0;1.66E-06;2584.041842;2655.061707;2397.849001;2818.79396;2915.70419;2506.276087;2746.924746;2545.65085;201.273896;1.07906579;3625.037012;3643.411999;3815.032313;3790.515603;3291.761673;3112.786187;3398.354488;3694.493775;-296.1392868;0.919843068;0.852443916
gene-LOC117897350;0;1.71E-06;866.2302017;1090.192332;1036.046099;1045.037363;1187.566655;1294.701495;1175.768504;997.4895442;178.2789597;1.178727648;990.0543565;1430.83738;1193.006711;1211.701203;1209.392387;1390.275604;1270.456398;1204.632816;65.82358235;1.05464203;0.894729187
gene-LOC117898790;8.90E-40;1.77E-06;29.29752655;127.2760426;99.61981724;22.6712651;48.1445941;45.71979596;38.84521839;85.39779545;-46.55257706;0.454873784;111.7268045;51.64630411;109.5415177;76.85208476;60.68254055;232.5644853;123.3663702;90.9715421;32.39482809;1.356098482;2.981263219
gene-LOC117898029;0;1.79E-06;492.1984461;281.6764876;323.764406;390.8094269;238.1890445;255.6152228;294.8712314;365.8797799;-71.00854848;0.805923824;771.0255714;450.7313813;538.7451008;771.9364958;399.2272405;239.3795618;470.1810994;586.8340179;-116.6529185;0.801216503;0.994159098
gene-LOC117899043;0;1.98E-06;7354.655749;9915.012364;8651.981127;9853.363645;11540.34367;9910.80486;10434.83739;8640.549747;1794.287645;1.207658968;12810.97151;14475.05051;15963.18663;15004.08868;14760.76184;16642.41679;15469.0891;14416.40288;1052.686222;1.073020034;0.888512454
gene-LOC117900322;0;1.99E-06;5805.793178;5375.847928;5685.30297;5033.020852;5172.587619;4866.04101;5023.88316;5622.314692;-598.4315318;0.89356136;6101.832212;6296.153983;6796.553259;7381.215786;6775.152422;6894.301755;7016.889988;6398.179818;618.7101697;1.096700966;1.227337053
gene-LOC117892069;0;2.10E-06;1266.629731;1071.413899;976.2742089;1486.58724;1169.829172;1055.711652;1237.376022;1104.772613;132.6034084;1.120027784;1340.721654;1422.620922;1248.773302;1546.434728;1370.147889;1391.127489;1435.903369;1337.371959;98.53140931;1.073675396;0.958614966
gene-LOC117902462;0;2.21E-06;1914.105068;1942.524518;1875.841159;2079.278885;2060.081842;2111.423304;2083.594677;1910.823582;172.7710954;1.090417084;3250.033184;2560.013392;2802.27119;2533.557061;2617.866091;2891.296201;2680.906451;2870.772589;-189.8661372;0.933862355;0.856426747
gene-LOC117895370;0;2.23E-06;1024.436845;944.1378566;1033.057505;831.2797202;905.4562259;842.6989664;859.8116375;1000.544069;-140.7324313;0.859344095;1095.143925;1074.008369;1029.690267;1156.19692;1037.990825;902.9976351;1032.395127;1066.280854;-33.88572706;0.968220636;1.126697259
gene-LOC117892971;0;2.33E-06;1882.854373;1897.66493;1917.681482;2004.787585;2145.390685;2063.625336;2071.267868;1899.400261;171.867607;1.090485197;2516.618616;2655.089543;3051.229185;2655.666485;2508.211676;2594.840374;2586.239512;2740.979114;-154.7396028;0.943545866;0.865253255
gene-LOC117903161;0;2.84E-06;2237.354444;1549.220682;1682.578713;2453.894551;1674.92509;1841.260873;1990.026838;1823.05128;166.9755582;1.091591257;1792.053695;1942.605302;1488.768809;1948.627305;1948.228933;1863.071536;1919.975925;1741.142602;178.8333224;1.102710325;1.010186109
gene-LOC117897255;0;3.33E-06;557.6295887;608.212564;707.3007024;809.6880392;825.2152358;792.8228253;809.2420334;624.3809517;184.8610817;1.296070982;1042.046038;855.6853567;1108.360993;1093.007428;770.7747256;992.445514;952.0758891;1002.030796;-49.95490668;0.950146336;0.733097453
gene-LOC117900080;0;3.47E-06;7992.365243;7143.107077;7850.041598;6577.90563;6757.136014;6731.200868;6688.747504;7661.837973;-973.0904684;0.872995165;6991.221824;7471.107401;6066.608418;6220.749306;6763.441756;7422.470183;6802.220415;6842.979214;-40.75879929;0.994043706;1.13865889
gene-LOC117891850;0;3.90E-06;61.52480576;90.76242379;76.70725927;113.3563255;106.4248922;125.7294389;115.1702189;76.33149627;38.83872259;1.508816471;74.11580099;111.5090657;91.6165421;90.51467761;113.9128393;134.5977607;113.0084259;92.41380292;20.59462294;1.222852239;0.810471162
gene-LOC117898767;0;4.91E-06;3379.95798;3480.269491;3523.552936;3247.388829;3280.589535;3207.659321;3245.212562;3461.260136;-216.047574;0.937581238;4408.23085;3679.799168;3901.669695;3952.758893;3906.039321;3951.040596;3936.612936;3996.566571;-59.95363428;0.984998715;1.05057426
gene-LOC117889641;0;5.14E-06;1222.683441;1232.073822;1366.783892;1660.400272;1471.366367;1506.675094;1546.147244;1273.847052;272.3001926;1.213762078;2091.835517;1819.35844;1868.180793;1186.083842;1587.327508;1828.144269;1533.851873;1926.45825;-392.6063775;0.796203018;0.655979481
gene-LOC117891538;0;5.19E-06;1022.483677;572.7421915;560.859571;739.5150758;422.3210009;501.8786692;554.571582;718.6951464;-164.1235644;0.771636743;625.0063814;579.8471416;601.4825155;625.0636227;509.9462618;568.2070024;567.7389623;602.1120128;-34.3730505;0.942912532;1.221964273
gene-LOC117891066;0;5.21E-06;3700.277603;3607.545534;3629.149942;3351.028898;3512.021443;3410.281144;3424.443828;3645.657693;-221.2138646;0.939321274;4830.801536;3875.820367;3881.753055;4074.868317;4002.918464;3951.89248;4009.893087;4196.124986;-186.2318991;0.955618124;1.017349602
gene-LOC117891276;0;5.51E-06;21804.19584;25778.61485;28052.94053;24396.44041;29539.66473;29419.64961;27785.25158;25211.91708;2573.334509;1.102068181;26546.73122;31280.05359;33957.87049;40257.68374;35852.73541;34381.20901;36830.54272;30594.8851;6235.657613;1.203813729;1.092322371
gene-LOC117898014;0;5.57E-06;1236.35562;1148.614122;1021.103127;1020.206929;992.4543521;954.9202837;989.1938551;1135.357623;-146.1637679;0.871261913;1034.302596;755.9140874;719.986521;870.990294;1052.895309;925.1466337;949.6774122;836.7344014;112.9430107;1.134980719;1.302686025
gene-LOC117895787;0;5.79E-06;1883.830957;2155.346753;2364.974461;1681.991953;1966.32658;2252.739037;1967.01919;2134.717391;-167.6982004;0.921442435;2013.294892;1981.34003;2323.276008;1666.836327;2137.728797;3019.078886;2274.548003;2105.97031;168.5776931;1.080047516;1.172126956
gene-LOC117895294;0;6.87E-06;1262.723394;1343.701171;1264.175481;1466.075143;1453.628885;1357.046671;1425.583566;1290.200015;135.3835511;1.104932219;1917.054972;1937.910184;2226.680306;1893.123021;1626.717929;1713.139853;1744.326934;2027.215154;-282.8882192;0.860454763;0.778739861
gene-LOC117895964;0;6.91E-06;737.3210849;993.1704304;913.5137241;686.6154572;798.1866917;748.1421156;744.3147549;881.3350798;-137.0203249;0.844530953;721.2463021;568.1093452;640.3199627;598.5923491;723.9320627;620.1719607;647.5654575;643.2252033;4.340254164;1.006747643;1.192079035
gene-LOC117898443;0;6.96E-06;1502.963112;1569.042361;1615.833436;1307.376287;1489.948491;1465.111643;1420.812141;1562.612969;-141.8008289;0.90925403;1629.441416;1764.190797;1841.29333;1755.643181;1826.863852;1624.543859;1735.683631;1744.975181;-9.291550273;0.994675254;1.093946488
gene-LOC117901194;0;7.39E-06;1594.762029;1967.562428;1857.909591;1436.926374;1770.369636;1756.055799;1654.450603;1806.744683;-152.29408;0.915708024;2354.006336;2777.162625;2177.884539;2514.770996;2469.885861;2536.060339;2506.905732;2436.351167;70.55456539;1.028959112;1.123675981
gene-LOC117891569;0;8.20E-06;406.2590348;461.1148427;394.4944763;487.9719916;516.9209051;491.4878065;498.7935677;420.6227846;78.17078315;1.185845337;523.2354308;541.1124135;537.7492688;520.8863523;585.533286;640.6171902;582.3456095;534.0323711;48.31323844;1.090468745;0.9195708
gene-LOC117897553;0;9.44E-06;1520.541628;1292.582104;1496.289655;1428.289701;1173.20774;1306.131444;1302.542962;1436.471129;-133.9281673;0.906765848;1575.237322;1454.312972;1419.060571;1632.679845;1628.847141;1551.281786;1604.269591;1482.870288;121.3993024;1.081867783;1.193106009
gene-LOC117894362;1.41E-258;1.00E-05;1080.102146;486.1527527;562.8519674;756.7884206;364.8853448;498.7614104;540.1450586;709.7022885;-169.5572299;0.761086821;686.9539166;570.4569045;497.9159897;569.5593393;580.2102561;494.0930456;547.9542137;585.1089369;-37.15472322;0.936499477;1.230476539
gene-LOC117900309;0;1.02E-05;1064.476798;1119.403227;1143.635502;982.4214876;986.5418581;1007.913684;992.2923431;1109.171842;-116.8794991;0.894624535;1407.094013;1294.678942;1374.248131;1261.228102;1263.687292;1058.89251;1194.602635;1358.673695;-164.0710607;0.879241748;0.982805315
gene-LOC117899065;0;1.02E-05;544.9339939;905.5377454;1024.091721;475.016983;740.7510356;715.9304412;643.8994866;824.8544868;-180.9550002;0.780621912;1056.426716;626.7983271;1495.739633;281.7909775;1004.98804;1160.266773;815.68193;1059.654892;-243.9729618;0.769761869;0.98608796
gene-LOC117900083;0;1.10E-05;702.164053;579.001669;757.110611;485.8128235;448.504903;662.9370414;532.4182559;679.4254443;-147.0071884;0.78363014;711.2904483;564.5880063;720.982353;627.6253589;656.8618863;573.3183098;619.2685183;665.6202692;-46.35175084;0.930363072;1.187247688
gene-LOC117894766;0;1.24E-05;898.4574809;705.2344653;768.0687909;762.1863409;621.6565133;695.1487158;692.99719;790.5869124;-97.58972237;0.876560412;861.7344622;649.1001403;772.7656159;689.1070267;679.2186118;747.9546449;705.4267611;761.2000728;-55.77331167;0.92672976;1.05723433
gene-LOC117895917;0;1.26E-05;339.851308;292.1089501;279.9316864;550.5878666;389.3799628;614.0999866;518.0226054;303.9639815;214.0586238;1.704223648;196.9046653;208.9327757;237.0080111;395.3612805;226.7610726;273.4549442;298.5257658;214.2818174;84.2439484;1.393145575;0.817466403
gene-LOC117898203;0;1.36E-05;3545.977297;3876.703067;4142.192001;3753.71375;4533.193624;4547.041525;4277.982966;3854.957455;423.0255114;1.109735455;5104.034414;4112.923854;4040.09034;4586.361636;4139.188029;4009.82063;4245.123432;4419.016203;-173.8927709;0.960648985;0.865655847
gene-LOC117903196;0;1.36E-05;1205.104925;1498.101616;1429.544377;1137.881591;1293.146905;1315.48322;1248.837239;1377.583639;-128.7464009;0.906541863;1429.218132;1631.553698;1936.8932;1271.475047;1490.448364;1466.945215;1409.622875;1665.888343;-256.2654681;0.846168881;0.933402985
gene-LOC117902839;6.17E-44;1.42E-05;2.929752655;4.172985002;4.980990862;3.238752157;0;3.117258815;2.118670324;4.027909506;-1.909239182;0.525997498;2.21241197;8.216457472;5.974991876;5.123472318;4.258423898;5.111307368;4.831067861;5.467953772;-0.636885911;0.883523904;1.679711227
gene-LOC117902358;0;1.44E-05;465.8306722;585.2611465;756.1144128;547.3491145;706.9653555;825.0344997;693.1163232;602.4020772;90.71424609;1.150587539;426.9955102;347.4387731;484.9701739;281.7909775;354.5137895;489.8336228;375.3794633;419.8014857;-44.42202246;0.894183265;0.777153615
gene-LOC117891219;0;1.57E-05;1303.739932;976.4784904;1030.06891;1069.867796;889.4080279;772.0410999;910.4389745;1103.429111;-192.9901362;0.825099651;1524.351847;1090.441284;1313.502381;1490.076532;996.4711922;1223.30623;1236.617985;1309.431837;-72.81385253;0.944392789;1.144580279
gene-LOC117895844;0;1.88E-05;4851.670397;4667.483724;4294.610321;5557.698701;4975.786033;4560.549647;5031.344793;4604.588147;426.7566459;1.092680742;5555.366456;5608.319114;6278.72063;5804.040224;5117.56092;5993.007889;5638.203011;5814.1354;-175.9323889;0.969740576;0.887487569
gene-LOC117899358;0;1.96E-05;4888.780597;3979.984445;2634.944166;3899.457597;3330.423413;2459.517205;3229.799405;3834.569736;-604.7703312;0.842284696;3755.569319;4645.81981;2685.758848;4960.375115;3418.449784;2707.289136;3695.371345;3695.715992;-0.344647096;0.999906744;1.187136308
gene-LOC117892608;0;1.99E-05;13529.59776;12623.27963;11157.41953;15331.17313;13134.18313;12410.84643;13625.40089;12436.76564;1188.635254;1.095574307;16085.34123;16277.97603;16151.39887;17336.1225;15741.26394;17371.62998;16816.3388;16171.57204;644.7667617;1.039870382;0.949155503
gene-LOC117899034;0;2.00E-05;1007.834913;1468.890721;1627.787814;935.9993733;1349.737919;1441.212659;1242.31665;1368.171149;-125.8544989;0.908012606;1298.685826;1584.602512;1601.297823;1330.394978;1539.420239;1609.209936;1493.008385;1494.862054;-1.853669063;0.998759973;1.099940647
gene-LOC117901760;0;2.03E-05;2100.632654;2789.640474;2973.651545;2233.659404;3298.327017;3262.730893;2931.572438;2621.308224;310.2642141;1.118362355;2424.803519;1872.178524;2867.9961;1410.662711;2212.251215;3119.601264;2247.505063;2388.326048;-140.8209842;0.941037789;0.841442655
gene-LOC117900846;0;2.19E-05;296.8816024;286.8927189;349.6655585;367.0585778;362.3514188;396.9309558;375.4469841;311.1466266;64.30035753;1.206656129;612.8381156;583.3684805;607.4575074;599.4462612;570.6288024;710.4717242;626.8489292;601.2213678;25.62756142;1.042625833;0.864062103
gene-LOC117892707;0;2.26E-05;3109.444151;3493.831693;3234.655466;4067.872709;3699.531968;3746.945096;3838.116591;3279.310437;558.8061543;1.170403554;3930.349864;4038.975737;4855.676731;4168.798642;3897.522473;5179.458133;4415.25975;4275.000777;140.258972;1.03280911;0.88243846
gene-LOC117891694;0;2.46E-05;2741.271901;2912.743531;2872.039331;3103.80415;3017.06123;3018.545619;3046.470333;2842.018254;204.452079;1.071939045;3086.314698;3427.436545;3756.278226;3419.917772;3802.772541;3769.589184;3664.093166;3423.343156;240.7500094;1.070325994;0.998495202
gene-LOC117902257;0;2.52E-05;156.2534749;193.0005563;211.1940125;180.2905367;235.6551185;295.1005012;237.0153855;186.8160146;50.19937086;1.268710212;151.5502199;190.1523015;204.1455558;204.9388927;209.727377;200.1928719;204.9530472;181.9493591;23.00368815;1.126429069;0.887853711
gene-LOC117902001;0;2.53E-05;1202.175173;693.7587565;730.2132604;1038.559858;527.9012511;666.0543002;744.1718032;875.3823966;-131.2105934;0.850110542;547.5719625;542.2861931;548.7034206;811.2164503;556.7889247;566.5032333;644.8362028;546.1871921;98.64901069;1.180613922;1.388776946
gene-LOC117901354;0;2.71E-05;1031.272935;1590.950532;1512.228826;927.3627009;1402.105723;1431.860882;1253.776435;1378.150764;-124.3743286;0.909752741;1773.248194;1299.37406;1531.589584;1370.528845;1074.187428;1045.262357;1163.32621;1534.737279;-371.4110693;0.757996972;0.833190094
gene-LOC117896559;0;2.73E-05;1209.987847;1409.425684;1346.859929;1336.525057;1529.646665;1482.77611;1449.649277;1322.091153;127.5581239;1.096482095;1505.546345;1706.675595;1452.918858;1538.749519;1611.813445;1610.913706;1587.15889;1555.046933;32.11195748;1.020650153;0.930840693
gene-LOC117890238;0;3.07E-05;2287.160239;2069.800561;1758.289774;2462.531223;2182.554933;2029.335489;2224.807215;2038.416858;186.3903567;1.091438783;2575.247533;2386.294006;2309.33436;2210.778305;2083.433892;2120.340673;2138.18429;2423.625299;-285.4410093;0.882225603;0.808314324
gene-LOC117897386;0;3.16E-05;3516.67977;3414.544978;3077.256154;3386.655172;3140.378963;2901.128871;3142.721002;3336.160301;-193.4392991;0.942017385;4377.257082;4508.487593;3864.823912;4419.848786;4021.016766;3618.805617;4019.89039;4250.189529;-230.2991393;0.945814384;1.00403071
gene-LOC117896755;0;3.16E-05;6018.688538;5117.122858;4696.078185;5716.397557;4971.562823;4411.96031;5033.306896;5277.296527;-243.9896306;0.95376617;5258.903252;5267.923019;5309.776114;5673.39168;5669.026815;5683.773794;5675.397429;5278.867462;396.5299677;1.075116485;1.127232773
gene-LOC117894347;0;3.17E-05;4963.000998;4915.776332;4256.754791;5896.688093;5186.946533;5012.552175;5365.3956;4711.84404;653.5515603;1.138703988;6778.830275;5529.675878;5949.100244;5950.059185;5463.557861;6517.768779;5977.128608;6085.868799;-108.7401909;0.982132347;0.862500138
gene-LOC117892190;0;3.31E-05;1106.469919;1284.236134;1311.992993;1394.822596;1380.145031;1538.886768;1437.951465;1234.233016;203.7184494;1.165056717;1118.374251;1399.145329;1460.885514;1540.457343;1360.566435;1679.916355;1526.980045;1326.135031;200.8450134;1.151451405;0.988322189
gene-LOC117890883;0;3.33E-05;1753.945256;1985.297615;1824.038854;1865.521242;2232.388811;1911.91874;2003.276264;1854.427241;148.8490229;1.080266844;1992.276979;2275.95872;2179.876203;2222.733074;2173.9254;2256.642203;2217.766892;2149.370634;68.39625863;1.031821528;0.955154306
gene-LOC117891308;0;3.39E-05;2901.431713;3369.685389;3547.461692;2763.735174;3224.843163;3257.535462;3082.037933;3272.859598;-190.821665;0.941695738;3653.798368;4096.490939;4283.073343;4069.744844;3852.809022;3903.33506;3941.962975;4011.120883;-69.15790798;0.982758458;1.043605083
gene-LOC117898322;0;3.40E-05;1664.099508;2006.16254;1701.506478;2177.521033;2191.845995;2024.140057;2131.169028;1790.589509;340.5795198;1.190205247;2844.055587;2658.610882;3087.079136;2697.508175;2514.599312;2787.366285;2666.491257;2863.248535;-196.7572776;0.931281803;0.782454795
gene-LOC117903798;0;3.43E-05;1792.032041;1381.258036;1218.350365;1993.991745;1473.055651;1321.717738;1596.255044;1463.880147;132.3748974;1.090427415;2578.566151;1892.132778;2141.038756;1935.818624;1797.054885;1677.360701;1803.411403;2203.912561;-400.5011578;0.818277202;0.750418772
gene-LOC117902309;0;3.50E-05;1074.24264;846.0727091;850.7532392;1185.383289;947.688326;954.9202837;1029.330633;923.6895295;105.6411035;1.114368627;1428.111926;1069.313251;1329.435692;1121.186525;1114.642455;1064.003817;1099.944266;1275.62029;-175.6760239;0.862281883;0.773785139
gene-LOC117890069;0;3.79E-05;16641.97167;17957.39771;16546.85164;20208.73387;18474.00986;19256.34679;19313.03017;17048.74034;2264.289836;1.132812735;19380.72885;20759.46669;21230.14197;23275.93474;21288.92567;27070.33571;23878.39871;20456.77917;3421.619535;1.167260912;1.030409418
gene-LOC117890631;0;3.82E-05;165.0427329;128.3192888;195.2548418;128.4705022;93.7552622;145.472078;122.5659475;162.8722878;-40.30634034;0.752527941;126.1074823;153.7651327;125.4748294;121.2555115;138.3987767;115.8563003;125.1701962;135.1158148;-9.945618597;0.926391899;1.231039869
gene-LOC117903011;0;4.00E-05;1436.555385;1455.328519;1232.297139;1617.21691;1561.743061;1326.913169;1501.957714;1374.727015;127.2306989;1.092549792;1776.566812;1674.983545;1822.372522;1642.072878;1526.644968;1981.48349;1716.733778;1757.974293;-41.24051443;0.976540889;0.8938182
gene-LOC117899301;0;4.01E-05;1058.617293;1855.935079;1623.803021;1894.670012;2289.824467;2252.739037;2145.744505;1512.785131;632.9593742;1.41840666;1794.266107;2251.309347;2393.980078;2160.397494;1964.198023;2657.879832;2260.825116;2146.518511;114.3066052;1.053252094;0.742560031
gene-LOC117896395;0;4.52E-05;23912.64117;24845.9527;20973.95632;24578.89012;25482.00455;22283.2051;24114.69992;23244.1834;870.5165248;1.03745094;27899.62114;26935.89515;24127.01719;29274.66691;27637.1711;27920.5165;28277.4515;26320.8445;1956.607007;1.074336787;1.035554304
gene-LOC117896651;0.437076462;4.55E-05;65.43114263;33.38388001;0;35.62627372;12.66963003;0;16.09863458;32.93834088;-16.8397063;0.488750622;44.24823939;44.60362627;0;21.34780132;21.29211949;3.407538246;15.34915302;29.61728856;-14.26813554;0.518249771;1.060356239
gene-LOC117890384;0;4.68E-05;45.89945826;63.63802128;32.87453969;89.60547634;75.17313816;89.36141937;84.71334462;47.47067308;37.24267155;1.784540625;78.54062493;45.77740591;74.68739845;95.63814993;64.94096445;72.41018772;77.6631007;66.3351431;11.3279576;1.170768571;0.656061596
gene-LOC117901237;0;4.75E-05;239.2631335;225.3411901;217.1712016;183.5292889;183.2873144;172.4883211;179.7683081;227.2585084;-47.49020026;0.791030045;150.4440139;171.3718273;143.399805;171.6363226;171.4015619;157.5986439;166.8788428;155.0718821;11.80696072;1.07613863;1.360426999
gene-LOC117898656;0;5.02E-05;1521.518212;1560.696391;1589.932283;1805.064535;1650.430472;1703.062399;1719.519135;1557.382295;162.1368401;1.104108568;1878.337762;2111.62957;2415.888382;1743.688412;2165.408552;2467.909574;2125.668846;2135.285238;-9.616391871;0.995496437;0.901629121
gene-LOC117901579;0;5.24E-05;915.0594126;910.7539766;806.9205196;997.5356643;1027.929316;909.2004878;978.2218227;877.5779696;100.6438531;1.11468366;1269.924471;1142.087589;1145.206776;1125.456086;1125.288515;1014.594513;1088.446371;1185.739612;-97.29324063;0.917947212;0.823504682
gene-LOC117896465;0;5.31E-05;4492.287405;5408.188562;4809.644776;5056.771701;5616.869312;5189.196841;5287.612618;4903.373581;384.2390369;1.078362179;6181.479043;6620.117163;5995.904347;6801.409502;6860.3209;6384.022903;6681.917768;6265.833518;416.0842504;1.066405251;0.988911956
