Gene;(Intercept);Selection;C_PT1_G9_C;C_PT2_G9_C;C_PT3_G9_C;W_PT1_G9_C;W_PT2_G9_C;W_PT3_G9_C;meanWPT9;meanPT9;meanWPT9-meanPT9;meanWPT9DIVmeanPT9;C_PT1_G23_C;C_PT2_G23_C;C_PT3_G23_C;W_PT1_G23_C;W_PT2_G23_C;W_PT3_G23_C;meanWPT23;meanPT23;meanWPT23-meanPT23;meanWPT23DIVmeanPT23;meanWPT23DIVmeanPT23.DIV.meanWPT9DIVmeanPT9
gene-LOC117889791;0;0.000405408;31.25069499;18.77843251;23.90875614;44.26294614;54.90173012;34.28984697;44.48484108;24.64596121;19.83887986;1.804954601;43.14203341;25.82315205;27.88329542;28.17909775;53.23029873;27.26030596;36.22323415;32.28282696;3.940407185;1.122058926;0.62165493
gene-LOC117897263;0;0.000410968;608.4119681;645.769429;618.639065;793.4942784;704.4314295;679.5624217;725.8293765;624.2734874;101.5558892;1.162678523;747.7952458;912.0267793;888.2821255;993.0997176;818.6819944;1118.524429;976.7687137;849.3680502;127.4006635;1.14999465;0.989090816
gene-LOC117902028;0;0.000415223;9270.713985;13030.14567;12459.45054;10547.53619;15951.90885;13098.72154;13199.38886;11586.77006;1612.618794;1.139177595;8285.482827;14374.10546;11537.70931;13879.48651;14495.67495;10338.47104;12904.54416;11399.0992;1505.444966;1.132067012;0.993758143
gene-LOC117892325;0;0.000420063;428.7204719;360.9632026;392.5020799;367.0585778;324.3425287;325.234003;338.8783698;394.0619181;-55.18354831;0.85996224;206.8605192;349.7863324;238.0038431;274.105769;359.8368194;248.7502919;294.2309601;264.8835649;29.34739524;1.110793568;1.291677141
gene-LOC117901691;0;0.000423482;675.7962791;904.4944991;746.1524311;572.1795477;818.4580997;701.3832334;697.3402936;775.4810698;-78.14077616;0.89923574;597.3512318;561.0666673;546.7117566;572.1210755;582.3394681;446.3875102;533.6160179;568.3765519;-34.76053403;0.938842421;1.044044825
gene-LOC117895229;0;0.000438099;1510.775786;1486.625907;1448.472143;1438.005958;1356.495055;1325.874083;1373.458365;1481.957945;-108.49958;0.92678633;1820.815051;1813.489542;1809.426706;1626.702461;1739.566162;1546.170479;1637.479701;1814.5771;-177.0973991;0.902402935;0.973690381
gene-LOC117895248;0;0.000444263;5486.450139;5310.123415;5065.667707;6054.307365;5698.799586;5176.727806;5643.278252;5287.413753;355.864499;1.067304076;7787.690133;6706.976856;7355.214999;7797.924867;6761.312544;7425.025837;7328.08775;7283.293996;44.79375339;1.006150205;0.942702485
gene-LOC117896278;0;0.000445527;3770.591667;3301.874383;3600.260195;3262.503006;3201.193187;3184.799423;3216.165205;3557.575415;-341.4102097;0.904032896;3389.415138;3887.558164;4033.119516;4255.04376;3799.578723;3817.29472;3957.305734;3770.030939;187.274795;1.049674604;1.161102222
gene-LOC117900213;0;0.000448029;1938.519673;2145.957537;1896.76132;2258.489837;2224.787033;2107.266959;2196.847943;1993.746177;203.1017661;1.10186942;2881.666591;2909.799725;3172.720686;2906.716628;2634.899787;3116.193726;2885.936714;2988.062334;-102.1256202;0.965822125;0.876530474
gene-LOC117889731;0;0.000450988;6685.695559;8243.731871;7086.953798;5295.359776;6827.241301;6735.357213;6285.986097;7338.793743;-1052.807646;0.85654214;6923.743259;5510.895404;6102.458369;6956.821495;6771.958604;6556.955469;6761.911856;6179.032344;582.8795119;1.094331843;1.277615884
gene-LOC117889932;0;0.000459952;2476.617578;4838.576109;3283.469176;1827.7358;3603.24278;3069.460847;2833.479809;3532.887621;-699.4078122;0.80202942;3210.209768;3018.961231;5472.096726;1681.352832;4806.695975;5273.165435;3920.404747;3900.422575;19.98217233;1.005123079;1.2532247
gene-LOC117899376;0.001634193;0.000462655;2.929752655;0;4.980990862;9.71625647;3.378568007;18.70355289;10.59945912;2.636914506;7.962544617;4.019644588;13.27447182;8.216457472;9.958319793;13.66259285;8.516847796;6.815076491;9.664839045;10.48308303;-0.818243983;0.921946246;0.22936014
gene-LOC117896308;0;0.000466227;1819.376399;1180.954755;1572.996914;1530.850186;1116.616726;1214.691852;1287.386255;1524.442689;-237.0564348;0.844496329;2205.774734;2250.135568;2322.280176;2546.365742;2348.52078;2393.795618;2429.560713;2259.396826;170.1638874;1.075313856;1.273319752
gene-LOC117900402;6.68E-177;0.000477943;288.0923444;645.769429;756.1144128;378.9340023;814.2348897;811.5263782;668.2317568;563.3253954;104.9063613;1.186226934;569.6960822;478.9020926;680.1532419;322.778756;511.0108678;804.179026;545.9895499;576.2504722;-30.26092232;0.947486512;0.798739672
gene-LOC117896065;0;0.000486456;1692.42045;1711.967097;1399.658432;1607.500654;1548.228789;1312.365961;1489.365135;1601.34866;-111.9835251;0.930069242;1857.319849;2135.105163;1643.122766;2059.635872;2079.175468;1570.023247;1902.944862;1878.515926;24.4289364;1.013004381;1.089170929
gene-LOC117898119;0;0.000500172;2070.358543;2095.881717;2178.685403;2013.424257;2017.849742;1927.505034;1986.259678;2114.975221;-128.7155431;0.939140874;3245.60836;3141.034313;3156.787374;3038.219084;2852.079406;2916.852738;2935.717076;3181.143349;-245.426273;0.922849666;0.982653073
gene-LOC117895841;0;0.000506226;3329.1756;2480.839583;2208.571348;3626.322832;2555.886697;2533.29233;2905.167286;2672.862177;232.3051091;1.086912491;3384.990314;3079.997772;3244.420589;3096.285104;3061.806783;3299.348906;3152.480264;3236.469558;-83.98929382;0.974049101;0.896161475
gene-LOC117894799;0;0.000506324;1855.510015;2119.876381;2113.932522;2557.53462;2227.320959;2415.875582;2400.24372;2029.772973;370.4707476;1.182518317;3028.791987;2531.842681;2609.079786;2963.928736;2464.562831;3077.007036;2835.166201;2723.238151;111.9280498;1.041101088;0.880410115
gene-LOC117903338;0;0.000509759;458.0179984;460.0715964;405.4526562;386.4910907;386.8460368;377.1883166;383.5084814;441.1807503;-57.67226895;0.869277458;549.7843745;349.7863324;310.6995775;294.5996583;336.415488;347.568901;326.1946824;403.4234281;-77.2287457;0.808566533;0.930159323
gene-LOC117893989;0;0.000516702;23.43802124;20.86492501;20.92016162;44.26294614;26.18390206;41.56345087;37.33676636;21.74103596;15.5957304;1.717340721;45.35444538;26.99693169;35.84995126;22.20171338;35.13199716;30.66784421;29.33385158;36.06710944;-6.73325786;0.813313072;0.473588649
gene-LOC117903120;0;0.000518363;1613.317129;1853.848587;1738.365811;1575.113132;1672.391164;1540.964941;1596.156412;1735.177176;-139.0207633;0.919880941;1948.028739;2106.934452;2232.655298;2272.259973;2028.074382;1895.443149;2065.259168;2095.87283;-30.61366171;0.985393359;1.071218367
gene-LOC117890320;0;0.000519694;2412.163019;2641.499506;2595.096239;2567.250876;2765.357914;2751.500448;2694.703079;2549.586255;145.1168244;1.056917794;3469.061969;3634.021762;3731.382426;3739.28088;3733.573153;3574.50762;3682.453884;3611.488719;70.96516515;1.019649837;0.964739021
gene-LOC117901311;3.55E-17;0.000525337;19.53168437;15.64869376;4.980990862;42.10377804;26.18390206;10.39086272;26.22618094;13.387123;12.83905794;1.959060281;80.75303689;22.30181314;11.94998375;100.7616222;29.80896729;6.815076491;45.79522201;38.33494459;7.460277414;1.194607753;0.609786112
gene-LOC117889623;5.90E-78;0.000531142;240.2397177;99.10839379;73.71866476;278.5326855;137.6766463;102.8695409;173.0262909;137.6889254;35.33736547;1.256646389;345.1362673;96.24993038;99.58319793;326.1944042;118.1712632;147.3760291;197.2472322;180.3231319;16.92410031;1.093854294;0.870455129
gene-LOC117893609;0.91115485;0.000557409;0;2.086492501;5.977189034;2.159168105;0;3.117258815;1.758808973;2.687893845;-0.929084872;0.654344656;2.21241197;1.173779639;0;0;2.129211949;1.703769123;1.277660357;1.128730536;0.148929821;1.131944531;1.729890388
gene-LOC117895524;1.30E-176;0.00056065;69.3374795;154.4004451;125.5209697;63.69545908;102.2016822;97.67410954;87.85708361;116.4196314;-28.56254781;0.754658665;84.07165485;111.5090657;138.4206451;85.39120529;140.5279886;113.3006467;113.0732802;111.3337886;1.739491647;1.015624113;1.345805938
gene-LOC117896762;0;0.000566134;7987.482322;7096.160995;7206.497579;8534.111933;7744.522514;7335.949078;7871.527842;7430.046965;441.4808765;1.059418316;8975.755361;8392.524417;7789.397742;9752.529556;8457.229862;8413.211928;8874.323782;8385.892507;488.4312753;1.0582444;0.998891924
gene-LOC117897379;0;0.000567585;2077.194632;2052.065375;2003.354525;2263.887758;2137.788907;2118.696908;2173.457857;2044.204844;129.2530135;1.063228993;2033.2066;2200.836823;2490.57578;2288.484302;2169.666976;2058.1531;2172.101459;2241.539734;-69.43827495;0.969022064;0.911395448
gene-LOC117899573;0;0.000587887;3637.776213;3384.290836;3144.001432;4155.319017;3498.507171;3399.890281;3684.572157;3388.689494;295.8826626;1.087314776;5308.682521;4704.508792;5549.771621;4595.754669;4316.977227;4739.8857;4550.872532;5187.654311;-636.7817797;0.877250537;0.806804577
gene-LOC117890708;0;0.000591832;489.2686934;553.963759;494.1142935;604.5670693;705.2760715;517.4649633;609.1027014;512.4489153;96.65378607;1.188611554;751.1138637;672.575733;750.8573124;718.1400365;662.1849162;756.4734905;712.2661477;724.8489697;-12.58282198;0.982640767;0.826713121
gene-LOC117896460;0;0.000596545;1954.145021;1884.102728;1842.966619;2425.825365;2216.340613;1926.465948;2189.543975;1893.738123;295.8058526;1.15620209;2421.484901;2413.290937;2448.750837;2427.671966;2461.369013;2519.874533;2469.638504;2427.842225;41.79627897;1.017215402;0.879790316
gene-LOC117892358;0;0.000600934;432.6268087;303.5846589;261.0039212;354.1035691;253.3926005;242.1071013;283.2010903;332.4051296;-49.20403926;0.851975692;235.6218748;244.1461649;170.2872685;184.4450034;253.3762219;172.0806814;203.3006356;216.6851027;-13.38446711;0.938230792;1.101241269
gene-LOC117889993;0;0.000632351;387.7039347;336.9685389;367.5971256;449.1069657;403.7388769;405.243646;419.3631629;364.0898664;55.27329646;1.151812235;530.9788727;313.3991636;455.0952145;436.349059;352.3845776;354.3839775;381.0392047;433.1577503;-52.11854556;0.87967768;0.763733578
gene-LOC117893522;0.310657489;0.000640168;1.953168437;73.02723753;4.980990862;1.079584052;2.533926005;0;1.204503353;26.65379894;-25.44929559;0.045190682;0;0;13.94164771;0;9.581453771;1.703769123;3.761740965;4.647215903;-0.885474939;0.809461201;17.91212623
gene-LOC117898615;0;0.000641061;856.4643595;896.1485291;888.6087698;724.4008991;865.7580518;768.9238411;786.3609307;880.4072195;-94.0462888;0.893178649;1046.470862;1162.041842;1226.864999;908.5624243;993.2773743;995.0011677;965.6136554;1145.125901;-179.5122454;0.843237983;0.944086588
gene-LOC117901825;0;0.000643232;2629.9413;2640.45626;2747.514559;2831.748969;2827.01678;2797.220243;2818.661998;2672.637373;146.0246244;1.054636901;2459.095904;3013.092333;2508.500756;2659.936045;3063.935995;2895.555624;2873.142555;2660.229664;212.9128903;1.08003553;1.024082818
gene-LOC117901859;0;0.000649725;1277.372158;1601.382994;1269.156472;1879.555835;1609.887655;1867.23803;1785.560507;1382.637208;402.923299;1.291416502;1877.231556;2017.727199;2115.147124;2034.01851;2084.498498;2504.54061;2207.685873;2003.368626;204.3172464;1.101986845;0.853316373
gene-LOC117893711;0;0.000657879;220.7080334;360.9632026;312.8062261;215.9168105;294.7800586;245.2243601;251.9737431;298.159154;-46.18541097;0.845098128;206.8605192;296.9662486;233.0246832;263.8588244;289.5728251;245.3427537;266.2581344;245.6171503;20.64098406;1.084037226;1.28273533
gene-LOC117897307;0;0.000662039;100.5881745;111.6273488;72.72246658;71.25254745;64.19279214;63.38426257;66.27653405;94.97932996;-28.7027959;0.697799554;48.67306333;68.07921905;47.79993501;55.50428344;56.42411665;66.44699579;59.45846529;54.85073913;4.607726163;1.084004814;1.553461605
gene-LOC117901033;0;0.000675128;1235.379036;1304.057813;1141.643106;1467.154727;1478.123503;1179.362918;1374.880383;1227.026652;147.8537312;1.120497571;1810.859197;1595.166529;1649.097758;1771.013598;1747.018404;1898.850687;1805.627563;1685.041161;120.5864018;1.071562882;0.956327715
gene-LOC117896402;0;0.000703393;1385.773006;1425.074378;1436.517765;1522.213514;1458.696737;1584.606564;1521.838938;1415.788383;106.0505555;1.074905655;1424.793309;1929.693726;1584.368679;1877.752604;1877.964939;2024.077718;1926.59842;1646.285238;280.3131825;1.170270118;1.088718915
gene-LOC117902057;0;0.000713324;5559.693955;5962.152321;6122.633967;6325.282962;6164.197329;6556.634375;6348.704889;5881.493415;467.211474;1.079437558;8135.038813;7576.747568;8768.300578;8024.211561;7656.646169;7994.936609;7891.931446;8160.028986;-268.09754;0.967145026;0.895971257
gene-LOC117896543;0;0.000718626;4895.616687;5254.831363;5001.911023;5228.425565;5586.4622;5064.506488;5293.131418;5050.786358;242.3450599;1.047981649;7354.057387;6895.955378;7295.46508;6891.924179;6266.270766;6173.607416;6443.934121;7181.825949;-737.891828;0.897255679;0.856174991
gene-LOC117897127;1.56E-224;0.000723468;116.213522;283.7629801;157.3993112;82.04838797;117.4052382;115.3385762;104.9307341;185.7919378;-80.86120365;0.564775498;103.9833626;113.856625;95.59987001;178.4676191;85.16847796;143.1166063;135.5842344;104.4799525;31.10428193;1.297705743;2.297737329
gene-LOC117901687;0;0.000729214;1242.215126;1093.32207;1047.004279;1164.871192;1010.191834;935.1776445;1036.74689;1127.513825;-90.76693477;0.919498162;1428.111926;1286.462484;1225.869167;1424.325304;1273.268746;1201.157232;1299.58376;1313.481192;-13.8974319;0.98941939;1.076042814
gene-LOC117896571;0;0.000736951;209.965607;172.1356313;170.3498875;183.5292889;114.0266702;145.472078;147.6760124;184.1503752;-36.47436286;0.80193164;170.3557217;95.07615074;171.2831004;138.3337526;109.6544154;91.15164807;113.0466053;145.5716576;-32.52505228;0.776570159;0.968374511
gene-LOC117902046;0.004614741;0.000750401;6.836089529;19.82167876;11.95437807;4.318336209;10.13570402;10.39086272;8.281634316;12.87071545;-4.589081136;0.64344786;0;3.521338916;4.979159897;5.97738437;3.193817924;9.370730175;6.180644156;2.833499604;3.347144552;2.181275814;3.38998068
gene-LOC117893819;0;0.000758765;100.5881745;99.10839379;114.5627898;77.73005176;79.39634817;77.93147038;78.35262344;104.7531194;-26.40049593;0.747974131;92.92130273;96.24993038;86.6373822;99.90771019;113.9128393;94.55918631;102.7932453;91.9362051;10.85704016;1.118093195;1.494828695
gene-LOC117897213;3.09E-72;0.000763009;13.67217906;7.302723753;10.9581799;19.43251294;18.58212404;38.44619205;25.48694301;10.6443609;14.84258211;2.394408011;14.3806778;5.868898194;3.983327917;3.415648212;18.09830157;12.77826842;11.4307394;8.077634638;3.353104762;1.415109733;0.591006097
gene-LOC117895186;0;0.000766206;481.4560197;435.0336864;369.589522;720.0825629;483.979867;649.4289198;617.8304499;428.693076;189.1373739;1.441195308;486.7306333;522.3319393;507.8743094;619.9401504;579.1456502;743.6952221;647.5936742;505.6456274;141.9480469;1.280726341;0.888655641
gene-LOC117895562;0;0.000774148;1494.173854;1292.582104;1167.544258;1390.504259;1164.76132;1105.587793;1220.284458;1318.100072;-97.81561451;0.925790449;1363.951979;1346.325246;1147.19844;1305.631529;1010.31107;1140.673428;1152.205342;1285.825222;-133.6198796;0.896082393;0.967910605
gene-LOC117901762;0.004590461;0.000823401;5.85950531;8.345970003;8.965783551;0;2.533926005;0;0.844642002;7.723752955;-6.879110953;0.109356424;5.531029924;3.521338916;3.983327917;9.393032582;4.258423898;2.555653684;5.402370055;4.345232253;1.057137802;1.243286835;11.36912484
gene-LOC117895429;0;0.000823663;144.5344643;106.4111175;151.4221222;215.9168105;113.1820282;194.3091328;174.4693238;134.122568;40.34675581;1.300820037;238.9404927;245.3199445;284.8079461;228.8484302;308.7357326;270.8992905;269.4944844;256.3561278;13.13835667;1.05125041;0.808144386
gene-LOC117898089;0;0.000824573;279.3030865;316.1036139;287.9012718;354.1035691;342.0800107;333.5466932;343.2434244;294.4359907;48.80743365;1.165765855;256.6397885;257.0577409;243.9788349;222.8710458;262.9576757;240.2314463;242.0200559;252.5587881;-10.53873216;0.958272162;0.822010834
gene-LOC117891341;0;0.000856511;1095.727493;1250.852254;1356.821911;966.2277268;1190.100581;1100.392362;1085.573556;1234.467219;-148.893663;0.879386297;1662.627595;1674.983545;1902.03908;1336.372363;1283.914805;1330.643685;1316.976951;1746.550073;-429.5731224;0.754044771;0.857467048
gene-LOC117889987;0;0.000862812;1057.640709;1129.835689;1069.916837;853.9509853;1075.229268;943.4903347;957.5568628;1085.797745;-128.2408822;0.881892477;602.8822617;687.8348683;563.6409003;495.2689907;656.8618863;379.0886298;510.4065023;618.1193435;-107.7128412;0.825741028;0.936328464
gene-LOC117900074;0;0.000865753;220.7080334;258.7250701;235.1027687;172.7334484;184.9765984;219.2472033;192.3190834;238.178624;-45.85954068;0.807457362;158.1874558;142.0273363;144.395637;107.5929187;169.27235;89.44787895;122.1043825;148.2034764;-26.09909385;0.823896885;1.020359618
gene-LOC117894054;0;0.000866547;1749.062335;1536.701727;1237.27813;1653.922768;1310.039745;964.2720602;1309.411524;1507.680731;-198.2692064;0.868493904;2496.706908;1657.37685;1518.643768;1737.711028;1676.75441;1332.347454;1582.270964;1890.909175;-308.6382115;0.836777876;0.963481577
gene-LOC117900463;0;0.00087454;794.9395538;1497.058369;1104.783773;660.70544;990.7650681;975.7020091;875.7241724;1132.260565;-256.536393;0.773429897;1158.197666;935.5023721;1442.960538;876.1137663;1148.709847;1456.7226;1160.515404;1178.886859;-18.37145449;0.98441627;1.272793144
gene-LOC117903535;0;0.000878284;7573.410614;7739.843932;7027.181908;8909.807183;7981.866917;7982.260739;8291.311613;7446.812151;844.4994621;1.113404158;9539.920413;9007.584948;8769.29641;9396.44823;9362.14494;10287.35796;9681.983711;9105.60059;576.3831209;1.063299847;0.95499899
gene-LOC117903152;0;0.000886036;69.3374795;68.85425253;43.83271958;124.152166;77.70706417;110.1431448;104.0007917;60.67481721;43.32597445;1.714068479;45.35444538;92.72859146;71.69990251;60.62775576;92.62071979;78.37337965;77.20728506;69.92764645;7.279638613;1.10410244;0.644141382
gene-LOC117902061;0;0.000892386;694.3513793;743.8345765;786.9965562;909.009772;793.9634817;872.8324682;858.6019073;741.727504;116.8744033;1.15757054;1214.614171;950.7615074;1097.406841;1132.287382;912.3673202;1132.154582;1058.936428;1087.594173;-28.65774518;0.973650332;0.841115335
gene-LOC117891835;0;0.000902487;401.3761138;531.0123415;441.3157904;435.0723731;594.6279693;523.6994809;517.7999411;457.9014152;59.8985259;1.130810965;298.6756159;242.9723852;299.7454258;234.8258146;391.7749986;344.1613628;323.587392;280.4644756;43.12291636;1.15375536;1.020290213
gene-LOC117901261;0;0.000906386;417.0014612;418.3417464;358.6313421;249.3839161;349.6817887;297.1786737;298.7481262;397.9915166;-99.2433904;0.750639433;522.1292249;301.6613672;285.8037781;298.0153065;309.8003386;195.0815646;267.6324032;369.86479;-102.2323868;0.723595245;0.963971799
gene-LOC117900432;0;0.000909522;3570.391902;3575.2049;3929.005592;3345.630978;3473.167911;3490.290787;3436.363225;3691.534131;-255.1709061;0.930876731;5283.239784;4571.871693;4581.822937;5029.541992;4472.409699;4557.582403;4686.511365;4812.311471;-125.8001064;0.973858694;1.046173636
gene-LOC117892319;0;0.00091253;682.6323686;664.5478615;602.6998943;530.0757697;567.5994252;598.5136925;565.3962958;649.9600415;-84.56374569;0.869893931;472.3499555;613.8867511;405.3036156;541.3802416;645.1512206;468.5365088;551.6893236;497.1801074;54.50921623;1.10963676;1.27560007
gene-LOC117889610;0;0.000925462;2969.792608;3525.12908;3004.533688;4378.792916;3578.748162;3872.674535;3943.405204;3166.485125;776.9200787;1.245357249;4608.454133;4300.728597;5407.367648;4537.688649;4395.758069;5803.889517;4912.445412;4772.183459;140.2619526;1.029391568;0.826583351
gene-LOC117896185;0;0.000950438;3393.630159;3651.361876;3614.206969;3312.163872;3509.487517;3360.405003;3394.018798;3553.066335;-159.0475374;0.955236542;4828.589124;4852.405027;5494.00503;5114.079285;4398.951887;4375.279107;4629.43676;5058.33306;-428.8963005;0.915209952;0.95809772
gene-LOC117890412;0;0.000953364;1732.460403;1935.221795;1881.818348;2392.35826;2348.104765;1966.990312;2235.817779;1849.833515;385.9842639;1.20865892;2263.297445;2394.510463;2651.900561;2520.74838;2577.411064;2704.733482;2600.964309;2436.56949;164.3948193;1.067469785;0.883185295
gene-LOC117894007;1.33E-25;0.00097212;15.62534749;8.345970003;11.95437807;6.477504314;3.378568007;2.078172543;3.978081621;11.97523186;-7.997150234;0.332192451;4.424823939;17.60669458;8.962487814;11.10085669;12.77527169;17.88957579;13.92190139;10.33133545;3.590565946;1.347541319;4.056507951
gene-LOC117895731;4.72E-291;0.000972699;31.25069499;38.60011127;23.90875614;21.59168105;12.66963003;18.70355289;17.65495465;31.25318746;-13.59823281;0.56490093;25.44273765;21.1280335;17.92497563;26.47127364;38.32581508;22.1489986;28.98202911;21.49858226;7.483446848;1.348090249;2.386418889
gene-LOC117899263;0;0.000978274;2607.479863;2486.055815;3634.130933;2458.212887;2363.308321;3472.62632;2764.715843;2909.222204;-144.5063608;0.95032818;1227.888643;1307.590518;1202.965031;1379.067965;1305.206925;1437.98114;1374.085343;1246.148064;127.9372794;1.102666194;1.160300428
gene-LOC117893991;0;0.000987485;1213.894183;1229.987329;1280.114652;1133.563255;1148.713122;1162.737538;1148.337972;1241.332055;-92.99408294;0.925085248;1601.786266;1476.614786;1483.789649;1451.65049;1324.369832;1400.498219;1392.172847;1520.730234;-128.5573865;0.915463385;0.989598944
gene-LOC117899394;0;0.000989025;297.8581866;324.4495839;285.9088755;256.9410044;240.7229705;275.357862;257.6739457;302.738882;-45.06493633;0.851142555;497.7926932;306.3564857;345.5536968;420.9786421;344.9323358;379.0886298;381.6665359;383.2342919;-1.567756021;0.995909145;1.170085009
