Gene;(Intercept);Selection;C_PT1_G9_C;C_PT2_G9_C;C_PT3_G9_C;W_PT1_G9_C;W_PT2_G9_C;W_PT3_G9_C;meanWPT9;meanPT9;WPT-PT;meanWPT9DIVmeanPT9;C_PT1_G23_C;C_PT2_G23_C;C_PT3_G23_C;W_PT1_G23_C;W_PT2_G23_C;W_PT3_G23_C;meanWPT23;meanPT23;WPT23-PT23;meanWPT23DIVmeanPT23
gene-LOC117890021;0;8.23E-09;56063.74681;54405.29196;65919.42926;51530.70598;63605.76595;62944.72908;59360.40034;58796.15601;3043.671232;1.009596619;51001.62693;51187.35627;52466.40366;52759.8101;55171.07542;55855.51504;54595.46685;51551.79562;3043.671232;1.059041032
gene-LOC117895067;0;8.79E-09;3350.660453;3402.026023;3213.735304;3447.111879;3397.150131;3336.506018;3393.589343;3322.140593;465.4983397;1.021506841;3730.126581;4213.868903;4026.148692;4373.737535;4615.0669;4377.834761;4455.546399;3990.048059;465.4983397;1.116664845
gene-LOC117890306;0;9.13E-09;2513.727778;1485.582661;1753.308783;2119.223495;1761.923216;1724.883211;1868.67664;1917.539741;-238.3673968;0.974517816;2607.327506;1881.568761;1919.964056;2223.586986;1733.178527;1736.992621;1897.919378;2136.286774;-238.3673968;0.888419757
gene-LOC117903542;0;9.25E-09;4754.011975;4661.224247;4802.671389;4704.8273;4262.063541;4335.067926;4433.986255;4739.302537;-814.6997512;0.935577803;6927.061877;5871.245753;5993.912683;5840.758442;5424.16744;5083.195178;5449.373687;6264.073438;-814.6997512;0.8699409
gene-LOC117895163;0;9.90E-09;767.5951956;830.4240153;472.1979337;576.4978839;521.9887571;541.3639476;546.6168629;690.0723816;144.6732932;0.792115258;649.3429131;619.7556493;535.7576049;754.0043427;750.5472121;734.3244919;746.2920156;601.6187224;144.6732932;1.240473389
gene-LOC117890237;0;9.93E-09;10710.19912;9447.638044;11788.01297;9011.288084;11890.02546;9628.173394;10176.49565;10648.61671;521.2066381;0.955663625;12635.08476;12288.29904;11503.85102;13362.86972;12700.74928;11927.23574;12663.61825;12142.41161;521.2066381;1.042924475
gene-LOC117902303;0;1.06E-08;9912.329817;7168.144987;9671.091857;8245.862991;10453.28941;9288.392183;9329.181529;8917.188887;466.2488007;1.046202076;6580.819404;7178.836271;6915.057264;7229.21944;7525.699634;7318.540267;7357.81978;6891.57098;466.2488007;1.067654937
gene-LOC117899953;0;1.12E-08;9581.267767;8857.160666;8137.94287;11091.64655;7366.122898;10051.08151;9502.950319;8858.790434;1677.033031;1.072714203;6966.885293;7999.308238;7767.489439;8670.622985;9000.178909;10093.98017;9254.927354;7577.894323;1677.033031;1.221305941
gene-LOC117896322;0;1.18E-08;1806.680804;2063.541083;2321.141742;1647.445264;2126.808561;2057.390818;1943.881547;2063.787876;-216.2554228;0.941899877;2296.483625;2197.315484;2296.388544;2065.613256;1958.874993;2116.933135;2047.140461;2263.395884;-216.2554228;0.904455326
gene-LOC117892068;0;1.25E-08;1093.774325;1014.035355;979.2628034;974.8643992;956.134746;954.9202837;961.973143;1029.024161;-177.0064666;0.934840191;1267.712059;1102.179081;1240.806646;1045.188353;1007.117252;1027.372781;1026.559462;1203.565929;-177.0064666;0.852931641
gene-LOC117891407;0;1.26E-08;144175.0813;107661.9698;149839.1633;121691.794;157217.439;115033.0848;131314.1059;133892.0715;13225.08249;0.980745943;105545.3254;110330.5909;112953.2381;125726.595;123145.1023;119632.7046;122834.8006;109609.7181;13225.08249;1.120656113
gene-LOC117896701;1.35E-19;1.36E-08;83.98624278;131.4490276;462.235952;44.26294614;100.5123982;306.5304502;150.4352648;225.8904074;-144.8148261;0.665965707;65.26615311;201.8900979;746.8739845;46.96516291;86.23308394;446.3875102;193.1952523;338.0100785;-144.8148261;0.571566544
gene-LOC117901465;0;1.41E-08;1500.033359;1605.555979;1554.069149;1332.20672;1741.651808;1586.684737;1553.514422;1553.219496;208.1054625;1.00018988;1867.275702;2034.160114;1837.310002;2151.858373;2188.829884;2022.373949;2121.020735;1912.915273;208.1054625;1.108789692
gene-LOC117900173;0;1.54E-08;425.7907192;610.2990565;462.235952;491.2107438;489.047719;594.3573474;524.8719367;499.4419092;112.3257783;1.050916888;455.7568658;599.8013954;544.7200927;547.3576259;701.5753372;688.3227256;645.7518963;533.426118;112.3257783;1.2105742
gene-LOC117901617;0;1.65E-08;352.5469028;469.4608127;368.5933238;489.0515757;407.1174449;336.663952;410.9443242;396.8670131;-104.1192853;1.035471104;613.9443216;586.8898194;480.986846;518.3246161;456.7159631;394.4225519;456.4877104;560.6069957;-104.1192853;0.814274017
gene-LOC117898117;0;1.70E-08;830.0965856;1111.057257;1191.453014;945.7156298;1145.334554;1096.236017;1062.428734;1044.202285;-172.7071487;1.017454902;1525.458053;1462.52943;1484.785481;1379.921878;1297.754683;1276.974958;1318.217173;1490.924321;-172.7071487;0.884161023
gene-LOC117898617;0;1.70E-08;4514.748842;4763.462379;4672.169428;4371.235828;4426.768731;4637.442031;4478.482197;4650.126883;-702.9325325;0.963088171;6326.392027;5264.40168;5714.083897;5655.459527;4798.179127;4742.441353;5065.360002;5768.292535;-702.9325325;0.878138543
gene-LOC117901659;0;1.83E-08;1210.964431;1220.598113;1367.780091;1330.047552;1239.089817;1071.297946;1213.478438;1266.447545;-169.3362923;0.958175049;1519.927023;1335.761229;1467.856338;1352.596692;1215.780023;1247.158998;1271.845238;1441.18153;-169.3362923;0.882501761
gene-LOC117902926;0;1.87E-08;4839.951386;5426.966995;4898.306414;5388.204005;5225.800065;5153.867908;5255.957326;5055.074932;-373.2689079;1.039738757;6924.849465;6445.223997;7010.657134;6543.528062;6197.071378;6520.324433;6420.307957;6793.576865;-373.2689079;0.945055614
gene-LOC117903900;0;1.92E-08;184.5744173;150.2274601;159.3917076;161.9376078;157.1034123;188.0746152;169.0385451;164.731195;-65.43929715;1.02614775;228.9846389;187.8047422;214.1038756;152.8502575;152.2386544;129.4864533;144.8584551;210.2977522;-65.43929715;0.688825504
gene-LOC117893335;0;1.93E-08;1220.730273;1315.533522;1206.395987;1441.24471;1435.891403;1064.024342;1313.720152;1247.55326;-244.6437639;1.053037328;1965.728035;1768.885916;2120.126284;1815.417025;1475.543881;1829.848038;1706.936314;1951.580078;-244.6437639;0.874643236
gene-LOC117898345;0;2.11E-08;1086.938235;1022.381325;1044.015685;1107.653238;963.7365241;964.2720602;1011.887274;1051.111748;-173.6842893;0.962682869;1367.270597;1091.615064;1215.910847;1108.377845;946.4347114;1098.931084;1051.24788;1224.932169;-173.6842893;0.858209055
gene-LOC117898373;0;2.12E-08;678.7260318;526.8393565;862.7076173;481.4944873;592.9386853;800.0964292;624.8432006;689.4243352;-177.6917844;0.906326001;970.1426487;701.920224;973.9236758;788.1608249;610.0192234;714.731147;704.3037318;881.9955162;-177.6917844;0.798534368
gene-LOC117890976;0;2.14E-08;8040.21787;6854.127865;7697.623278;7417.822023;7902.470569;6391.419657;7237.237416;7530.656338;667.0072649;0.96103674;8974.649155;7615.482297;8224.576317;9401.571703;8454.036044;8960.121817;8938.576521;8271.569256;667.0072649;1.08063854
gene-LOC117902346;0;2.16E-08;291.0220971;471.5473052;808.912916;329.2731359;669.8011074;542.4030338;513.8257591;523.8274394;108.9477687;0.980906536;482.3058094;529.3746171;523.8076211;648.1192482;636.6343728;577.5777326;620.7771179;511.8293492;108.9477687;1.212859557
gene-LOC117890123;0;2.27E-08;2147.508696;2650.888722;2374.936443;3037.949523;2329.522641;2996.724808;2788.065657;2391.111287;253.2566985;1.166012503;2909.32174;2795.9431;3126.912415;3228.641472;2974.509093;3388.796785;3197.315783;2944.059085;253.2566985;1.086022967
gene-LOC117894795;0;2.42E-08;1004.905161;1141.311398;1150.608889;1015.888593;1269.496929;1103.509621;1129.631714;1098.941816;-161.2720432;1.027926773;1400.456777;1210.166808;1386.198115;1203.162083;1084.833488;1225.009999;1171.001857;1332.2739;-161.2720432;0.878949784
gene-LOC117891950;0;2.61E-08;4629.985779;2433.893502;3391.058579;3970.710144;2832.929274;2947.887753;3250.509057;3484.979287;272.1028402;0.932719764;3642.736308;3119.90628;3579.020134;3835.772942;3471.680083;3850.518217;3719.323747;3447.220907;272.1028402;1.078933972
gene-LOC117897972;0;2.62E-08;966.8183762;742.7913303;836.8064648;772.9821814;806.6331117;738.7903392;772.8018774;848.8053904;-140.8832678;0.910458258;1136.073546;951.9352871;1001.806971;945.2806426;849.5555677;872.3297909;889.0553337;1029.938602;-140.8832678;0.863211974
gene-LOC117901035;0;3.01E-08;1320.341863;1431.333856;1405.635621;1296.580447;1445.182465;1199.105558;1313.622823;1385.770447;-269.4944361;0.947936815;1888.293616;1893.306557;2082.284669;1729.171907;1618.201081;1708.028546;1685.133845;1954.628281;-269.4944361;0.862124968
gene-LOC117901989;0;3.02E-08;82563.35957;36927.78753;62880.02864;64244.96737;57888.38424;58378.984;60170.77853;60790.39191;18451.19873;0.98980738;174782.758;169396.3561;147678.895;200918.6748;180023.8057;166269.1249;182403.8685;163952.6697;18451.19873;1.112539788
gene-LOC117900584;0;3.11E-08;3520.586107;3901.740977;3550.450286;4431.692534;3474.012553;4174.009553;4026.571547;3657.592457;-257.8595738;1.100880318;3323.042779;3440.348121;3384.832898;3121.048553;3099.067992;3154.528531;3124.881692;3382.741266;-257.8595738;0.923772008
gene-LOC117897542;0;3.17E-08;5357.541022;4542.294174;5407.36368;5045.97586;4837.264744;5151.789735;5011.67678;5102.399625;477.20777;0.982219573;5278.81496;5208.060257;5099.655566;5964.57569;5659.445361;5394.133043;5672.718031;5195.510261;477.20777;1.091850029
gene-LOC117902455;0;3.27E-08;2503.961936;2094.838471;3133.043252;2194.794378;2710.456184;3115.180643;2673.477068;2577.28122;188.8345529;1.037324545;1207.976935;2200.836823;1561.464544;1297.94632;2420.913986;1817.921654;1845.593987;1656.759434;188.8345529;1.113978257
gene-LOC117897301;0;3.45E-08;3403.396001;3130.781997;3177.87217;3423.36103;2843.064978;3099.594349;3122.006785;3237.350056;-461.6868708;0.964371085;4588.542425;4254.951191;4650.535343;4100.485678;3990.143193;4018.339476;4036.322782;4498.009653;-461.6868708;0.897357519
gene-LOC117900564;0;3.48E-08;601.5758785;682.2830478;774.0459799;614.2833257;886.8741019;677.4842492;726.2138923;685.9683021;-170.7086355;1.058669752;1000.01021;962.4993038;1107.365161;874.4059422;827.1988422;856.1439842;852.5829229;1023.291558;-170.7086355;0.833176934
gene-LOC117894185;0;3.49E-08;5639.773861;4888.651929;3816.435198;5589.006639;4342.304531;4872.275528;4934.528899;4781.62033;305.5190231;1.0319784;4348.495726;4786.673367;4133.698546;4731.526685;4982.355961;4471.542063;4728.474903;4422.95588;305.5190231;1.069075756
gene-LOC117893052;0;3.52E-08;337.8981396;374.5254039;189.2776528;547.3491145;265.2175886;406.2827322;406.2831451;300.5670654;78.98677343;1.351722101;272.1266723;308.704045;219.0830354;361.2047984;375.805909;299.8633656;345.624691;266.6379176;78.98677343;1.296232337
gene-LOC117890783;0;3.83E-08;163298.5535;111020.1795;143538.2099;134403.8962;143482.7154;127305.7328;135064.1148;139285.6476;9973.412484;0.969691545;111257.7731;116427.2024;108052.7489;123889.8302;128503.2642;113264.8675;121885.9873;111912.5748;9973.412484;1.08911789
gene-LOC117900058;0;3.87E-08;3970.791432;3948.687058;4019.659626;3464.385224;4015.428077;4308.051683;3929.288328;3979.712705;-299.4337613;0.987329644;4734.561615;4425.149238;4633.6062;4459.12874;4112.57288;4323.314149;4298.33859;4597.772351;-299.4337613;0.934874165
gene-LOC117900894;0;3.94E-08;251.9587283;266.0277939;219.1635979;310.920207;177.3748204;274.3187757;254.2046011;245.7167067;117.3229644;1.034543416;179.2053695;271.1430966;301.7370897;314.2396355;405.6148763;384.1999372;368.0181497;250.6951853;117.3229644;1.467990497
gene-LOC117894123;0;4.02E-08;1194.362499;1608.685718;1212.373176;1506.019753;1388.591451;1405.883726;1433.49831;1338.473798;-184.649286;1.070994675;1779.88543;1750.105441;1832.330842;1640.365054;1546.872481;1621.13632;1602.791285;1787.440571;-184.649286;0.896696266
gene-LOC117896738;0;4.14E-08;244.1460546;234.7304063;276.9430919;199.7230497;267.7515146;211.9735994;226.4827212;251.939851;-74.86538026;0.898955526;325.2245595;308.704045;311.6954095;254.4657918;245.9239801;220.6381014;240.3426244;315.2080047;-74.86538026;0.762488962
gene-LOC117899277;0;4.91E-08;8872.267624;8933.317642;10032.71179;8701.447461;10757.36053;8871.718588;9443.508861;9279.432353;469.4535598;1.01768174;10777.76491;10545.23627;11301.69713;11434.7363;11086.80662;11511.51608;11344.353;10874.89944;469.4535598;1.043168543
gene-LOC117898119;0;5.56E-08;2070.358543;2095.881717;2178.685403;2013.424257;2017.849742;1927.505034;1986.259678;2114.975221;-245.426273;0.939140874;3245.60836;3141.034313;3156.787374;3038.219084;2852.079406;2916.852738;2935.717076;3181.143349;-245.426273;0.922849666
gene-LOC117899288;0;5.67E-08;6788.236902;7141.020584;7177.607832;3910.253437;6077.199203;7141.639946;5709.697529;7035.621773;2371.862994;0.811541284;6637.235909;10727.17212;10610.58974;8506.671871;14504.1918;12079.72308;11696.86225;9324.999256;2371.862994;1.254355301
gene-LOC117891247;0;6.12E-08;732.4381638;901.3647604;1083.863612;940.3177095;805.7884697;1136.760381;960.9555202;905.8888452;-166.0670658;1.060787452;1258.862411;1069.313251;1808.430874;1088.737867;1006.052646;1543.614825;1212.80178;1378.868845;-166.0670658;0.879562827
gene-LOC117902457;0;6.19E-08;1177.760567;1153.830353;1431.536774;1176.746617;1429.978909;1138.838554;1248.52136;1254.375898;-172.7235163;0.995332708;1660.415183;1610.425664;1564.452039;1477.267852;1401.021463;1438.833024;1439.040779;1611.764296;-172.7235163;0.892835747
gene-LOC117893406;0;6.58E-08;1956.098189;2434.936748;2433.712135;1991.832576;2447.772521;2201.82381;2213.809636;2274.915691;-320.9554872;0.9731392;3826.366502;3106.994704;3325.082979;3350.750896;2935.118672;3009.708155;3098.525908;3419.481395;-320.9554872;0.906139133
gene-LOC117897560;0;7.03E-08;264.6543232;324.4495839;174.3346802;345.4668967;156.2587703;293.0223286;264.9159986;254.4795291;64.87085602;1.041011037;159.2936618;208.9327757;181.2414202;190.4223878;285.3144012;268.3436368;248.0268086;183.1559526;64.87085602;1.354183717
gene-LOC117899270;0;7.18E-08;549.8169149;753.2237928;864.7000136;450.1865498;969.6490181;821.9172409;747.2509363;722.5802405;-187.8815111;1.0341425;659.298767;818.1244082;947.0362123;464.5281568;703.7045492;692.5821484;620.2716181;808.1531292;-187.8815111;0.767517437
gene-LOC117892219;0;7.54E-08;1466.829496;1672.323739;1133.67352;1426.130533;996.6775621;1332.1086;1251.638898;1424.275585;369.6990378;0.878789829;1050.895686;1496.569039;1072.511042;1362.843636;1784.279613;1581.94963;1576.357627;1206.658589;369.6990378;1.306382469
gene-LOC117899977;0;7.69E-08;13994.45185;11818.93677;7076.991817;13007.90825;7966.663361;10389.82363;10454.79841;10963.46015;2103.366961;0.953603905;10288.82187;11889.21396;8221.588821;12834.29816;13257.5382;10617.88917;12236.57518;10133.20822;2103.366961;1.207571671
gene-LOC117893393;0;8.01E-08;2073.288296;2240.892946;2290.259598;2119.223495;2207.894193;2274.559849;2200.559179;2201.48028;226.2575341;0.999581599;2362.855984;2461.415903;2830.154485;2532.703149;2664.708754;3135.78707;2777.732991;2551.475457;226.2575341;1.088677135
gene-LOC117899559;0;9.40E-08;28149.06351;27246.46232;30616.15843;28006.56948;30507.62446;31033.35059;29849.18151;28670.56142;1450.649647;1.041109069;26729.25521;27063.83713;26961.15501;28123.59346;27955.48829;29027.11454;28368.7321;26918.08245;1450.649647;1.05389127
gene-LOC117895812;0;9.43E-08;6139.784981;6043.525529;7074.99942;5790.888856;6800.212756;6294.784634;6295.295416;6419.436643;-435.0666794;0.980661663;8506.724024;7773.942548;8328.142843;8213.780037;7381.977828;7707.851511;7767.869792;8202.936471;-435.0666794;0.946962081
gene-LOC117889954;0;9.44E-08;10628.16605;9729.314531;11130.52218;9363.232485;11716.87385;9941.977448;10340.69459;10496.00092;462.3755693;0.985203286;11115.15774;11213.11689;10748.01455;11644.79867;11643.59554;11175.02168;11487.8053;11025.42973;462.3755693;1.041937193
gene-LOC117900050;0;9.50E-08;497.0813672;851.2889403;999.1867669;511.7228408;844.6420018;830.2299311;728.8649246;782.5190248;-141.7235927;0.931434127;902.6640836;1115.090657;1364.289812;806.94689;979.4374966;1170.489387;985.6245913;1127.348184;-141.7235927;0.874285873
gene-LOC117898472;0;1.03E-07;1028.343182;1069.327407;1028.076514;1031.00277;1154.625616;917.5131779;1034.380521;1041.915701;-162.0025569;0.992767957;1440.280192;1585.776292;1384.206451;1321.855858;1368.018677;1234.380729;1308.085088;1470.087645;-162.0025569;0.889800749
gene-LOC117893368;0;1.08E-07;1445.344643;1501.231354;1495.293457;1333.286305;1582.014469;1387.180173;1434.160316;1480.623151;-231.21895;0.968619405;2221.261618;1927.346167;2131.080436;2058.78196;1724.661679;1802.587732;1862.010457;2093.229407;-231.21895;0.889539604
gene-LOC117898704;0;1.11E-07;100108.6716;73341.25465;94173.60183;81526.94887;97445.50311;79719.73785;86230.72994;89207.84271;7052.849904;0.966627231;69018.40381;74795.58614;68474.40273;78456.58551;82745.43477;72244.92211;77815.64746;70762.79756;7052.849904;1.099668896
gene-LOC117898464;0;1.14E-07;8090.023665;7701.243821;9432.004296;7039.967605;9411.001184;7361.926235;7937.631675;8407.757261;654.8142192;0.944084306;10018.9076;9889.093457;9924.461506;10790.0327;10732.29283;10274.57969;10598.96841;9944.154189;654.8142192;1.065849162
gene-LOC117903648;8.10E-16;1.16E-07;35.15703186;44.85958877;25.90115248;8.636672418;54.05708812;18.70355289;27.13243781;35.30592437;-25.68642983;0.768495325;34.29238553;69.25299869;12.94581573;15.37041695;18.09830157;5.96319193;13.14397015;38.83039998;-25.68642983;0.338496903
gene-LOC117897893;0;1.18E-07;966.8183762;965.0027816;1099.802782;1000.774416;1073.539984;1007.913684;1027.409361;1010.541313;-253.9886656;1.016692091;1631.653828;1529.434869;1922.951552;1488.368708;1284.979411;1548.726133;1440.691417;1694.680083;-253.9886656;0.850125892
gene-LOC117891446;0;1.18E-07;211.9187754;333.8388001;214.1826071;177.0517846;197.6462284;223.4035484;199.3671871;253.3133942;-85.68180284;0.787037684;209.0729311;273.4906558;333.6037131;141.7494008;217.1796188;200.1928719;186.3739638;272.0557667;-85.68180284;0.685057943
gene-LOC117898354;0;1.21E-07;516.6130515;529.9690952;603.6960925;525.7574334;547.3280172;492.5268928;521.8707811;550.0927464;108.2777308;0.948695987;551.9967864;563.4142266;601.4825155;683.9835544;685.6062476;672.1369189;680.5755736;572.2978429;108.2777308;1.189198216
gene-LOC117894841;0;1.32E-07;20231.89525;22383.89155;22768.10923;21983.57006;22573.0575;20190.48535;21582.37097;21794.63201;-6454.832964;0.990260857;41742.68284;34193.37466;40534.34489;32556.25093;30797.98624;33751.66632;32368.6345;38823.46746;-6454.832964;0.833738886
gene-LOC117890308;0;1.34E-07;510.7535462;583.174654;421.3918269;723.321315;396.1370988;623.451763;580.970059;505.1066757;113.8498783;1.150192795;549.7843745;588.063599;626.378315;657.5122808;652.6034624;795.6601803;701.9253078;588.0754295;113.8498783;1.193597407
gene-LOC117898034;0;1.34E-07;1463.899743;1396.906729;1524.183204;1263.113341;1571.034123;1504.596921;1446.248129;1461.663225;-302.7940145;0.989453729;2263.297445;2040.029012;2085.272165;1907.639526;1874.771121;1697.805931;1826.738859;2129.532874;-302.7940145;0.857812003
gene-LOC117897431;0;1.38E-07;732.4381638;755.3102853;780.023169;695.2521297;840.4187918;674.3669903;736.6793039;755.9238727;-135.01173;0.974541658;996.6915924;1119.785775;1038.652754;903.438952;979.4374966;867.2184835;916.6983107;1051.710041;-135.01173;0.87162647
gene-LOC117898092;7.46E-296;1.39E-07;335.9449711;394.3470827;407.4450525;280.6918536;314.2068247;580.8492259;391.915968;379.2457021;-162.7699097;1.033409122;439.163776;221.8443517;442.1493988;194.6919481;154.3678663;265.7879832;204.9492658;367.7191755;-162.7699097;0.557352674
gene-LOC117899565;0;1.41E-07;1635.778566;1322.836246;1341.878938;1638.808591;1412.241427;1246.903526;1432.651181;1433.497917;-190.6443415;0.999409322;2232.323677;1859.266948;2093.238821;1980.222051;1706.563377;1926.110993;1870.965474;2061.609815;-190.6443415;0.907526468
gene-LOC117895394;0;1.45E-07;1371.124243;1439.679826;1385.711658;1499.542249;1413.930711;1461.994384;1458.489115;1398.838575;-179.8464929;1.042642904;1952.453563;1805.273084;1769.593427;1687.330217;1659.720714;1640.729665;1662.593532;1842.440025;-179.8464929;0.902386786
gene-LOC117894070;0;1.50E-07;511.7301304;686.4560328;561.8557692;620.76083;429.9227789;726.3213039;592.334971;586.6806441;88.56530489;1.009637827;319.6935296;407.3015347;414.2661034;434.6412349;470.5558408;501.7600067;468.9856941;380.4203892;88.56530489;1.232809038
gene-LOC117897347;0;1.55E-07;4909.288866;6097.774334;6795.067734;5679.691699;6382.959608;5915.518145;5992.72315;5934.043644;-1066.68523;1.009888621;8477.962668;8202.372116;8685.646524;7351.328864;6788.9923;8025.604453;7388.641872;8455.327102;-1066.68523;0.873844593
gene-LOC117890256;0;1.60E-07;458.9945826;380.7848814;443.3081867;395.1277631;413.8745809;367.8365402;392.2796281;427.6958836;-101.0433175;0.917192901;669.2546208;584.5422601;565.6325642;564.435867;500.364808;451.4988175;505.4331642;606.4764817;-101.0433175;0.833392851
gene-LOC117897866;0;1.81E-07;533.2149832;492.4122302;499.0952844;467.4598946;564.2208572;589.1619161;540.2808893;508.2408326;105.7963195;1.063041091;296.4632039;518.8106003;340.5745369;378.2830394;611.0838294;483.8704309;491.0790999;385.2827804;105.7963195;1.274593947
gene-LOC117897363;0;1.83E-07;9628.143809;18605.25363;13669.83132;9678.471028;15936.70529;14798.66668;13471.281;13967.74292;-2000.847578;0.964456539;9595.230713;8356.137249;9140.741738;6530.719381;7572.542297;6986.305288;7029.855655;9030.703233;-2000.847578;0.77843945
gene-LOC117901625;0;1.84E-07;1010.764666;1318.663261;1201.414996;939.2381255;1353.116487;1202.222816;1164.859143;1176.947641;161.745654;0.989728942;1264.393441;1386.233753;1431.010554;1460.189611;1495.771394;1610.913706;1522.29157;1360.545916;161.745654;1.118882907
gene-LOC117902736;0;1.85E-07;2748.107991;3286.225689;2224.510519;3577.741549;2158.060315;3673.169971;3136.323945;2752.948066;582.4608804;1.13926012;2007.763863;2765.424829;2715.633808;2407.178077;3173.59041;3655.436653;3078.735047;2496.274166;582.4608804;1.233332095
gene-LOC117896729;0;1.92E-07;1124.048435;1042.203004;1115.741953;1247.999164;1336.223647;1044.281703;1209.501505;1093.997798;-155.4774058;1.10557947;1492.271874;1363.93194;1380.223123;1278.306343;1223.232265;1268.456112;1256.664907;1412.142312;-155.4774058;0.88989962
gene-LOC117898425;0;2.01E-07;2185.595481;2218.984775;2468.579071;1984.275488;2358.240469;2279.75528;2207.423746;2291.053109;-226.2057043;0.963497414;2865.073501;3136.339195;2855.050285;2688.115143;2836.110316;2653.620409;2725.948623;2952.154327;-226.2057043;0.923376057
gene-LOC117897075;0;2.03E-07;1007.834913;821.0347991;1025.087919;917.6464444;931.640128;868.6761232;905.9875652;951.3192106;-196.4442142;0.952348649;1213.507965;1095.136403;1160.144256;1028.964024;968.7914368;881.700521;959.8186606;1156.262875;-196.4442142;0.830104193
gene-LOC117902274;0;2.04E-07;138.674959;134.5787663;139.4677441;156.5396876;127.5409423;164.1756309;149.4187536;137.5738231;57.74291654;1.086098723;144.912984;151.4175734;168.2956045;201.5232445;196.9521053;239.3795618;212.6183038;154.8753873;57.74291654;1.372834687
gene-LOC117902939;0;2.07E-07;123688.2976;101213.6647;154131.7812;108831.7887;142644.8305;146712.747;132729.7888;126344.5812;4584.2693;1.050538041;87833.8614;96273.40597;94092.1804;91341.26448;103259.3273;97351.66391;97317.41856;92733.14926;4584.2693;1.049435065
gene-LOC117901442;0;2.18E-07;26347.26563;27288.19217;28645.67845;26207.98245;26947.45843;24884.03804;26013.15964;27427.04542;-5605.198093;0.948449213;40844.44358;34863.60283;37683.27793;33984.84579;32015.89547;30574.98879;32191.91002;37797.10811;-5605.198093;0.851702991
gene-LOC117896165;0;2.41E-07;1201.198589;1195.560203;1572.996914;1244.760412;1547.384147;1122.213173;1304.785911;1323.251902;-169.1045306;0.986044992;1724.57513;1601.035427;1748.680956;1583.152946;1392.504615;1591.320361;1522.325974;1691.430504;-169.1045306;0.900022774
gene-LOC117901692;0;2.47E-07;1282.255079;1193.47371;692.3577298;1293.341695;1035.531094;1053.63348;1127.502089;1056.02884;246.0294102;1.067681153;1396.031953;1187.864994;915.169589;1695.869337;1330.757468;1210.527962;1412.384922;1166.355512;246.0294102;1.21093861
gene-LOC117890066;0;2.71E-07;1184.596657;887.8025591;1397.666036;1133.563255;1017.793612;1218.848197;1123.401688;1156.688417;-153.3588947;0.971222389;1484.528432;1369.800838;1373.252299;1303.923705;1201.940145;1261.641035;1255.834962;1409.193857;-153.3588947;0.891172606
gene-LOC117892026;0;2.85E-07;35597.47134;42101.24568;40061.1133;45906.07307;47102.30587;40433.96409;44480.78101;39253.27678;-5823.965221;1.133173703;51556.94234;49277.6168;58950.26568;48231.51449;43909.67342;50171.74124;47437.64305;53261.60827;-5823.965221;0.890653598
gene-LOC117896958;9.46E-117;2.86E-07;548.8403307;662.461369;1737.369613;282.8510217;402.8942349;1460.955298;715.5668515;982.8904375;-494.9651141;0.728023007;273.2328783;374.4357048;1001.806971;76.85208476;68.13478237;19.59334491;54.86007068;549.8251847;-494.9651141;0.099777297
gene-LOC117902369;0;3.08E-07;21568.83905;17152.0116;15711.04138;18033.37201;15080.2383;21683.65232;18265.75421;18143.96401;2104.041887;1.006712436;16491.31882;21063.47562;16870.38956;18833.03033;22366.30692;19537.97242;20245.76989;18141.728;2104.041887;1.115978031
gene-LOC117898227;0;3.11E-07;18828.54373;19623.46197;19300.34339;19305.12202;18391.23495;21118.38939;19604.91545;19250.78303;1092.634708;1.018395741;18682.71288;18335.61174;20052.07274;19238.63855;19732.47174;21377.19118;20116.10049;19023.46578;1092.634708;1.057436154
gene-LOC117898957;0;3.17E-07;2189.501818;2169.952201;1745.339198;2532.704187;2038.12115;1926.465948;2165.763762;2034.931072;-286.0502151;1.064293426;2969.056863;2480.196377;2969.570962;2647.127364;2344.262356;2569.283837;2520.224519;2806.274734;-286.0502151;0.898067637
gene-LOC117903883;0;3.22E-07;2785.218191;3732.735084;3287.453969;4292.426192;3876.062146;3741.749664;3970.079334;3268.469081;-307.5798517;1.214660208;5597.402283;4947.481178;6276.728966;5374.522461;4728.979739;5795.370671;5299.62429;5607.204142;-307.5798517;0.945145594
gene-LOC117891514;0;3.25E-07;2040.084432;2045.805897;2183.666394;1992.91216;1745.875018;2373.273045;2037.353408;2089.852241;1058.876195;0.974879165;2318.607744;2054.114368;2478.625796;2863.167113;3485.519961;3679.289421;3342.658832;2283.782636;1058.876195;1.463650165
gene-LOC117896886;0;3.49E-07;1988.325469;2035.373435;1896.76132;2216.386059;2195.224563;1729.039556;2046.883393;1973.486741;-223.0170226;1.037191358;2806.444584;2563.534731;2716.62964;2475.491041;2418.784774;2523.282071;2472.519295;2695.536318;-223.0170226;0.917264323
gene-LOC117898405;0;3.50E-07;5350.704933;4696.694619;4739.910904;4950.972464;5034.066331;5967.472458;5317.503751;4929.103485;1106.841525;1.078797345;6208.027987;7020.37602;6418.137107;7411.102707;7638.547867;7917.415114;7655.688563;6548.847038;1106.841525;1.169013189
