Gene;(Intercept);Selection;C_PT1_G9_C;C_PT2_G9_C;C_PT3_G9_C;W_PT1_G9_C;W_PT2_G9_C;W_PT3_G9_C;meanWPT9;meanPT9;WPT-PT;meanWPT9DIVmeanPT9;C_PT1_G23_C;C_PT2_G23_C;C_PT3_G23_C;W_PT1_G23_C;W_PT2_G23_C;W_PT3_G23_C;meanWPT23;meanPT23;WPT23-PT23;meanWPT23DIVmeanPT23
gene-LOC117895688;0;0.000276979;1469.759249;1048.462482;1273.141264;1494.144328;1245.846953;1014.148201;1251.379827;1263.787665;-126.447631;0.990182024;1808.646785;1374.495957;1479.806321;1617.309428;1342.468134;1323.828608;1427.868724;1554.316355;-126.447631;0.918647429
gene-LOC117895406;0;0.000280557;2440.483962;2314.96343;2220.525726;2281.161102;2641.19554;2222.605535;2381.654059;2325.324373;167.1567458;1.024224442;2415.953871;2599.9219;2446.759173;2615.532618;2658.321118;2690.251445;2654.701727;2487.544981;167.1567458;1.067197477
gene-LOC117902225;0;0.000282078;2150.438449;2038.503173;2364.974461;1963.763391;2320.231579;2074.016198;2119.337056;2184.638694;184.3913553;0.970108724;2723.479135;2530.668901;2713.642144;2961.367;2785.009229;2774.588016;2840.321415;2655.93006;184.3913553;1.069426284
gene-LOC117899648;0;0.000282476;3005.926224;3180.857818;2627.970779;3569.104877;2522.945659;3524.580634;3205.543723;2938.251607;648.514036;1.090969785;3851.809239;4312.466393;4150.62769;4446.32006;4585.257932;5228.867438;4753.48181;4104.967774;648.514036;1.157982735
gene-LOC117890932;0.133317896;0.000284359;3.906336874;35.47037251;14.94297259;6.477504314;40.54281609;11.42994899;19.48342313;18.10656066;-10.4077206;1.076042187;8.849647879;39.90850772;0.995831979;2.561736159;15.96908962;0;6.176941926;16.58466253;-10.4077206;0.372449057
gene-LOC117893498;0;0.000286491;2707.091453;2449.542196;2856.10016;2877.091499;2664.845516;2465.751723;2669.229579;2670.91127;-220.9937208;0.999370368;3231.227682;3150.424551;3542.17435;3158.620684;2882.952979;3219.271757;3086.948473;3307.942194;-220.9937208;0.933192992
gene-LOC117900237;0;0.000286858;78468.54195;58793.18569;76147.3959;68237.26919;75243.24345;62720.28645;68733.59969;71136.37451;3342.762357;0.966222979;62669.88766;59293.47845;59222.12781;63940.08061;64388.43395;62885.26644;63737.927;60395.16464;3342.762357;1.055348179
gene-LOC117900819;0;0.000288471;2062.545869;1704.664373;1326.935966;2223.943148;1191.789865;1905.684222;1773.805745;1698.048736;238.0170311;1.044614155;1569.706293;1983.68759;1771.585091;1828.225705;2075.98165;2134.822711;2013.010022;1774.992991;238.0170311;1.134094632
gene-LOC117903286;0;0.000288884;210018.3425;166895.4054;229432.4087;185765.1075;241671.5035;179632.0392;202356.2167;202115.3855;21990.51216;1.001191553;156692.9715;173206.4448;179368.2603;194827.7201;189329.5265;191081.9665;191746.4044;169755.8922;21990.51216;1.129541967
gene-LOC117902374;0;0.000290577;5213.006558;4677.916187;5684.306772;5085.92047;5262.119671;4518.986196;4955.675446;5191.743172;290.1223496;0.954530161;6977.947353;6057.876716;6059.637594;7445.259189;6371.666758;6148.902764;6655.276237;6365.153887;290.1223496;1.045579786
gene-LOC117902920;0;0.00029247;4968.860503;5440.529196;5312.724853;5200.35638;5096.569839;5588.205969;5295.044063;5240.704851;-541.690925;1.010368684;7244.542995;6746.885364;8434.696865;6973.899736;6349.310032;7477.84268;6933.684149;7475.375074;-541.690925;0.927536623
gene-LOC117898959;0;0.000292869;2963.933103;2823.024354;3048.366407;2655.776769;2990.877328;2742.148671;2796.267589;2945.107955;332.0988567;0.94946183;2950.251362;3169.205025;3148.820719;3202.170198;3343.927366;3718.47611;3421.524558;3089.425702;332.0988567;1.107495337
gene-LOC117897292;0;0.000293601;27541.62813;31677.12915;32636.44833;27517.51791;35023.92525;34098.65509;32213.36608;30618.40187;2106.906921;1.052091687;28734.80666;30769.45945;35134.94389;32095.13842;32053.15668;36811.63567;33653.31026;31546.40334;2106.906921;1.066787548
gene-LOC117896651;0.001678512;0.000294737;65.43114263;33.38388001;0;35.62627372;12.66963003;0;16.09863458;32.93834088;-14.26813554;0.488750622;44.24823939;44.60362627;0;21.34780132;21.29211949;3.407538246;15.34915302;29.61728856;-14.26813554;0.518249771
gene-LOC117903676;0;0.000294777;1833.048578;1332.225462;1298.046219;1518.974762;1034.686452;1491.0888;1348.250005;1487.773419;102.753387;0.906219984;1121.692869;1338.108788;1009.773627;1278.306343;1390.375403;1109.153699;1259.278482;1156.525095;102.753387;1.088846656
gene-LOC117903680;0;0.000296219;2442.43713;2676.969879;2735.560181;2628.787167;3205.416397;2396.132943;2743.445502;2618.322397;-296.1723981;1.047787509;3191.404266;3376.964021;3508.316063;3146.665915;2996.865818;3044.635422;3062.722385;3358.894783;-296.1723981;0.911824449
gene-LOC117891312;0;0.000296896;301.7645235;195.0870488;174.3346802;268.816429;199.3355124;256.6543091;241.6020835;223.7287508;51.6426569;1.079888403;258.8522005;300.4875875;277.8371222;338.149173;335.350882;318.604826;330.701627;279.0589701;51.6426569;1.185060014
gene-LOC117902188;0;0.000297683;158532.8225;140336.4424;174244.0261;137711.7417;168525.5061;154395.7509;153544.3329;157704.4303;15336.51039;0.973620922;116700.3066;132327.2214;128894.5164;141750.2547;143036.2003;139145.1205;141310.5252;125974.0148;15336.51039;1.121743444
gene-LOC117891262;0;0.000298085;1469.759249;1615.988442;1620.814426;1313.853792;2810.12394;1908.801481;2010.926404;1568.854039;-213.3443865;1.28178043;978.9922966;2009.510742;1320.473205;911.9780725;1587.327508;1169.637503;1222.981028;1436.325414;-213.3443865;0.851465145
gene-LOC117900690;0;0.000298382;2337.942619;2255.498393;2028.259479;2252.012333;2022.072952;1986.732952;2086.939412;2207.233497;-431.398055;0.945500064;3215.740798;2779.510185;2844.096133;2507.939699;2639.158211;2398.05504;2515.050984;2946.449039;-431.398055;0.853587132
gene-LOC117903628;0;0.000298571;8807.813066;9791.909306;9933.091977;9310.332867;8415.168264;11129.65306;9618.384729;9510.938116;-999.0083914;1.011297162;9385.051576;7840.847987;8908.712887;7718.511046;7409.657583;8009.418646;7712.529092;8711.537483;-999.0083914;0.885323527
gene-LOC117901848;0;0.000299308;2258.839297;1654.588553;2218.53333;2069.562628;1956.190876;1956.59945;1994.117651;2043.98706;-345.3143512;0.975601896;2849.586617;2177.36123;2404.93423;2261.159116;2049.366501;2085.413406;2131.979674;2477.294026;-345.3143512;0.860608249
gene-LOC117903912;0;0.000299392;2702.208532;2678.013125;2536.320547;3094.087894;2238.301305;2769.164914;2700.518038;2638.847401;-279.9963847;1.023370293;2944.720332;2687.955373;3046.250025;2544.657918;2599.76779;2694.510868;2612.978858;2892.975243;-279.9963847;0.903215078
gene-LOC117893297;0;0.000300373;12735.63479;10414.72732;11821.88371;11894.85709;11998.13964;11131.73123;11674.90932;11657.41527;-413.6202011;1.001500679;13742.39695;12814.15232;13297.34442;13306.51152;12656.03583;12650.48574;12871.01103;13284.63123;-413.6202011;0.968864759
gene-LOC117891259;0;0.00030076;88644.5495;72798.7666;96671.07065;78324.90257;96750.36274;74882.79126;83319.35219;86038.12892;6796.006336;0.968400327;77286.18734;75215.79925;80376.58655;88712.06927;80682.22839;83872.29449;84422.19738;77626.19105;6796.006336;1.087547853
gene-LOC117889939;0;0.000301166;5678.83723;6089.428364;6340.801367;5715.317973;6689.564654;6617.940465;6340.94103;6036.355654;848.1784974;1.050458488;5764.439387;7090.802798;6277.724798;7135.289114;7668.356835;6873.856526;7225.834158;6377.655661;848.1784974;1.132992206
gene-LOC117903736;0;0.000302743;2319.387519;1960.259705;2211.559943;2249.853165;2098.935374;1903.60605;2084.13153;2163.735722;-234.9519695;0.963209836;2777.683228;2761.90349;2851.066957;2705.193384;2462.433619;2518.170763;2561.932589;2796.884558;-234.9519695;0.915995114
gene-LOC117897355;0;0.000303889;1982.465963;1687.972433;2491.491629;1720.856979;2277.154837;1874.511634;1957.507817;2053.976675;209.624011;0.953033129;1774.3544;1878.047422;1940.876528;2170.644439;2058.947955;1992.557989;2074.050127;1864.426116;209.624011;1.112433531
gene-LOC117898395;0;0.000304113;2993.230629;2244.022685;2511.415593;3029.312851;2657.243738;2019.983712;2568.846767;2582.889636;-179.5979685;0.994563117;4568.630717;3481.430409;3344.003787;4243.942903;3354.573426;3256.754678;3618.423669;3798.021638;-179.5979685;0.952712758
gene-LOC117889941;0;0.000304761;112700.7486;94456.55876;117324.2512;101098.7282;117096.9439;103566.7678;107254.1466;108160.5195;11089.05319;0.991620114;76748.57123;91181.5499;83715.61117;94567.34421;100627.6213;89717.92635;94970.96396;83881.91077;11089.05319;1.132198386
gene-LOC117898625;0;0.00030635;2984.441371;3137.041475;3243.621249;2681.686786;3340.559117;3097.516176;3039.920693;3121.701365;-169.1950188;0.973802532;3428.132347;3614.067508;3095.045792;3190.21543;3419.51439;3019.93077;3209.886863;3379.081882;-169.1950188;0.949928701
gene-LOC117897196;0;0.000306467;3565.508981;4747.813686;4515.766315;3921.049278;4302.606357;4022.302958;4081.986198;4276.362994;-1203.429615;0.954546235;6639.448321;6703.455517;7791.389406;6237.827547;5514.658948;5771.517903;5841.334799;7044.764415;-1203.429615;0.829173902
gene-LOC117896650;0;0.000307092;448.2521562;569.6124527;440.3195922;574.3387158;476.378089;464.4715635;505.0627894;486.0614004;-70.12666164;1.039092569;651.5553251;629.1458864;720.982353;597.738437;588.7271039;604.8380386;597.1011932;667.2278548;-70.12666164;0.89489848
gene-LOC117903088;0;0.000308107;357.4298239;564.3962215;671.4375682;424.2765325;681.6260955;571.4974494;559.1333591;531.0878712;-216.8402054;1.052807623;935.8502632;1047.011438;1211.927519;851.3503168;862.3308394;830.5874474;848.0895345;1064.92974;-216.8402054;0.79638074
gene-LOC117889782;0;0.000310241;5108.512046;6496.294401;6574.907938;4857.048651;6649.021838;6185.680576;5897.250355;6059.904795;-258.4702991;0.973158912;7757.822572;7601.396941;8135.947271;7619.457248;7238.256021;7862.042617;7573.251962;7831.722261;-258.4702991;0.966997004
gene-LOC117900086;0;0.000311204;3936.610984;3472.966768;3830.381973;3868.149659;3835.51933;3437.297387;3713.655459;3746.653242;-585.3447727;0.991192731;6370.640267;5292.572391;5771.842152;6131.942452;4506.47709;5040.60095;5226.340164;5811.684937;-585.3447727;0.8992814
gene-LOC117895600;0;0.000313169;380.8678452;322.3630914;275.9468937;431.8336209;195.9569444;367.8365402;331.8757018;326.3926101;51.05438757;1.016799068;283.1887321;271.1430966;269.8704664;317.6552837;317.2525804;342.4575937;325.7884859;274.7340984;51.05438757;1.185832002
gene-LOC117901605;0;0.000314785;875.9960439;802.2563666;635.574434;794.5738625;899.5437319;710.7350099;801.6175347;771.2756148;105.6898817;1.039339919;521.0230189;602.1489547;543.7242607;585.7836683;794.196057;603.986154;661.3219598;555.6320781;105.6898817;1.190215587
gene-LOC117896012;0;0.000316043;3323.316095;3221.544421;2744.525965;4058.156452;3158.116445;3084.008054;3433.426984;3096.46216;-769.3143399;1.108822523;5039.874467;3871.125249;4788.955988;3747.82;3548.331713;4095.860971;3797.337562;4566.651901;-769.3143399;0.831536461
gene-LOC117891649;0;0.000319466;3899.500784;4191.763434;2575.172276;5610.59832;3314.375215;4219.729349;4381.567628;3555.478831;855.3781068;1.232342488;3866.189917;3972.070298;3323.091315;4547.081682;4240.325597;4940.078571;4575.828617;3720.45051;855.3781068;1.229912508
gene-LOC117900688;0;0.000319779;482.4326039;431.9039477;220.1597961;467.4598946;391.9138888;243.1461876;367.506657;378.1654492;272.4037066;0.971814474;763.2821296;987.1486762;548.7034206;987.9762452;1182.777238;945.5918631;1038.781782;766.3780755;272.4037066;1.35544298
gene-LOC117893856;0;0.000319879;1500.033359;1742.221238;1873.848762;1537.32769;1879.328454;1474.46342;1630.373188;1705.367787;-133.8010597;0.956024384;2248.916767;2206.705721;1963.780663;2121.971452;2095.144558;1800.883963;2005.999991;2139.80105;-133.8010597;0.937470327
gene-LOC117897559;0;0.000319996;1730.507235;1310.317291;1059.954855;1726.2549;1225.575545;1383.023828;1444.951424;1366.92646;119.9960431;1.057080586;1660.415183;1638.596376;1522.627096;1800.90052;1720.403255;1660.32301;1727.208928;1607.212885;119.9960431;1.074660951
gene-LOC117893616;0;0.000322586;334.9683869;330.7090614;248.0533449;506.3249205;243.2568965;383.4228343;377.6682171;304.5769311;90.23598375;1.239976435;278.7639082;299.3138079;268.8746344;304.8466029;414.1317241;398.6819747;372.5534339;282.3174502;90.23598375;1.319625952
gene-LOC117894557;0;0.000325264;2097.702901;1458.458258;2096.997153;1754.324085;1951.967666;1643.834482;1783.375411;1884.386104;174.7656917;0.946395968;1967.940447;2016.553419;2110.167964;2286.776478;2141.987221;2190.195207;2206.319635;2031.553944;174.7656917;1.086025622
gene-LOC117898596;0;0.000329552;14666.34179;11811.63405;13699.71727;12895.6315;13173.8813;12634.24998;12901.25426;13392.56437;374.5483134;0.96331471;17412.78841;15522.06194;15477.22062;17694.76556;16081.93785;15759.0125;16511.9053;16137.35699;374.5483134;1.023210016
gene-LOC117901307;0;0.000330219;104.4945114;76.15697628;124.5247715;110.1175733;88.68741019;102.8695409;100.5581748;101.7254197;-32.6786089;0.988525533;150.4440139;126.768201;142.403973;97.34597403;103.2667795;120.9676077;107.1934538;139.8720627;-32.6786089;0.766367863
gene-LOC117901999;0;0.000331528;111544.4728;85939.49637;108675.2586;98975.18633;110937.8144;87567.95646;99160.31908;102053.0759;5694.068512;0.971654388;87723.24081;83775.00038;79398.67954;89616.36213;91387.90607;86974.85806;89326.37542;83632.30691;5694.068512;1.068084556
gene-LOC117902941;0;0.000332906;336.9215553;366.1794339;300.8518481;390.8094269;229.7426245;404.2045597;341.585537;334.6509458;80.93998028;1.020721864;180.3115755;273.4906558;231.0330192;279.2292413;303.4127027;345.0132474;309.2183971;228.2784169;80.93998028;1.354566942
gene-LOC117902962;0;0.000334298;8185.728918;9171.177787;9074.369152;8470.416474;8403.343276;9398.535328;8757.431693;8810.425286;-2206.474544;0.993985127;12146.14171;11851.65301;14762.21326;10991.55595;10288.35214;10860.67627;10713.52812;12920.00266;-2206.474544;0.829220272
gene-LOC117890808;0;0.000338052;1921.917742;2169.952201;1743.346802;2474.406648;2023.762236;1968.029399;2155.399428;1945.072248;-148.4820759;1.108133351;2506.662762;2575.272528;2861.025277;2338.011201;2449.658347;2709.84479;2499.171446;2647.653522;-148.4820759;0.943919371
gene-LOC117892993;0;0.000339379;2509.821441;2370.255481;2088.031369;2972.094896;2506.052819;1991.928383;2490.025366;2322.702764;-634.2512087;1.072037888;3932.562276;3742.009488;4339.835766;3485.669;3517.45814;3108.526765;3370.551302;4004.80251;-634.2512087;0.841627344
gene-LOC117893877;0;0.000340022;2502.008767;2473.53686;2119.909711;2998.004913;2400.472569;2672.529891;2690.335791;2365.151779;-497.2634017;1.137489701;3970.17328;3095.256908;3452.549472;3180.822397;2944.700126;2900.666932;3008.729818;3505.99322;-497.2634017;0.858167609
gene-LOC117900088;0;0.000340094;2970.769192;2694.705065;2728.586794;2543.500027;2613.322354;2702.663393;2619.828591;2798.02035;-271.1959258;0.93631506;3446.937849;3189.159279;3217.533125;2930.626166;3093.744962;3015.671347;3013.347492;3284.543418;-271.1959258;0.917432687
gene-LOC117896888;0;0.00034059;2334.036282;2545.520851;2358.997272;2349.174898;2491.693905;2204.941069;2348.603291;2412.851468;194.3503607;0.97337251;2981.225129;2975.531384;2669.825537;3319.15615;3115.037082;2775.439901;3069.877711;2875.52735;194.3503607;1.067587728
gene-LOC117903303;0;0.000341414;2263.722218;2244.022685;2107.955333;2671.970529;2147.079969;2403.406546;2407.485681;2205.233412;-176.6436961;1.091714677;3089.633316;2874.586335;3244.420589;2832.42628;2672.160996;3174.121876;2892.90305;3069.546747;-176.6436961;0.942452841
gene-LOC117901890;0;0.000341871;537.1213201;563.3529752;597.7189034;559.2245391;508.4744851;547.5984652;538.4324964;566.0643996;-74.82934807;0.951185937;709.0780363;698.3988851;667.2074261;649.8270723;635.5697668;564.7994642;616.7321011;691.5614492;-74.82934807;0.891796531
gene-LOC117900369;0;0.000345559;1744.179414;2131.35209;1450.464539;1737.05074;1418.998563;1742.547678;1632.86566;1775.332014;215.1663233;0.919752276;1640.503476;1590.471411;1626.193622;1944.357745;1867.318879;1690.990854;1834.222493;1619.056169;215.1663233;1.132896145
gene-LOC117902223;0;0.000345675;2256.886129;1554.436913;1903.734707;1927.057533;1995.88905;1712.414176;1878.453586;1905.01925;-140.7722817;0.986054911;2555.335825;2344.037939;2273.484409;2363.628563;2155.827098;2231.085666;2250.180442;2390.952724;-140.7722817;0.941122934
gene-LOC117902917;0;0.000346457;5301.875722;5187.020357;6143.554129;4945.574543;5792.554848;5106.069939;5281.399777;5544.150069;-625.4578842;0.952607651;7848.531463;6629.5074;7524.506436;6903.878948;6442.995358;6779.29734;6708.723882;7334.181766;-625.4578842;0.914720155
gene-LOC117895439;0;0.000347476;7024.570283;6720.592345;6690.466926;6686.94362;7037.557159;6531.696304;6752.065694;6811.876518;-485.0639583;0.991219626;9231.288944;8496.990805;8505.400935;8600.602197;8342.252417;7835.634196;8259.49627;8744.560228;-485.0639583;0.944529634
gene-LOC117897965;6.17E-169;0.000347923;439.4628983;294.1954426;349.6655585;263.4185087;414.7192229;313.8040541;330.6472619;361.1079665;-46.69181595;0.915646545;323.0121476;358.0027898;152.3622928;243.3649351;303.4127027;146.5241446;231.1005941;277.7924101;-46.69181595;0.831918316
gene-LOC117898880;0;0.000351431;725.6020743;823.1212916;902.5555442;708.2071383;829.4384458;714.8913549;750.8456463;817.09297;-103.9865039;0.918923151;1189.171434;1260.639332;1231.844158;1123.748262;1106.125608;1139.821543;1123.231804;1227.218308;-103.9865039;0.915266499
gene-LOC117892291;0;0.000357961;2592.8311;3389.507068;3944.944763;2865.216075;3909.003184;3175.447646;3316.555635;3309.09431;554.4997832;1.002254794;3453.575085;4019.021483;3749.307402;4458.274828;4226.485719;4200.642772;4295.13444;3740.634657;554.4997832;1.148236819
gene-LOC117894254;0;0.000361976;7409.344465;6978.274169;7160.672463;7398.38951;7318.822946;6800.819648;7172.677368;7182.763699;510.2085364;0.998595759;8427.077193;8354.963469;8199.680518;8580.108308;8787.257714;9144.980767;8837.448929;8327.240393;510.2085364;1.061269822
gene-LOC117894281;0;0.000362706;1519.565044;6285.558659;4261.735781;2725.949732;2180.021007;2728.64055;2544.870429;4022.286495;2517.271564;0.632692483;3061.978166;3908.686197;2038.468062;4191.854268;6602.686254;5766.406596;5520.315706;3003.044142;2517.271564;1.838239948
gene-LOC117894771;0;0.000365782;1742.226246;1716.140082;1989.40775;1689.549042;1993.355124;1685.397933;1789.434033;1815.924693;187.5204063;0.985412027;1884.974998;2037.681453;1945.855688;2186.014855;2221.832669;2023.225833;2143.691119;1956.170713;187.5204063;1.095860962
gene-LOC117891284;0;0.000366314;165.0427329;222.2114513;191.2700491;156.5396876;147.8123503;164.1756309;156.1758896;192.8414111;49.60134971;0.809866972;154.8688379;244.1461649;126.4706614;216.0397494;272.5391295;185.7108344;224.7632378;175.161888;49.60134971;1.283174327
gene-LOC117900069;7.29E-231;0.000369665;210.9421912;464.2445814;160.3879058;179.2109527;222.9854885;192.2309603;198.1424671;278.5248928;-31.02417426;0.711399492;171.4619277;120.8993028;93.60820605;125.5250718;100.0729616;67.29888035;97.63230458;128.6564788;-31.02417426;0.758860381
gene-LOC117892668;0;0.000374054;354.5000713;389.1308514;321.7720097;380.0135864;277.8872186;395.8918695;351.2642248;355.1343108;-49.71459052;0.989102472;339.6052374;346.2649934;264.8913065;294.5996583;282.1205833;224.8975242;267.2059219;316.9205124;-49.71459052;0.843132304
gene-LOC117902186;0;0.000374674;809.588317;805.3861053;935.4300839;784.857606;919.81514;714.8913549;806.521367;850.1348354;-95.97740961;0.948698175;1146.0294;1110.395538;1161.140088;1011.885783;1069.929004;1047.818011;1043.210933;1139.188342;-95.97740961;0.915749305
gene-LOC117898686;1.10E-78;0.000375015;292.9752655;153.3571988;132.4943569;282.8510217;195.1123024;128.8466977;202.2700073;192.9422738;-66.18167722;1.048344685;521.0230189;196.0211997;146.387301;370.597831;159.6908962;134.5977607;221.6288293;287.8105065;-66.18167722;0.770051212
gene-LOC117901938;0;0.000376369;2581.112089;2500.661262;2006.343119;3336.994306;2185.088859;2657.982683;2726.688616;2362.70549;193.243141;1.154053532;3043.172664;2942.665554;3126.912415;3153.497211;3077.775872;3461.206973;3230.826686;3037.583545;193.243141;1.063617391
gene-LOC117898038;0;0.000379724;4156.342433;3714.999898;3377.111804;5137.740505;3580.437446;4095.038997;4271.072316;3749.484712;708.9163298;1.139109143;4240.08754;4810.14896;4631.614536;5231.919148;4986.614385;5590.066492;5269.533342;4560.617012;708.9163298;1.155443074
gene-LOC117900364;0;0.000381111;212.8953596;178.3951088;204.2206253;266.6572609;144.4337823;229.638066;213.5763698;198.5036979;-44.48316304;1.075931441;227.8784329;252.3626223;289.787106;204.0849806;216.1150128;216.3786786;212.1928907;256.6760537;-44.48316304;0.826695313
gene-LOC117901302;0;0.000381765;1024.436845;952.4838266;939.4148765;1004.013169;1049.890008;895.6923662;983.1985144;972.1118494;-104.7365145;1.011404722;1380.545069;1309.938077;1376.239795;1272.328959;1238.136748;1242.047691;1250.837799;1355.574314;-104.7365145;0.922736427
gene-LOC117903721;3.57E-43;0.000381895;34.18044764;51.11906627;25.90115248;33.46710562;20.27140804;36.36801951;30.03551106;37.0668888;15.81071693;0.810305694;11.06205985;28.17071133;23.8999675;18.78606516;50.0364808;41.74234351;36.85496316;21.04424623;15.81071693;1.751308303
gene-LOC117890956;0;0.000381937;2268.605139;2173.08194;2015.308903;2407.472437;2224.787033;1934.778638;2189.012702;2152.331994;-554.3140591;1.01704231;3871.720947;2940.317995;3217.533125;2892.200123;2695.582328;2778.847439;2788.87663;3343.190689;-554.3140591;0.834196099
gene-LOC117902563;0;0.000386695;2258.839297;2466.234136;2598.084834;2503.555417;2343.881555;2449.126342;2432.187772;2441.052756;-351.0301613;0.996368377;2966.844451;2905.104606;3332.053803;2723.125537;2705.163781;2722.623058;2716.970792;3068.000953;-351.0301613;0.885583425
gene-LOC117893398;0;0.00038759;5321.407406;4516.213018;5276.861719;5007.110834;5148.093001;4549.119698;4901.441178;5038.160714;463.4569879;0.972863205;6695.864826;6386.535015;6441.041242;7265.083746;7063.660641;6585.06766;6971.270682;6507.813694;463.4569879;1.071215466
gene-LOC117897506;0;0.000390115;2230.518355;2167.865708;1537.13378;2008.026337;2031.364014;2145.713151;2061.701168;1978.505948;217.2481707;1.042049517;1826.346081;2117.498468;1751.668452;1886.291725;2415.590956;2045.374832;2115.752504;1898.504334;217.2481707;1.114431222
gene-LOC117903268;0;0.000395245;50.78237936;70.94074503;40.84412507;72.3321315;59.12494013;68.57969393;66.67892185;54.18908315;23.5826277;1.230486253;50.8854753;49.29874483;57.7582548;79.41382092;69.19938835;80.07714877;76.23011935;52.64749164;23.5826277;1.447934497
gene-LOC117902380;0;0.000395486;2658.262242;2394.250145;2964.685761;2408.552021;2941.888092;2450.165429;2600.201847;2672.399383;-237.1077028;0.972984002;4245.61857;3558.899865;4163.573505;3919.456323;3500.424444;3836.888064;3752.256277;3989.36398;-237.1077028;0.940565036
gene-LOC117894113;0;0.00039549;990.2563974;1299.884828;970.2970199;1211.293307;941.775832;1375.750224;1176.273121;1086.812748;139.3899204;1.08231443;924.7882033;897.9414237;890.2737895;1022.986639;970.9206488;1137.265889;1043.724393;904.3344722;139.3899204;1.154135361
gene-LOC117890555;0;0.000396219;281.2562549;243.0763763;209.2016162;277.4531014;191.7337344;188.0746152;219.0871503;244.5114158;-44.56984287;0.896020129;253.3211705;268.7955373;253.9371547;210.062365;210.791983;221.489986;214.114778;258.6846208;-44.56984287;0.827705865
gene-LOC117899166;5.10E-21;0.000397976;16.60193171;10.4324625;16.93536893;14.03459268;10.98034602;19.74263916;14.91919262;14.65658772;-10.13798848;1.017917193;19.91170773;10.56401675;18.92080761;11.95476874;1.064605975;5.96319193;6.327522215;16.46551069;-10.13798848;0.38428946
gene-LOC117900231;0;0.000398724;825.2136645;761.5697628;808.912916;717.9233947;911.3687199;613.0609003;747.451005;798.5654478;98.44790531;0.935992168;1048.683274;1075.182149;1095.415177;1086.176131;1171.066572;1257.381613;1171.541439;1073.093533;98.44790531;1.091742148
gene-LOC117899276;0;0.00040041;4905.382529;5068.090285;5056.701923;4920.74411;5530.715828;4504.438988;4985.299642;5010.058245;-647.6116144;0.99505822;7260.029879;6661.19945;7107.252836;6400.924749;6575.006499;6109.716074;6361.882441;7009.494055;-647.6116144;0.907609364
gene-LOC117897759;0;0.000403368;2067.42879;2350.433802;2924.837834;2288.718191;2787.318606;2075.055285;2383.69736;2447.566809;212.5086614;0.973904921;2566.397885;2798.290659;2621.02977;2904.154892;2884.017585;2835.07182;2874.414766;2661.906104;212.5086614;1.079833267
gene-LOC117891121;0;0.00040348;8031.428612;7055.474392;8805.395646;6966.555889;8138.125687;7525.06278;7543.248119;7964.09955;1486.314297;0.947156433;7924.859676;9187.173233;9085.970979;10758.43795;10088.20621;9810.302609;10218.98226;8732.667963;1486.314297;1.170201627
gene-LOC117901651;0;0.00040425;215.8251123;244.1196226;245.0647504;207.280138;255.9265265;332.5076069;265.2380905;235.0031618;-39.36448425;1.12865754;199.1170773;196.0211997;219.0830354;155.4119936;161.8201081;178.8957579;165.3759532;204.7404375;-39.36448425;0.807734687
gene-LOC117900368;0;0.000406558;1814.493478;1652.502061;2073.088397;1989.673408;1884.396306;1487.971541;1787.347085;1846.694645;-205.8604789;0.967862819;2165.951318;2016.553419;2307.342696;2070.736728;1839.639124;1961.890145;1957.421999;2163.282478;-205.8604789;0.904838836
gene-LOC117891299;0;0.000411294;14153.63508;13996.1917;13221.54214;16018.86817;13724.58789;13385.50935;14376.3218;13790.45631;2125.146389;1.042483402;16777.82617;17261.60337;17032.71017;20461.44061;17820.43941;19165.69886;19149.19296;17024.04657;2125.146389;1.124832036
gene-LOC117894483;0;0.000411397;6912.263098;7245.345209;6281.029477;6392.217173;7994.536547;8124.615559;7503.78976;6812.879261;970.4626041;1.101412409;6348.516147;6887.73892;6167.187448;7995.178552;7697.101196;6622.55058;7438.276776;6467.814172;970.4626041;1.150044911
gene-LOC117902988;0;0.000412607;1334.014042;1327.009231;1004.167758;1486.58724;880.9616079;1327.952255;1231.833701;1221.730344;95.52038917;1.008269712;988.9481505;1199.602791;955.9987001;1090.445692;1337.145104;1003.520013;1143.703603;1048.183214;95.52038917;1.091129478
gene-LOC117889612;0;0.000415595;341.8044764;373.4821576;385.5286927;392.968595;358.9728508;432.259889;394.7337783;366.9384423;-64.34024746;1.075749316;548.6781685;442.5149238;598.4950196;485.8759581;367.2890612;543.5023502;465.5557898;529.8960373;-64.34024746;0.878579489
gene-LOC117892704;0;0.00042082;3127.022667;3757.772994;2918.860645;4189.865707;3129.398617;4372.475031;3897.246452;3267.885435;531.9318818;1.192589682;3514.416414;4057.756211;4229.298416;4050.104867;4235.002567;5112.159253;4465.755562;3933.82368;531.9318818;1.135220062
gene-LOC117897947;0;0.000421126;953.1461971;1546.090943;2034.236668;979.1827354;2082.887176;1808.010113;1623.360008;1511.157936;-109.2912189;1.07424907;721.2463021;778.2159005;905.2112692;571.2671634;738.8365463;766.6961052;692.266605;801.5578239;-109.2912189;0.863651485
gene-LOC117897094;0;0.000422186;3531.328534;3405.155761;3724.784967;3031.472019;4443.661571;3050.757294;3508.630295;3553.756421;294.57288;0.987301852;4160.440709;4297.207258;3917.603007;4669.191105;4481.991153;4107.787355;4419.656538;4125.083658;294.57288;1.071410159
